user_id,num_recommendations,clicks,conversions,click_rate,conversion_rate,avg_compatibility,total_engagement
synthetic_user_0604,20,7,0,0.35,0.0,0.5950020389721279,4.158237162346559
synthetic_user_0606,20,9,4,0.45,0.2,0.6555882407503407,6.091809381948851
synthetic_user_0608,20,8,1,0.4,0.05,0.5509582661730106,4.498097490629165
synthetic_user_0610,20,3,0,0.15,0.0,0.5646677121748496,1.9827079552598565
synthetic_user_0612,20,11,1,0.55,0.05,0.6265664961626294,6.925682832199627
synthetic_user_0614,20,5,2,0.25,0.1,0.5967383811580944,2.902564050776001
synthetic_user_0616,20,7,0,0.35,0.0,0.6109553208332352,4.525661037016011
synthetic_user_0618,20,9,3,0.45,0.15,0.6196555186841171,5.685497633505576
synthetic_user_0620,20,8,1,0.4,0.05,0.524858712246443,4.379042053091473
synthetic_user_0622,20,8,2,0.4,0.1,0.589826799661852,4.624778921419113
synthetic_user_0624,20,4,1,0.2,0.05,0.5723543139053107,2.592582114548815
synthetic_user_0626,20,8,2,0.4,0.1,0.5875222200613812,4.181329536144151
synthetic_user_0628,20,4,1,0.2,0.05,0.5332414469998037,2.150803710731772
synthetic_user_0630,20,6,0,0.3,0.0,0.5026219119217833,2.9939758183080545
synthetic_user_0632,20,4,1,0.2,0.05,0.573824781715454,2.7443497321125
synthetic_user_0634,20,6,0,0.3,0.0,0.6249120605767535,3.6423205796833904
synthetic_user_0636,20,9,2,0.45,0.1,0.642624184288152,5.775030781073594
synthetic_user_0638,20,6,0,0.3,0.0,0.560273621040003,3.165675830281569
synthetic_user_0640,20,9,0,0.45,0.0,0.6598156326709965,6.1243420153365165
synthetic_user_0642,20,8,1,0.4,0.05,0.5932295917904483,4.798249117735643
synthetic_user_0644,20,7,1,0.35,0.05,0.6411750530661837,4.595468592419104
synthetic_user_0646,20,5,0,0.25,0.0,0.6107265424934144,3.037761098035041
synthetic_user_0648,20,4,0,0.2,0.0,0.5037599382834497,1.9464795185123736
synthetic_user_0650,20,9,1,0.45,0.05,0.5831847291688639,5.205681150724548
synthetic_user_0652,20,6,3,0.3,0.15,0.5486594219031283,3.218614021214936
synthetic_user_0654,20,9,0,0.45,0.0,0.6101666357842825,5.448085431681393
synthetic_user_0656,20,11,1,0.55,0.05,0.5729595659514053,6.627093144088659
synthetic_user_0658,20,4,0,0.2,0.0,0.5898509321984136,2.231430392297458
synthetic_user_0660,20,6,1,0.3,0.05,0.560238174965927,3.4768505712072018
synthetic_user_0662,20,9,2,0.45,0.1,0.6212408884416406,5.601024346727032
synthetic_user_0664,20,8,1,0.4,0.05,0.6202865516633688,4.801979444548157
synthetic_user_0666,20,4,2,0.2,0.1,0.5825117414709148,2.4127313646500683
synthetic_user_0668,20,5,0,0.25,0.0,0.5188532662175002,2.510733898313105
synthetic_user_0670,20,7,2,0.35,0.1,0.5769251845945301,3.931626049217133
synthetic_user_0672,20,8,3,0.4,0.15,0.6158526561489256,5.179082144952587
synthetic_user_0674,20,4,0,0.2,0.0,0.5704501839635167,2.329267747814903
synthetic_user_0676,20,6,0,0.3,0.0,0.5915800873020736,3.4422446903534705
synthetic_user_0678,20,11,1,0.55,0.05,0.6408635197230435,6.7700217826322335
synthetic_user_0680,20,9,3,0.45,0.15,0.7100862494079959,6.631234909993399
synthetic_user_0682,20,6,1,0.3,0.05,0.5039450713385542,2.973259692821986
synthetic_user_0684,20,5,2,0.25,0.1,0.5703967412600981,2.7750873350102907
synthetic_user_0686,20,7,1,0.35,0.05,0.518528168457254,3.5206473283050057
synthetic_user_0688,20,7,1,0.35,0.05,0.5806773558729456,3.9519510423265958
synthetic_user_0690,20,7,1,0.35,0.05,0.5350307074909211,3.6908814310688687
synthetic_user_0692,20,4,0,0.2,0.0,0.517789911254334,2.0538260339284737
synthetic_user_0694,20,7,2,0.35,0.1,0.6463341666751055,4.518012412027645
synthetic_user_0696,20,8,0,0.4,0.0,0.6578993781964491,5.078453329465727
synthetic_user_0698,20,9,3,0.45,0.15,0.6544227702732028,5.753819841213325
synthetic_user_0700,20,4,1,0.2,0.05,0.6419606180419785,2.6531162138650144
synthetic_user_0702,20,5,1,0.25,0.05,0.5666992364792554,2.7601126751445952
synthetic_user_0704,20,2,0,0.1,0.0,0.6025455829676656,1.3005630910440167
synthetic_user_0706,20,8,0,0.4,0.0,0.6113475090756133,4.624498181375429
synthetic_user_0708,20,9,1,0.45,0.05,0.6230228379603578,5.646269023091224
synthetic_user_0710,20,5,1,0.25,0.05,0.6155954552173288,2.8226125465165786
synthetic_user_0712,20,5,2,0.25,0.1,0.5992922859904578,3.1796595158715935
synthetic_user_0714,20,6,0,0.3,0.0,0.5753459175948297,3.350010956266694
synthetic_user_0716,20,5,0,0.25,0.0,0.5717029810078961,2.6860139648787333
synthetic_user_0718,20,5,0,0.25,0.0,0.5661567120773283,3.138053258309051
synthetic_user_0720,20,7,2,0.35,0.1,0.5738425479451823,3.852575016639717
synthetic_user_0722,20,8,0,0.4,0.0,0.5347331421046013,4.422913039643952
synthetic_user_0724,20,4,2,0.2,0.1,0.596004710112927,2.3970991823835472
synthetic_user_0726,20,5,0,0.25,0.0,0.5836244237953075,3.045350017010135
synthetic_user_0728,20,7,1,0.35,0.05,0.5675260101024832,4.422920674634293
synthetic_user_0730,20,10,0,0.5,0.0,0.48821666911397044,4.745792647622389
synthetic_user_0732,20,5,1,0.25,0.05,0.5668123147408469,2.6295900477730627
synthetic_user_0734,20,6,1,0.3,0.05,0.5802713412546759,3.3243597311924358
synthetic_user_0736,20,7,0,0.35,0.0,0.5696841636744087,3.807895619356872
synthetic_user_0738,20,8,2,0.4,0.1,0.5791715341028809,4.628973511797804
synthetic_user_0740,20,5,1,0.25,0.05,0.5559432855396726,2.9817776812969545
synthetic_user_0742,20,6,1,0.3,0.05,0.6553464134824749,4.066089461459393
synthetic_user_0744,20,7,2,0.35,0.1,0.5756073702499933,4.005983023495394
synthetic_user_0746,20,7,0,0.35,0.0,0.5740817207580949,4.048890913957947
synthetic_user_0748,20,8,3,0.4,0.15,0.5571358747681474,4.517956810831113
synthetic_user_0750,20,4,1,0.2,0.05,0.5997380209901533,2.356168086876345
synthetic_user_0752,20,8,1,0.4,0.05,0.5848564940613992,4.7606668143042965
synthetic_user_0754,20,7,0,0.35,0.0,0.5584273312499597,4.088493332313968
synthetic_user_0756,20,9,2,0.45,0.1,0.5587578682868306,5.049023194830221
synthetic_user_0758,20,9,4,0.45,0.2,0.5990103699350463,5.122078082444332
synthetic_user_0760,20,8,4,0.4,0.2,0.5858697171049622,5.180242961094289
synthetic_user_0762,20,7,0,0.35,0.0,0.6393054774544057,4.505522863977599
synthetic_user_0764,20,9,2,0.45,0.1,0.6184920682556848,5.9203877605381665
synthetic_user_0766,20,10,1,0.5,0.05,0.5714599102283157,5.9819499987238824
synthetic_user_0768,20,5,1,0.25,0.05,0.5195303115884945,2.7144721121147057
synthetic_user_0770,20,9,1,0.45,0.05,0.6236615103337898,5.690354699359797
synthetic_user_0772,20,8,1,0.4,0.05,0.5972743234917008,4.767955052833501
synthetic_user_0774,20,5,1,0.25,0.05,0.546822410232773,2.9787306408326355
synthetic_user_0776,20,7,3,0.35,0.15,0.6444226737242589,4.628608914908354
synthetic_user_0778,20,11,2,0.55,0.1,0.6171587572285572,6.831460426260093
synthetic_user_0780,20,7,4,0.35,0.2,0.5659671788279456,3.9029469899294047
synthetic_user_0782,20,5,0,0.25,0.0,0.6531212987101147,3.1848348006969966
synthetic_user_0784,20,6,4,0.3,0.2,0.5491478551286895,3.2551530607935115
synthetic_user_0786,20,7,4,0.35,0.2,0.5051010021533777,3.6040307141995958
synthetic_user_0788,20,5,2,0.25,0.1,0.569336283803944,3.1927996201425524
synthetic_user_0790,20,3,1,0.15,0.05,0.6452671144083695,1.8319523480808746
synthetic_user_0792,20,3,0,0.15,0.0,0.5925705127689178,1.840439848872871
synthetic_user_0794,20,2,0,0.1,0.0,0.5367665643559705,1.0491700642853232
synthetic_user_0796,20,10,3,0.5,0.15,0.5925629358853441,6.036036386828317
synthetic_user_0798,20,7,1,0.35,0.05,0.5770557252228137,4.040129344798599
synthetic_user_0800,20,5,1,0.25,0.05,0.6015647587149038,2.9667722630863507
synthetic_user_0802,20,8,2,0.4,0.1,0.5232166777861947,4.414414537483661
synthetic_user_0804,20,6,1,0.3,0.05,0.5622112748027932,3.292574937025334
synthetic_user_0806,20,9,4,0.45,0.2,0.5847519988493193,5.3992377827991085
synthetic_user_0808,20,8,1,0.4,0.05,0.5924608410921274,4.9165381682489855
synthetic_user_0810,20,7,1,0.35,0.05,0.5770353987577814,3.962402224709866
synthetic_user_0812,20,4,0,0.2,0.0,0.6449060018803806,2.5392582485657695
synthetic_user_0814,20,7,1,0.35,0.05,0.567558047899995,4.395346074827143
synthetic_user_0816,20,8,1,0.4,0.05,0.6071924060063543,4.866425820129429
synthetic_user_0818,20,8,2,0.4,0.1,0.6265422926905029,4.89339862406821
synthetic_user_0820,20,13,2,0.65,0.1,0.6356249569297692,8.302988043945573
synthetic_user_0822,20,4,2,0.2,0.1,0.6538860533581144,2.753207144130057
synthetic_user_0824,20,6,0,0.3,0.0,0.5511888074501604,3.3213610525651682
synthetic_user_0826,20,7,1,0.35,0.05,0.49377689942518205,3.437329209767715
synthetic_user_0828,20,9,4,0.45,0.2,0.6593976426888012,5.974901669351164
synthetic_user_0830,20,9,3,0.45,0.15,0.5894376454548866,5.221369553566683
synthetic_user_0832,20,5,1,0.25,0.05,0.6192254384905811,3.048809448132837
synthetic_user_0834,20,5,0,0.25,0.0,0.5224897886675086,3.0047283837641854
synthetic_user_0836,20,7,1,0.35,0.05,0.47481526375509253,3.2488160992036295
synthetic_user_0838,20,7,1,0.35,0.05,0.5091532727334527,3.5588466314850247
synthetic_user_0840,20,7,1,0.35,0.05,0.49995962891150664,3.6411276582093497
synthetic_user_0842,20,6,0,0.3,0.0,0.6447384720779452,3.779407147482904
synthetic_user_0844,20,6,2,0.3,0.1,0.5537491705285362,3.344618942939736
synthetic_user_0846,20,8,3,0.4,0.15,0.5605992838119229,4.564903889196032
synthetic_user_0848,20,8,3,0.4,0.15,0.5741385888822229,4.592374943190809
synthetic_user_0850,20,7,4,0.35,0.2,0.62146117282594,4.181881152138535
synthetic_user_0852,20,7,3,0.35,0.15,0.5861990620660482,4.259761300312766
synthetic_user_0854,20,4,0,0.2,0.0,0.5505772542347123,2.1719742631768257
synthetic_user_0856,20,2,0,0.1,0.0,0.5832448952278032,1.1523087538532224
synthetic_user_0858,20,6,0,0.3,0.0,0.6304582537148933,3.8587686832430124
synthetic_user_0860,20,9,2,0.45,0.1,0.5580405053265309,4.962132487448692
synthetic_user_0862,20,8,1,0.4,0.05,0.68341952435516,5.345293085535933
synthetic_user_0864,20,5,1,0.25,0.05,0.5497489773684426,2.7722397136496433
synthetic_user_0866,20,7,2,0.35,0.1,0.6208032603819096,4.667853545745654
synthetic_user_0868,20,7,1,0.35,0.05,0.5573039596599721,3.7629626454921503
synthetic_user_0870,20,8,1,0.4,0.05,0.5831288313318352,4.760743937177727
synthetic_user_0872,20,6,1,0.3,0.05,0.5501949204889585,3.2184830698146296
synthetic_user_0874,20,8,1,0.4,0.05,0.5855107597169484,4.608943646372866
synthetic_user_0876,20,8,2,0.4,0.1,0.629031931126786,5.104412160809479
synthetic_user_0878,20,6,3,0.3,0.15,0.6176412876080843,3.707649322613981
synthetic_user_0880,20,11,2,0.55,0.1,0.6487253429749349,7.404882368372594
synthetic_user_0882,20,6,1,0.3,0.05,0.5460647003345761,3.2553781913703825
synthetic_user_0884,20,6,1,0.3,0.05,0.6475214353877238,3.92004467696044
synthetic_user_0886,20,8,1,0.4,0.05,0.6217366612367929,5.002885932746828
synthetic_user_0888,20,7,1,0.35,0.05,0.55284961302008,3.8802681847872975
synthetic_user_0890,20,7,1,0.35,0.05,0.552510294231199,3.9111465443791498
synthetic_user_0892,20,6,2,0.3,0.1,0.5465176611399714,3.513220826087822
synthetic_user_0894,20,6,1,0.3,0.05,0.6758046114717834,3.955543148147813
synthetic_user_0896,20,8,3,0.4,0.15,0.6677057464335079,5.152575301877369
synthetic_user_0898,20,7,1,0.35,0.05,0.5513994160954627,3.814343712091615
synthetic_user_0900,20,12,0,0.6,0.0,0.5190307004627066,6.0280328111494805
synthetic_user_0902,20,6,1,0.3,0.05,0.6066156985341526,3.72794388419596
synthetic_user_0904,20,9,2,0.45,0.1,0.5846414997741304,5.266896353921156
synthetic_user_0906,20,6,2,0.3,0.1,0.5815703964301088,3.599341703058349
synthetic_user_0908,20,7,1,0.35,0.05,0.6613663261793502,4.935109549377364
synthetic_user_0910,20,10,2,0.5,0.1,0.6569492510568694,6.463133309364035
synthetic_user_0912,20,3,0,0.15,0.0,0.5981966139933659,1.865912446111499
synthetic_user_0914,20,7,3,0.35,0.15,0.6183086334242069,4.157587959390307
synthetic_user_0916,20,8,2,0.4,0.1,0.5579493995615251,4.642456395597959
synthetic_user_0918,20,8,2,0.4,0.1,0.6153774538939005,4.8877504150421105
synthetic_user_0920,20,7,2,0.35,0.1,0.555100264360967,4.000898027235964
synthetic_user_0922,20,5,1,0.25,0.05,0.5598056631073959,3.1150123315759273
synthetic_user_0924,20,2,0,0.1,0.0,0.5906605041998725,1.3276333646795746
synthetic_user_0926,20,6,0,0.3,0.0,0.5738566367011307,3.4045329366534345
synthetic_user_0928,20,5,0,0.25,0.0,0.5873180832767435,2.9858507410468245
synthetic_user_0930,20,5,1,0.25,0.05,0.5862731847118416,2.947735148904773
synthetic_user_0932,20,8,0,0.4,0.0,0.6410606598969985,5.133636553382741
synthetic_user_0934,20,10,1,0.5,0.05,0.6427553672079926,6.2225415428032536
synthetic_user_0936,20,6,1,0.3,0.05,0.507928532229755,3.186868886811701
synthetic_user_0938,20,8,2,0.4,0.1,0.6149462142779903,4.819764814014105
synthetic_user_0940,20,8,2,0.4,0.1,0.5521541094919311,4.341337577209219
synthetic_user_0942,20,3,1,0.15,0.05,0.6192756543229627,1.7946670247901628
synthetic_user_0944,20,4,0,0.2,0.0,0.5531974088592733,2.1316970616553244
synthetic_user_0946,20,7,0,0.35,0.0,0.5576077581594256,3.6371701766449727
synthetic_user_0948,20,9,2,0.45,0.1,0.6014288322099852,5.408597346702459
synthetic_user_0950,20,3,1,0.15,0.05,0.572636629799526,1.680803351747385
synthetic_user_0952,20,7,0,0.35,0.0,0.6332409144700927,4.427954604135223
synthetic_user_0954,20,4,0,0.2,0.0,0.5971175163074454,2.3378839121933574
synthetic_user_0956,20,6,1,0.3,0.05,0.6206288954233308,3.7359043128632488
synthetic_user_0958,20,7,0,0.35,0.0,0.5804518315037103,4.336233970805863
synthetic_user_0960,20,7,2,0.35,0.1,0.5908734412101057,4.181594159283762
synthetic_user_0962,20,7,0,0.35,0.0,0.5302016573750847,3.783190188354572
synthetic_user_0964,20,8,3,0.4,0.15,0.616857360564032,5.020897549739305
synthetic_user_0966,20,3,1,0.15,0.05,0.5567976867409169,1.6841379865007
synthetic_user_0968,20,9,3,0.45,0.15,0.6187403969362225,5.599808901758485
synthetic_user_0970,20,7,2,0.35,0.1,0.6393047153690186,4.649687907012463
synthetic_user_0972,20,8,3,0.4,0.15,0.5367190942916058,4.6547960442622385
synthetic_user_0974,20,6,0,0.3,0.0,0.6321774753862754,3.8626907803871062
synthetic_user_0976,20,4,2,0.2,0.1,0.6210121690876178,2.4491800085899946
synthetic_user_0978,20,8,2,0.4,0.1,0.6359937929672145,5.092120077996802
synthetic_user_0980,20,7,1,0.35,0.05,0.5701156397941115,4.006662848339755
synthetic_user_0982,20,5,0,0.25,0.0,0.6152370145133697,2.8453280073970646
synthetic_user_0984,20,6,3,0.3,0.15,0.5614604545749831,3.320174880070357
synthetic_user_0986,20,10,5,0.5,0.25,0.6073739437557233,6.613723386762466
synthetic_user_0988,20,6,1,0.3,0.05,0.483793834612364,2.844658177744208
synthetic_user_0990,20,8,1,0.4,0.05,0.5973820758798611,4.897949483212821
synthetic_user_0992,20,6,1,0.3,0.05,0.538539624589075,3.189534853818647
synthetic_user_0994,20,7,1,0.35,0.05,0.6513935488596884,4.610908239030868
synthetic_user_0996,20,8,2,0.4,0.1,0.6500643372759914,5.392953002478184
synthetic_user_0998,20,7,3,0.35,0.15,0.6110741263528415,3.798869237538337
synthetic_user_1000,20,8,2,0.4,0.1,0.5273036832081001,4.292433093367523
synthetic_user_1002,20,6,0,0.3,0.0,0.5573811810842315,3.2438675823997976
synthetic_user_1004,20,7,1,0.35,0.05,0.6069569132473431,4.937986813065717
synthetic_user_1006,20,9,1,0.45,0.05,0.6212368479381123,5.9837440428116615
synthetic_user_1008,20,6,3,0.3,0.15,0.4957971526515454,3.0323081776956746
synthetic_user_1010,20,1,1,0.05,0.05,0.6262728619721217,0.5615063027900047
synthetic_user_1012,20,6,3,0.3,0.15,0.5556358916167434,3.2981877723400035
synthetic_user_1014,20,7,1,0.35,0.05,0.6572553056991814,4.4704072855883075
synthetic_user_1016,20,7,2,0.35,0.1,0.5176565594343385,3.575036839236255
synthetic_user_1018,20,3,0,0.15,0.0,0.6242287047768651,1.874590193479944
synthetic_user_1020,20,8,1,0.4,0.05,0.6401536877718448,5.101186652201004
synthetic_user_1022,20,7,3,0.35,0.15,0.6158528075860599,4.437382635971066
synthetic_user_1024,20,3,1,0.15,0.05,0.478193439196137,1.387466054901352
synthetic_user_1026,20,7,1,0.35,0.05,0.6034836133189654,4.26294806093779
synthetic_user_1028,20,7,1,0.35,0.05,0.6044102281483508,4.142768354287928
synthetic_user_1030,20,6,2,0.3,0.1,0.5893618567993061,3.59428275279554
synthetic_user_1032,20,5,1,0.25,0.05,0.5396091543025742,2.7519314845281135
synthetic_user_1034,20,6,1,0.3,0.05,0.5325727585479351,3.125918090827096
synthetic_user_1036,20,7,1,0.35,0.05,0.588095195055472,4.07909986856189
synthetic_user_1038,20,5,0,0.25,0.0,0.5157810630433292,2.4494751542910906
synthetic_user_1040,20,5,1,0.25,0.05,0.6432412102207852,3.418114679148005
synthetic_user_1042,20,7,1,0.35,0.05,0.5079830731126806,3.479752705048661
synthetic_user_1044,20,7,0,0.35,0.0,0.5884388956007838,3.913820992926524
synthetic_user_1046,20,7,0,0.35,0.0,0.49723808591786123,3.3628001988070975
synthetic_user_1048,20,4,1,0.2,0.05,0.5439180130162904,2.253442892627718
synthetic_user_1050,20,5,1,0.25,0.05,0.587986484304737,2.9064730034232467
synthetic_user_1052,20,8,1,0.4,0.05,0.4739748366858949,3.883715909742134
synthetic_user_1054,20,6,3,0.3,0.15,0.6523301576339134,3.780010461405725
synthetic_user_1056,20,5,1,0.25,0.05,0.6319645610931678,3.1657261385060793
synthetic_user_1058,20,5,1,0.25,0.05,0.6399684065681286,2.8325118953576727
synthetic_user_1060,20,6,2,0.3,0.1,0.6256129216042854,4.014461770542588
synthetic_user_1062,20,5,2,0.25,0.1,0.6177838525134145,3.0428571868667134
synthetic_user_1064,20,8,2,0.4,0.1,0.6026696160330066,5.0733814343896775
synthetic_user_1066,20,5,2,0.25,0.1,0.6153676000707642,3.453875822521636
synthetic_user_1068,20,11,3,0.55,0.15,0.5594669429952127,6.133028206858789
synthetic_user_1070,20,4,0,0.2,0.0,0.5616308238771273,2.3004164371459437
synthetic_user_1072,20,6,0,0.3,0.0,0.45476446756720523,2.883446179587593
synthetic_user_1074,20,5,2,0.25,0.1,0.6376089853565011,3.4711757221402446
synthetic_user_1076,20,8,2,0.4,0.1,0.5830979819721918,4.5995701181251745
synthetic_user_1078,20,10,5,0.5,0.25,0.6180485134303649,6.239408427615765
synthetic_user_1080,20,5,0,0.25,0.0,0.6175794457087573,3.7218271194337915
synthetic_user_1082,20,4,1,0.2,0.05,0.5525104175762766,2.1983930077890412
synthetic_user_1084,20,5,1,0.25,0.05,0.6116329211354521,3.0602155047463517
synthetic_user_1086,20,8,1,0.4,0.05,0.5651924900522748,4.597912750296702
synthetic_user_1088,20,10,4,0.5,0.2,0.5920478115591407,6.0270580458454
synthetic_user_1090,20,6,2,0.3,0.1,0.610011164131244,3.9492931858590197
synthetic_user_1092,20,9,0,0.45,0.0,0.4814449477585848,4.2607267552331995
synthetic_user_1094,20,6,1,0.3,0.05,0.612025224224475,3.3824505943464316
synthetic_user_1096,20,8,2,0.4,0.1,0.5622587905687594,4.45451873402305
synthetic_user_1098,20,11,5,0.55,0.25,0.6089207754241728,6.944447766167402
synthetic_user_1100,20,9,5,0.45,0.25,0.6314633404856101,5.873593522461025
synthetic_user_1102,20,6,1,0.3,0.05,0.5825104968956445,3.5117210518877364
synthetic_user_1104,20,4,0,0.2,0.0,0.6586544707834883,2.5292456897744207
synthetic_user_1106,20,7,2,0.35,0.1,0.5782161172712407,4.487410618709058
synthetic_user_1108,20,9,1,0.45,0.05,0.6152252373988377,5.2820927014019805
synthetic_user_1110,20,3,1,0.15,0.05,0.6428413570870832,1.952530093091529
synthetic_user_1112,20,3,1,0.15,0.05,0.6170766856386174,1.8349991637689487
synthetic_user_1114,20,7,1,0.35,0.05,0.5456108999981353,3.840030645805724
synthetic_user_1116,20,11,2,0.55,0.1,0.561314277552223,6.205032273423645
synthetic_user_1118,20,6,0,0.3,0.0,0.5405704633566171,3.1106693493765722
synthetic_user_1120,20,7,3,0.35,0.15,0.5481850952506215,4.012959285385632
synthetic_user_1122,20,8,2,0.4,0.1,0.6335133979319414,5.168052810244926
synthetic_user_1124,20,5,0,0.25,0.0,0.5989188672867983,2.98122040666133
synthetic_user_1126,20,9,4,0.45,0.2,0.5572093121911961,5.319226370012508
synthetic_user_1128,20,7,0,0.35,0.0,0.6318950068730929,4.64870184310111
synthetic_user_1130,20,6,0,0.3,0.0,0.5571759519353645,3.219951306397385
synthetic_user_1132,20,7,1,0.35,0.05,0.6244448983430114,4.393606701176158
synthetic_user_1134,20,12,2,0.6,0.1,0.60972733436984,7.281449503335404
synthetic_user_1136,20,4,1,0.2,0.05,0.6614125613769223,2.43082979095017
synthetic_user_1138,20,3,2,0.15,0.1,0.5435314345535411,1.5461975040200509
synthetic_user_1140,20,3,1,0.15,0.05,0.4988333014455648,1.6842177416612845
synthetic_user_1142,20,8,0,0.4,0.0,0.6469762040073977,4.888316832867052
synthetic_user_1144,20,3,1,0.15,0.05,0.5147510659662771,1.5903237764121707
synthetic_user_1146,20,7,0,0.35,0.0,0.5201298367068166,3.680822898835441
synthetic_user_1148,20,7,2,0.35,0.1,0.6315530834312495,4.633594198495023
synthetic_user_1150,20,7,1,0.35,0.05,0.5939244923507585,4.408989631903398
synthetic_user_1152,20,6,1,0.3,0.05,0.6367952940566874,3.6864792986255197
synthetic_user_1154,20,6,0,0.3,0.0,0.5920493044900876,3.7987482431746082
synthetic_user_1156,20,9,0,0.45,0.0,0.5810473555469581,5.260781538887177
synthetic_user_1158,20,10,2,0.5,0.1,0.5798683032036902,5.781252101464809
synthetic_user_1160,20,8,2,0.4,0.1,0.47881511887067935,4.201021395812585
synthetic_user_1162,20,6,1,0.3,0.05,0.5122479165670576,3.163765440007507
synthetic_user_1164,20,6,2,0.3,0.1,0.5739806364649314,3.7483465250677006
synthetic_user_1166,20,6,0,0.3,0.0,0.6612872781623904,4.013629593009067
synthetic_user_1168,20,10,3,0.5,0.15,0.6155213564936381,5.827502302063667
synthetic_user_1170,20,4,1,0.2,0.05,0.5936899273367817,2.4547526291202137
synthetic_user_1172,20,11,2,0.55,0.1,0.657188185649686,7.3737129238250905
synthetic_user_1174,20,6,0,0.3,0.0,0.5661123965443753,3.136748928973067
synthetic_user_1176,20,7,1,0.35,0.05,0.5223371237469856,3.6865632800689574
synthetic_user_1178,20,7,1,0.35,0.05,0.5977418130802812,4.208639076180953
synthetic_user_1180,20,8,4,0.4,0.2,0.6407854202350222,5.455796636261075
synthetic_user_1182,20,10,1,0.5,0.05,0.530948467256134,5.323892976206769
synthetic_user_1184,20,4,0,0.2,0.0,0.5318908786537262,2.3013638063949107
synthetic_user_1186,20,7,0,0.35,0.0,0.5519963147046826,3.7327194385278433
synthetic_user_1188,20,5,0,0.25,0.0,0.5228529860723198,2.6350401371852765
synthetic_user_1190,20,5,0,0.25,0.0,0.49135035628158014,2.4012519911268884
synthetic_user_1192,20,6,1,0.3,0.05,0.6255458433141313,3.9418763736095634
synthetic_user_1194,20,6,0,0.3,0.0,0.6026955915206491,3.623235044252427
synthetic_user_1196,20,10,2,0.5,0.1,0.5766423571353687,5.594222545312446
synthetic_user_1198,20,5,1,0.25,0.05,0.5467965093508778,2.8328977875169246
synthetic_user_1200,20,5,2,0.25,0.1,0.6280386075867608,3.069604883806565
synthetic_user_1202,20,6,1,0.3,0.05,0.5123955693373691,3.0619042686772966
synthetic_user_1204,20,8,0,0.4,0.0,0.5607109460165409,4.556071921914008
synthetic_user_1206,20,6,1,0.3,0.05,0.6030102832669753,3.6108316568273784
synthetic_user_1208,20,7,1,0.35,0.05,0.5366297427844324,4.077035459201142
synthetic_user_1210,20,8,2,0.4,0.1,0.5454744977235892,4.317723624242008
synthetic_user_1212,20,7,1,0.35,0.05,0.613707379170723,4.272780748636727
synthetic_user_1214,20,6,0,0.3,0.0,0.4919355027439708,3.191759065010772
synthetic_user_1216,20,6,0,0.3,0.0,0.6700431359986483,3.6818923876836034
synthetic_user_1218,20,3,1,0.15,0.05,0.6321997404154248,1.8621341488781513
synthetic_user_1220,20,6,1,0.3,0.05,0.6450624348636549,3.7605014797345646
synthetic_user_1222,20,5,1,0.25,0.05,0.6620210488991398,3.5341101436373665
synthetic_user_1224,20,8,0,0.4,0.0,0.6518684947019864,5.243538357885299
synthetic_user_1226,20,6,3,0.3,0.15,0.5662336459598574,3.8077835553725916
synthetic_user_1228,20,4,0,0.2,0.0,0.5653328197535209,2.316440716336596
synthetic_user_1230,20,7,2,0.35,0.1,0.6654121389926857,4.8660154426044935
synthetic_user_1232,20,7,2,0.35,0.1,0.5857009110442748,4.2743884510161525
synthetic_user_1234,20,6,1,0.3,0.05,0.6537105586517642,3.9823592828471597
synthetic_user_1236,20,4,0,0.2,0.0,0.6562408847859497,2.6303185832759217
synthetic_user_1238,20,7,1,0.35,0.05,0.509839841490881,3.6167869556271937
synthetic_user_1240,20,9,3,0.45,0.15,0.6097121782819792,5.766753775710077
synthetic_user_1242,20,8,2,0.4,0.1,0.5947616638919847,4.704615158710426
synthetic_user_1244,20,11,3,0.55,0.15,0.5692293111366947,6.311273888116586
synthetic_user_1246,20,7,2,0.35,0.1,0.6001433667101242,4.254557779983259
synthetic_user_1248,20,8,3,0.4,0.15,0.5274802354789626,4.229034482984551
synthetic_user_1250,20,10,2,0.5,0.1,0.6348054616532653,6.325048415972503
synthetic_user_1252,20,5,0,0.25,0.0,0.5368039265151416,2.6624089536311515
synthetic_user_1254,20,8,2,0.4,0.1,0.6259539171887039,4.972326572984909
synthetic_user_1256,20,12,6,0.6,0.3,0.5797864203729379,7.0064367834335695
synthetic_user_1258,20,3,1,0.15,0.05,0.6667730528288562,2.2803761677703904
synthetic_user_1260,20,6,2,0.3,0.1,0.5530328275268201,3.266309543138839
synthetic_user_1262,20,8,1,0.4,0.05,0.6566441541866613,4.974371585798316
synthetic_user_1264,20,6,1,0.3,0.05,0.5788184506518249,3.6551197183977386
synthetic_user_1266,20,7,3,0.35,0.15,0.6592168153345593,4.650845412910439
synthetic_user_1268,20,8,2,0.4,0.1,0.5757099319197063,4.651645283124416
synthetic_user_1270,20,8,1,0.4,0.05,0.6030981656197948,4.65668075327786
synthetic_user_1272,20,3,1,0.15,0.05,0.5301329404990025,1.6302357882880916
synthetic_user_1274,20,6,1,0.3,0.05,0.5875236444732462,3.290521640269029
synthetic_user_1276,20,9,2,0.45,0.1,0.6304017365161072,5.95589713302858
synthetic_user_1278,20,6,2,0.3,0.1,0.6586817874111066,3.960409012535135
