pair_id,quantum_compatibility,decoherence_accuracy,queue_ordering_accuracy,entanglement_sync_accuracy,timezone_matching_accuracy
pair_0380,0.7874338458333333,0.23476184499999997,0.0,0.8982515775229469,0.0
pair_0381,0.7744438072222222,0.187997706,1.0,0.9245231227270473,0.0
pair_0382,0.7446192555555555,0.08062932,0.0,0.9440874439446894,0.0
pair_0383,0.28738252249999996,0.0,1.0,0.7611949599484098,0.0
pair_0384,0.6000683644444444,0.0,0.0,0.8633404322310518,0.0
pair_0385,0.6693130772222222,0.0,0.0,0.7995943892668071,0.0
pair_0386,0.5692174636111111,0.0,0.0,0.8012144145328847,0.0
pair_0387,0.1428666661111111,0.0,1.0,0.897887155685849,0.0
pair_0388,0.7892300541666667,0.24122819500000003,1.0,0.8879398076777658,0.0
pair_0389,0.6759549044444444,0.0,1.0,0.8801614431403915,0.0
pair_0390,0.7940250416666667,0.25849015,0.0,0.7990174103205501,0.0
pair_0391,0.25282341444444445,0.0,0.0,0.8879274900516574,0.0
pair_0392,0.2702298158333334,0.0,0.0,0.8412132101914743,0.0
pair_0393,0.9633033655555555,0.8678921159999999,0.0,0.7580465584686062,0.0
pair_0394,0.9383959102777778,0.778225277,0.0,0.8718275416877319,0.0
pair_0395,0.23567586305555555,0.0,1.0,0.8603951309285708,0.0
pair_0396,0.5141462155555555,0.0,1.0,0.7682718392358876,0.0
pair_0397,0.03879079444444444,0.0,0.0,0.7880028333266634,0.0
pair_0398,0.9871591063888889,0.953772783,0.0,0.9161384760103626,0.0
pair_0399,0.44869417861111116,0.0,1.0,0.7627337871583416,0.0
pair_0400,0.05005557194444443,0.0,1.0,0.9306267174073293,0.0
pair_0401,0.31722287277777783,0.0,0.0,0.8545115400891913,0.0
pair_0402,0.4719316755555556,0.0,0.0,0.7621730226393522,0.0
pair_0403,0.30998388499999996,0.0,0.0,0.7955172497688838,0.0
pair_0404,0.30783687083333333,0.0,0.0,0.8671354782010324,0.0
pair_0405,0.04270566527777775,0.0,0.0,0.866254087503675,0.0
pair_0406,0.9127589113888889,0.685932081,1.0,0.8428542585645172,0.0
pair_0407,0.9880845341666666,0.957104323,1.0,0.857386728944839,0.0
pair_0408,0.6335516349999999,0.0,1.0,0.9062825173900765,0.0
pair_0409,0.06254750805555553,0.0,0.0,0.8137716677636148,0.0
pair_0410,0.44144556833333337,0.0,0.0,0.8767811403767087,0.0
pair_0411,0.12351228444444451,0.0,1.0,0.7892851657842085,0.0
pair_0412,0.19423850027777778,0.0,0.0,0.7732812783746392,0.0
pair_0413,0.46743316,0.0,1.0,0.7666772417367038,0.0
pair_0414,0.8001685375,0.280606735,1.0,0.7894792483745156,0.0
pair_0415,0.42785627194444453,0.0,0.0,0.8584737667283056,0.0
pair_0416,0.9647812822222223,0.873212616,1.0,0.7929987886522617,0.0
pair_0417,0.9774570233333333,0.918845284,1.0,0.8474461336433305,0.0
pair_0418,0.6006048633333334,0.0,0.0,0.863865853860382,0.0
pair_0419,0.6007865075000001,0.0,0.0,0.8663427091088229,0.0
pair_0420,0.45343534249999995,0.0,0.0,0.9222278206124735,0.0
pair_0421,0.6044626947222222,0.0,1.0,0.7723047803640088,0.0
pair_0422,0.6723363561111111,0.0,0.0,0.9273034966627386,0.0
pair_0423,0.9757221994444445,0.912599918,0.0,0.9054791728297283,0.0
pair_0424,0.8470812047222223,0.449492337,0.0,0.7889597529008053,0.0
pair_0425,0.15157358611111105,0.0,1.0,0.9111531729026624,0.0
pair_0426,0.35973208694444436,0.0,1.0,0.8728826563887939,0.0
pair_0427,0.7539160141666666,0.11409765100000002,1.0,0.8412508875015939,0.0
pair_0428,0.7640704472222222,0.15065361,1.0,0.7500990245517309,0.0
pair_0429,0.26517911416666673,0.0,1.0,0.9009120500194563,0.0
pair_0430,0.9986983541666666,0.995314075,1.0,0.8702708293061602,0.0
pair_0431,0.7038261644444445,0.0,0.0,0.8485210279094103,0.0
pair_0432,0.10176716333333335,0.0,1.0,0.7853063752183904,0.0
pair_0433,0.8542028941666666,0.47513041899999997,1.0,0.8514585964132542,0.0
pair_0434,0.6179967922222223,0.0,0.0,0.8528400470074351,0.0
pair_0435,0.8853194038888889,0.587149854,1.0,0.9402871394832129,0.0
pair_0436,0.5087805400000001,0.0,1.0,0.8099274534943698,0.0
pair_0437,0.7752759572222222,0.1909934459999999,1.0,0.923452193337962,0.0
pair_0438,0.7749205752777778,0.18971407099999993,0.0,0.7998044004159306,0.0
pair_0439,0.1322726483333333,0.0,0.0,0.8050576696959771,0.0
pair_0440,0.7883014172222222,0.2378851019999999,0.0,0.8622528635011051,0.0
pair_0441,0.07850324444444445,0.0,0.0,0.8117608034997011,0.0
pair_0442,0.7737314413888889,0.18543318899999994,1.0,0.838008760081932,0.0
pair_0443,0.6469218647222222,0.0,0.0,0.9454457994648996,0.0
pair_0444,0.2470884338888888,0.0,0.0,0.9391394036742751,0.0
pair_0445,0.7612140186111112,0.140370467,0.0,0.847516088197406,0.0
pair_0446,0.36139205277777786,0.0,0.0,0.8138415096601355,0.0
pair_0447,0.9869335927777778,0.952960934,0.0,0.9448708780252157,0.0
pair_0448,0.29651233638888885,0.0,0.0,0.8441012658116042,0.0
pair_0449,0.3226704549999999,0.0,0.0,0.7826261746567416,0.0
pair_0450,0.7578787030555556,0.12836333099999997,0.0,0.7631118949658242,0.0
pair_0451,0.7758925102777778,0.19321303699999992,1.0,0.836402983476186,0.0
pair_0452,0.8497146219444445,0.45897263899999996,1.0,0.8109281958558678,0.0
pair_0453,0.0031618344444444,0.0,0.0,0.9350590674013345,0.0
pair_0454,0.7249929127777778,0.009974485999999949,1.0,0.8386396666503425,0.0
pair_0455,0.6827231705555555,0.0,0.0,0.8775765950783475,0.0
pair_0456,0.7086955586111111,0.0,1.0,0.8577180189230407,0.0
pair_0457,0.03743686083333331,0.0,0.0,0.7865311342382364,0.0
pair_0458,0.7791325477777777,0.204877172,0.0,0.9057583587001439,0.0
pair_0459,0.3410850622222221,0.0,1.0,0.9025705296275062,0.0
pair_0460,0.19008839861111115,0.0,1.0,0.7926432897257809,0.0
pair_0461,0.07310507388888887,0.0,0.0,0.850355934061682,0.0
pair_0462,0.20620565888888898,0.0,0.0,0.8140031721687623,0.0
pair_0463,0.45442580527777776,0.0,1.0,0.8560799039481217,0.0
pair_0464,0.5421042016666666,0.0,0.0,0.7705834235023652,0.0
pair_0465,0.6490081244444444,0.0,1.0,0.810012283813285,0.0
pair_0466,0.6248813022222222,0.0,0.0,0.8719053375874339,0.0
pair_0467,0.6207833688888889,0.0,0.0,0.8642016852973211,0.0
pair_0468,0.16547115638888887,0.0,1.0,0.7809195299800715,0.0
pair_0469,0.6972308844444444,0.0,0.0,0.7812775450824261,0.0
pair_0470,0.8268838111111111,0.37678172,0.0,0.9032794764581918,0.0
pair_0471,0.6844016691666667,0.0,0.0,0.9071622255023976,0.0
pair_0472,0.35595389527777777,0.0,1.0,0.9204714568822729,0.0
pair_0473,0.36593281999999994,0.0,1.0,0.8720246458986264,0.0
pair_0474,0.6369664241666666,0.0,1.0,0.7814265315617341,0.0
pair_0475,0.9791522413888889,0.924948069,1.0,0.9413413964457308,0.0
pair_0476,0.5644184927777778,0.0,0.0,0.9462308816220987,0.0
pair_0477,0.376453676111111,0.0,0.0,0.8806981259513342,0.0
pair_0478,0.23022263499999995,0.0,1.0,0.9077497264994817,0.0
pair_0479,0.9087887186111111,0.6716393869999999,0.0,0.9059509824610774,0.0
pair_0480,0.5385008963888889,0.0,0.0,0.8038766372631841,0.0
pair_0481,0.5374136338888889,0.0,1.0,0.9365687091095081,0.0
pair_0482,0.9216055750000001,0.71778007,1.0,0.8443963347886949,0.0
pair_0483,0.07883739499999998,0.0,1.0,0.9212475073850737,0.0
pair_0484,0.8542800091666667,0.475408033,1.0,0.8107236241859065,0.0
pair_0485,0.5504342297222222,0.0,0.0,0.7789973054919129,0.0
pair_0486,0.4012559869444444,0.0,1.0,0.816744432936176,0.0
pair_0487,0.4758948783333333,0.0,0.0,0.8207867142993678,0.0
pair_0488,0.7974896052777778,0.270962579,0.0,0.8990427871277133,0.0
pair_0489,0.4053819111111111,0.0,1.0,0.8399415750921024,0.0
pair_0490,0.5341756313888889,0.0,0.0,0.8350595825363493,0.0
pair_0491,0.013570305833333407,0.0,1.0,0.8287084412018884,0.0
pair_0492,0.5037922144444444,0.0,0.0,0.833424727627147,0.0
pair_0493,0.7906284313888889,0.246262353,1.0,0.9024445488154699,0.0
pair_0494,0.5527671241666667,0.0,0.0,0.8308162213195971,0.0
pair_0495,0.3743982722222222,0.0,1.0,0.9437359905373868,0.0
pair_0496,0.21249942361111118,0.0,0.0,0.8207223916736136,0.0
pair_0497,0.0017352838888888833,0.0,0.0,0.9110741513072406,0.0
pair_0498,0.8078255033333334,0.308171812,0.0,0.9449971518768217,0.0
pair_0499,0.6056561530555555,0.0,0.0,0.9034097198757638,0.0
pair_0500,0.35323660888888897,0.0,0.0,0.7538959247150019,0.0
pair_0501,0.2798859033333334,0.0,0.0,0.89086778194042,0.0
pair_0502,0.03283657166666676,0.0,0.0,0.791721808406792,0.0
pair_0503,0.46597131972222217,0.0,0.0,0.8933345396160026,0.0
pair_0504,0.7346770905555555,0.044837526000000016,1.0,0.8089593780525799,0.0
pair_0505,0.7687429455555556,0.16747460400000003,1.0,0.8246950373406395,0.0
pair_0506,0.07061522027777778,0.0,1.0,0.8143691590838109,0.0
pair_0507,0.14864893861111117,0.0,1.0,0.9081839939689731,0.0
pair_0508,0.8125389533333334,0.325140232,1.0,0.8151370265455069,0.0
pair_0509,0.07524242388888891,0.0,0.0,0.8619944523856297,0.0
pair_0510,0.04641704111111111,0.0,1.0,0.7898904290757695,0.0
pair_0511,0.06285232444444444,0.0,1.0,0.7929959708713826,0.0
pair_0512,0.5191662302777778,0.0,1.0,0.8505886844398128,0.0
pair_0513,0.5058264930555556,0.0,1.0,0.9212806884556457,0.0
pair_0514,0.8298154847222222,0.387335745,1.0,0.7713669152176781,0.0
pair_0515,0.40442178166666676,0.0,0.0,0.7986275630599527,0.0
pair_0516,0.7927280344444445,0.253820924,1.0,0.8150966073913114,0.0
pair_0517,0.3260219475,0.0,1.0,0.8459365396819921,0.0
pair_0518,0.08844839111111114,0.0,0.0,0.8942527958645526,0.0
pair_0519,0.8830260669444444,0.578893841,1.0,0.8439743518114765,0.0
pair_0520,0.9185656736111111,0.706836425,0.0,0.9442266344229998,0.0
pair_0521,0.002727297777777804,0.0,0.0,0.7591999900061308,0.0
pair_0522,0.16191808333333335,0.0,0.0,0.8818836471290334,0.0
pair_0523,0.7311422880555556,0.03211223699999999,0.0,0.8875601931806381,0.0
pair_0524,0.4954457197222222,0.0,1.0,0.9317774693764577,0.0
pair_0525,0.9724538102777778,0.900833717,0.0,0.84740826971806,0.0
pair_0526,0.23204203749999996,0.0,1.0,0.8060285225315826,0.0
pair_0527,0.40851231694444445,0.0,0.0,0.871340968588165,0.0
pair_0528,0.1258990172222222,0.0,0.0,0.8250037924339128,0.0
pair_0529,0.8654966780555555,0.515788041,1.0,0.7702879832031049,0.0
pair_0530,0.3327261450000001,0.0,0.0,0.8779257332424699,0.0
pair_0531,0.0823029130555556,0.0,0.0,0.805209244099104,0.0
pair_0532,0.9202668072222222,0.7129605059999999,1.0,0.8238897657962506,0.0
pair_0533,0.9077088238888888,0.667751766,1.0,0.9347212184730699,0.0
pair_0534,0.5429124249999999,0.0,1.0,0.7722061581490052,0.0
pair_0535,0.4407295947222223,0.0,0.0,0.7768569467676427,0.0
pair_0536,0.08475260305555554,0.0,1.0,0.899965241661651,0.0
pair_0537,0.8552809561111111,0.479011442,0.0,0.8149091034787577,0.0
pair_0538,0.8312195511111111,0.39239038400000004,0.0,0.905048581559135,0.0
pair_0539,0.2649483602777778,0.0,1.0,0.8327554759745459,0.0
pair_0540,0.33543255361111113,0.0,1.0,0.7803545175104597,0.0
pair_0541,0.6003388158333334,0.0,0.0,0.7800839149800066,0.0
pair_0542,0.4705632883333333,0.0,1.0,0.8097711258740545,0.0
pair_0543,0.5340854588888889,0.0,1.0,0.7899988614944166,0.0
pair_0544,0.17579075777777775,0.0,1.0,0.7676010317180473,0.0
pair_0545,0.34635600694444446,0.0,1.0,0.799045333754781,0.0
pair_0546,0.8239890091666666,0.366360433,0.0,0.864546633581199,0.0
pair_0547,0.16793767999999998,0.0,1.0,0.9025574321459097,0.0
pair_0548,0.6093685183333333,0.0,0.0,0.80214382642012,0.0
pair_0549,0.4739526244444444,0.0,1.0,0.8562054959197491,0.0
pair_0550,0.1829414030555555,0.0,1.0,0.8082838769101651,0.0
pair_0551,0.0585182322222223,0.0,0.0,0.7543703617758565,0.0
pair_0552,0.13667407777777774,0.0,0.0,0.904420143022993,0.0
pair_0553,0.15904564416666667,0.0,1.0,0.7636007813673098,0.0
pair_0554,0.8151559397222222,0.33456138299999993,0.0,0.9071801419544985,0.0
pair_0555,0.9874255972222222,0.95473215,0.0,0.8922805379913125,0.0
pair_0556,0.13921831388888894,0.0,0.0,0.8127922474700214,0.0
pair_0557,0.7896229236111111,0.24264252499999994,0.0,0.9206866657156193,0.0
pair_0558,0.8494084138888889,0.4578702899999999,0.0,0.931020699102734,0.0
pair_0559,0.9771709697222222,0.917815491,1.0,0.8391680743504661,0.0
pair_0560,0.9962698172222222,0.986571342,0.0,0.9269170436483812,0.0
pair_0561,0.4038635088888889,0.0,0.0,0.7868280057925986,0.0
pair_0562,0.23826821722222224,0.0,0.0,0.8436652797873054,0.0
pair_0563,0.26897648444444444,0.0,0.0,0.8421607380542215,0.0
pair_0564,0.7827696391666666,0.21797070099999993,0.0,0.8166024196132796,0.0
pair_0565,0.5158857316666667,0.0,1.0,0.8855337604454736,0.0
pair_0566,0.7038343499999999,0.0,1.0,0.8908120621130255,0.0
pair_0567,0.19718030944444442,0.0,1.0,0.8010715553218377,0.0
pair_0568,0.4118166316666667,0.0,0.0,0.8995300560186523,0.0
pair_0569,0.9283319530555556,0.741995031,1.0,0.7546276616160124,0.0
pair_0570,0.8671434105555555,0.521716278,1.0,0.7738380873832705,0.0
pair_0571,0.8046019113888889,0.29656688099999995,0.0,0.8321557900716825,0.0
pair_0572,0.7241472819444444,0.006930214999999906,1.0,0.8292615962118876,0.0
pair_0573,0.6293867266666666,0.0,1.0,0.8472715061874643,0.0
pair_0574,0.5128932697222222,0.0,0.0,0.759606216597072,0.0
pair_0575,0.18868875444444444,0.0,1.0,0.8556794763509725,0.0
pair_0576,0.11065454583333334,0.0,0.0,0.9325964405978368,0.0
pair_0577,0.3203790527777778,0.0,1.0,0.8524523338280235,0.0
pair_0578,0.24455366694444436,0.0,0.0,0.7532402538742342,0.0
pair_0579,0.8789508255555556,0.564222972,0.0,0.8374413832957364,0.0
pair_0580,0.24113291833333328,0.0,1.0,0.7564168035384837,0.0
pair_0581,0.4223945786111112,0.0,1.0,0.8508423117892159,0.0
pair_0582,0.7769420297222223,0.196991307,0.0,0.9096556489572972,0.0
pair_0583,0.7372945947222223,0.054260540999999995,1.0,0.9080275007170578,0.0
pair_0584,0.6654444294444444,0.0,0.0,0.8484018940965032,0.0
pair_0585,0.054701786666666696,0.0,0.0,0.8649630938973316,0.0
pair_0586,0.49920713194444444,0.0,0.0,0.8768747688339791,0.0
pair_0587,0.6250662566666667,0.0,1.0,0.8968867615991124,0.0
pair_0588,0.045940189444444446,0.0,0.0,0.8630613611521475,0.0
pair_0589,0.7992145380555555,0.277172337,1.0,0.9448455073807994,0.0
pair_0590,0.9882980602777778,0.957873017,0.0,0.9061176420932038,0.0
pair_0591,0.37872633944444445,0.0,0.0,0.856352487442231,0.0
pair_0592,0.9377632161111111,0.775947578,0.0,0.9097181953690952,0.0
pair_0593,0.10422522333333328,0.0,0.0,0.9192598683409183,0.0
pair_0594,0.9909160044444445,0.967297616,1.0,0.7675460511057455,0.0
pair_0595,0.24420649611111112,0.0,1.0,0.9344993762201768,0.0
pair_0596,0.1475259149999999,0.0,1.0,0.8720062965902299,0.0
pair_0597,0.15429439166666659,0.0,1.0,0.948589945123922,0.0
pair_0598,0.2096495638888889,0.0,1.0,0.9003814698354655,0.0
pair_0599,0.3613099280555555,0.0,0.0,0.9034230570256012,0.0
pair_0600,0.15367092555555562,0.0,0.0,0.8361893457438883,0.0
pair_0601,0.30755093750000007,0.0,0.0,0.8053729824210929,0.0
pair_0602,0.5369095652777778,0.0,1.0,0.8402577175041374,0.0
pair_0603,0.7954169452777777,0.2635010029999999,1.0,0.9261081173931802,0.0
pair_0604,0.4948828675,0.0,1.0,0.8977873178604324,0.0
pair_0605,0.33589425138888895,0.0,1.0,0.8800887395894965,0.0
pair_0606,0.8520341977777778,0.467323112,0.0,0.7646051573480275,0.0
pair_0607,0.8747110377777778,0.548959736,0.0,0.8795679726827499,0.0
pair_0608,0.16539597444444443,0.0,1.0,0.8179619438261495,0.0
pair_0609,0.032537387500000015,0.0,0.0,0.855542793543805,0.0
pair_0610,0.8998958113888889,0.639624921,0.0,0.8885172333411255,0.0
pair_0611,0.011694139166666617,0.0,0.0,0.9140417053528185,0.0
pair_0612,0.05215621555555561,0.0,1.0,0.8364794342061832,0.0
pair_0613,0.41845896083333334,0.0,0.0,0.7542967057249934,0.0
pair_0614,0.04363365638888883,0.0,0.0,0.8649475683179703,0.0
pair_0615,0.015748561944444406,0.0,0.0,0.751270791327491,0.0
pair_0616,0.9732885572222222,0.903838806,1.0,0.9156445285528115,0.0
pair_0617,0.8342749163888888,0.403389699,0.0,0.7537743300326734,0.0
pair_0618,0.43940469027777773,0.0,0.0,0.7950459872519736,0.0
pair_0619,0.40048988222222215,0.0,1.0,0.8354299294210894,0.0
pair_0620,0.8319687238888889,0.39508740600000003,0.0,0.8017705900305131,0.0
pair_0621,0.21108505888888884,0.0,1.0,0.79457799730357,0.0
pair_0622,0.4598102141666667,0.0,1.0,0.8849076625224632,0.0
pair_0623,0.4366952088888889,0.0,1.0,0.8153238557761375,0.0
pair_0624,0.5842459752777778,0.0,0.0,0.8415506640875529,0.0
pair_0625,0.01317514833333333,0.0,0.0,0.8830803740029507,0.0
pair_0626,0.4929856580555555,0.0,1.0,0.9039855656348538,0.0
pair_0627,0.8851573786111111,0.586566563,0.0,0.8648876829823203,0.0
pair_0628,0.7170684911111112,0.0,1.0,0.820929062207406,0.0
pair_0629,0.015804466944444373,0.0,0.0,0.9260623480601675,0.0
pair_0630,0.22465020694444449,0.0,1.0,0.9234486245764137,0.0
pair_0631,0.9184195508333334,0.7063103829999999,1.0,0.7805209564996471,0.0
pair_0632,0.45168442555555555,0.0,1.0,0.9045984002177175,0.0
pair_0633,0.8551294394444444,0.478465982,1.0,0.7912288342542673,0.0
pair_0634,0.5690709897222223,0.0,0.0,0.7863173441602237,0.0
pair_0635,0.2931065069444445,0.0,0.0,0.7552448981008262,0.0
pair_0636,0.9621100011111111,0.863596004,1.0,0.8703842937119226,0.0
pair_0637,0.28869236277777777,0.0,0.0,0.9189396635285804,0.0
pair_0638,0.11186087777777776,0.0,1.0,0.9058926435222082,0.0
pair_0639,0.6065201652777777,0.0,0.0,0.8580152501888865,0.0
pair_0640,0.9775873125,0.919314325,0.0,0.9409321189958854,0.0
pair_0641,0.3326330688888889,0.0,1.0,0.8154922095992506,0.0
pair_0642,0.1995111644444445,0.0,1.0,0.8130672498471521,0.0
pair_0643,0.24756322277777776,0.0,0.0,0.7960207710536823,0.0
pair_0644,0.5499250561111111,0.0,0.0,0.7917614507700523,0.0
pair_0645,0.36101601166666675,0.0,0.0,0.810585901384486,0.0
pair_0646,0.30845474166666664,0.0,0.0,0.8348567277059012,0.0
pair_0647,0.21397795805555553,0.0,1.0,0.804215588022737,0.0
pair_0648,0.5385750541666667,0.0,0.0,0.9372604532836053,0.0
pair_0649,0.8905850997222222,0.606106359,1.0,0.7934471618717094,0.0
pair_0650,0.9249287405555555,0.729743466,1.0,0.8210689530183322,0.0
pair_0651,0.13298636805555553,0.0,1.0,0.7774624330962264,0.0
pair_0652,0.8738368441666666,0.545812639,1.0,0.9297759263878862,0.0
pair_0653,0.10918306777777775,0.0,1.0,0.8379281880305858,0.0
pair_0654,0.6163098791666667,0.0,1.0,0.9168314485967364,0.0
pair_0655,0.9237370925,0.725453533,1.0,0.8250227883836982,0.0
pair_0656,0.715931481111111,0.0,0.0,0.8387904925160599,0.0
pair_0657,0.5816044458333334,0.0,1.0,0.8987884757730187,0.0
pair_0658,0.5860639869444444,0.0,1.0,0.8979825529584056,0.0
pair_0659,0.2564927897222221,0.0,0.0,0.8260833130020115,0.0
pair_0660,0.2337961277777778,0.0,1.0,0.8393624774195951,0.0
pair_0661,0.9654861725,0.875750221,1.0,0.8298356401900019,0.0
pair_0662,0.38465417888888886,0.0,1.0,0.7911264535352345,0.0
pair_0663,0.8638978869444445,0.510032393,0.0,0.826100977644648,0.0
pair_0664,0.4734873316666667,0.0,0.0,0.9128998832771917,0.0
pair_0665,0.21983252694444444,0.0,1.0,0.7685703634757456,0.0
pair_0666,0.5898335405555555,0.0,0.0,0.7850193567673911,0.0
pair_0667,0.7615388916666667,0.14154001000000005,1.0,0.9326566421662323,0.0
pair_0668,0.31844107527777776,0.0,1.0,0.8949036680407765,0.0
pair_0669,0.6233337163888889,0.0,0.0,0.7743407505197569,0.0
pair_0670,0.05945788333333335,0.0,1.0,0.9013212713742822,0.0
pair_0671,0.718890415,0.0,1.0,0.7740716650198336,0.0
pair_0672,0.8373905766666667,0.414606076,0.0,0.8478216852853327,0.0
pair_0673,0.530827645,0.0,1.0,0.8709696819758271,0.0
pair_0674,0.28480394611111115,0.0,0.0,0.8999365180661641,0.0
pair_0675,0.8909900897222223,0.6075643230000001,1.0,0.8133759162055371,0.0
pair_0676,0.4204747572222223,0.0,0.0,0.7881962287579886,0.0
pair_0677,0.23455375555555558,0.0,1.0,0.947030420736657,0.0
pair_0678,0.5883654922222222,0.0,0.0,0.909958242635295,0.0
pair_0679,0.4180055608333333,0.0,1.0,0.8219716958373471,0.0
pair_0680,0.9490486580555555,0.816575169,1.0,0.8010569073389996,0.0
pair_0681,0.90416014,0.654976504,0.0,0.7723984717501653,0.0
pair_0682,0.5900960333333334,0.0,0.0,0.8413907498361848,0.0
pair_0683,0.7647418533333333,0.1530706719999999,0.0,0.7514511188567119,0.0
pair_0684,0.19681821916666664,0.0,0.0,0.9106823346317022,0.0
pair_0685,0.7919319122222223,0.250954884,1.0,0.8300616695904266,0.0
pair_0686,0.48438785000000006,0.0,1.0,0.9214986146987468,0.0
pair_0687,0.9228022747222222,0.7220881889999999,0.0,0.8209362199312336,0.0
pair_0688,0.8449831027777778,0.44193916999999994,1.0,0.9391463567465271,0.0
pair_0689,0.6189627863888889,0.0,1.0,0.9173069269438171,0.0
pair_0690,0.4084092369444444,0.0,0.0,0.8368297769813844,0.0
pair_0691,0.8941864494444445,0.619071218,1.0,0.9195616314590005,0.0
pair_0692,0.1399588652777778,0.0,0.0,0.8101388875087482,0.0
pair_0693,0.13752598138888894,0.0,0.0,0.9499413128215282,0.0
pair_0694,0.9950499577777778,0.982179848,1.0,0.7668902943289766,0.0
pair_0695,0.2415212169444444,0.0,1.0,0.8787163910421273,0.0
pair_0696,0.3531407891666667,0.0,1.0,0.8279372422038641,0.0
pair_0697,0.10862527722222226,0.0,1.0,0.8442722916839271,0.0
pair_0698,0.8225563166666666,0.36120273999999997,0.0,0.9402618288460887,0.0
pair_0699,0.08927033055555544,0.0,0.0,0.8049432258749442,0.0
pair_0700,0.2729611444444444,0.0,0.0,0.879471923257904,0.0
pair_0701,0.34117819138888894,0.0,0.0,0.8146541864355944,0.0
pair_0702,0.7161739794444444,0.0,0.0,0.7781471637597901,0.0
pair_0703,0.6166485019444444,0.0,0.0,0.7997996243497109,0.0
pair_0704,0.029119928611111123,0.0,0.0,0.8629158496994882,0.0
pair_0705,0.9749997988888889,0.909999276,1.0,0.7755896605828732,0.0
pair_0706,0.34724311555555565,0.0,0.0,0.781151662975878,0.0
pair_0707,0.4371217102777778,0.0,0.0,0.889014042123873,0.0
pair_0708,0.037168210277777836,0.0,1.0,0.9024575681075316,0.0
pair_0709,0.03529759666666665,0.0,0.0,0.7622362920585342,0.0
pair_0710,0.5241734322222222,0.0,1.0,0.9104760545638585,0.0
pair_0711,0.8038496230555556,0.293858643,1.0,0.9232690121827263,0.0
pair_0712,0.5769102091666667,0.0,0.0,0.8821904380516478,0.0
pair_0713,0.762971841111111,0.146698628,0.0,0.8243408078216836,0.0
pair_0714,0.3473516494444444,0.0,0.0,0.8329752740610401,0.0
pair_0715,0.7882975302777778,0.23787110900000008,1.0,0.7814965388465511,0.0
pair_0716,0.8453945144444445,0.443420252,0.0,0.7844839977840147,0.0
pair_0717,0.3055974177777778,0.0,0.0,0.9372583173492546,0.0
pair_0718,0.167736125,0.0,1.0,0.9430600377192803,0.0
pair_0719,0.02495587472222216,0.0,1.0,0.8983933341643475,0.0
pair_0720,0.9772436861111111,0.91807727,0.0,0.912063934905332,0.0
pair_0721,0.7093329258333334,0.0,1.0,0.7863229384497821,0.0
pair_0722,0.166234293888889,0.0,1.0,0.925815482325784,0.0
pair_0723,0.9335973761111112,0.760950554,1.0,0.7718783151903104,0.0
pair_0724,0.5380426755555556,0.0,0.0,0.7824747428744735,0.0
pair_0725,0.6909576163888889,0.0,1.0,0.8495110783041669,0.0
pair_0726,0.11796413000000006,0.0,0.0,0.8112129634673212,0.0
pair_0727,0.17141412749999996,0.0,0.0,0.8750624975162508,0.0
pair_0728,0.42158566416666665,0.0,1.0,0.9317961705348268,0.0
pair_0729,0.6731004025,0.0,0.0,0.8030362689821624,0.0
pair_0730,0.3874595894444445,0.0,1.0,0.8142145470209095,0.0
pair_0731,0.49712051722222217,0.0,1.0,0.9066537797835916,0.0
pair_0732,0.7204112244444445,0.0,0.0,0.8163164094515099,0.0
pair_0733,0.13703306083333333,0.0,1.0,0.9277640901066397,0.0
pair_0734,0.40635847916666656,0.0,1.0,0.7568445544465643,0.0
pair_0735,0.11158024277777778,0.0,1.0,0.9244056390886617,0.0
pair_0736,0.09699224111111104,0.0,1.0,0.9327153867597197,0.0
pair_0737,0.754020645,0.11447432199999996,0.0,0.7592998900107666,0.0
pair_0738,0.17536068138888883,0.0,0.0,0.8254073541797732,0.0
pair_0739,0.8198804330555556,0.351569559,1.0,0.8697014953531663,0.0
pair_0740,0.018377043888888833,0.0,0.0,0.8550409200336638,0.0
pair_0741,0.6177828536111111,0.0,0.0,0.7816345156730938,0.0
pair_0742,0.5664673863888889,0.0,1.0,0.7529876922796166,0.0
pair_0743,0.36997567611111104,0.0,1.0,0.9294377389888461,0.0
pair_0744,0.5464907991666667,0.0,1.0,0.7684247798023862,0.0
pair_0745,0.3273889361111112,0.0,0.0,0.947638301650175,0.0
pair_0746,0.8486358061111111,0.45508890199999996,1.0,0.7724821179639255,0.0
pair_0747,0.3592657588888889,0.0,0.0,0.8451378739840288,0.0
pair_0748,0.6053792191666667,0.0,0.0,0.9466737574563575,0.0
pair_0749,0.6936090522222222,0.0,1.0,0.9212280853065005,0.0
pair_0750,0.5092814102777777,0.0,1.0,0.8573454401499269,0.0
pair_0751,0.5985161808333334,0.0,1.0,0.7768810791625316,0.0
pair_0752,0.20479540361111115,0.0,1.0,0.8706542191049831,0.0
pair_0753,0.5135209688888889,0.0,0.0,0.8773710474382663,0.0
pair_0754,0.09233252611111109,0.0,0.0,0.8122861764971069,0.0
pair_0755,0.9788193075,0.923749507,1.0,0.8438973961763814,0.0
pair_0756,0.5547914375,0.0,0.0,0.9305765900863134,0.0
pair_0757,0.2864879002777777,0.0,0.0,0.7756397222323365,0.0
pair_0758,0.30698282,0.0,0.0,0.8812748544513972,0.0
pair_0759,0.7196450219444445,0.0,1.0,0.8231165453149458,0.0
