user_id,expertise_score,platform_phase,threshold,meets_threshold
user_0634,1.0262,Early,0.6,True
user_0635,1.0093999999999999,Mature,0.8,True
user_0636,0.8921775544056104,Mature,0.8,True
user_0637,1.0948000000000002,Growth,0.7,True
user_0638,1.04,Early,0.6,True
user_0639,1.1288,Mature,0.8,True
user_0640,1.0857,Mature,0.8,True
user_0641,1.0774394405124006,Mature,0.8,True
user_0642,1.18745,Mature,0.8,True
user_0643,0.9979000000000001,Mature,0.8,True
user_0644,1.15435,Early,0.6,True
user_0645,1.2346000000000001,Mature,0.8,True
user_0646,0.9053198773396792,Growth,0.7,True
user_0647,1.0877000000000001,Mature,0.8,True
user_0648,1.1995368214560866,Early,0.6,True
user_0649,1.0703,Growth,0.7,True
user_0650,1.2108500000000002,Mature,0.8,True
user_0651,0.9855457848073006,Mature,0.8,True
user_0652,1.086,Early,0.6,True
user_0653,0.9807659122137595,Early,0.6,True
user_0654,0.998033723455528,Growth,0.7,True
user_0655,1.0660368214560867,Growth,0.7,True
user_0656,1.1163500000000002,Growth,0.7,True
user_0657,1.0733500000000002,Growth,0.7,True
user_0658,1.06705,Growth,0.7,True
user_0659,1.1190000000000002,Early,0.6,True
user_0660,1.1238000000000001,Early,0.6,True
user_0661,0.9887500000000001,Early,0.6,True
user_0662,1.1482,Early,0.6,True
user_0663,1.1231,Early,0.6,True
user_0664,1.0569675358250221,Mature,0.8,True
user_0665,1.0302253531948724,Mature,0.8,True
user_0666,1.19565,Growth,0.7,True
user_0667,1.1873420351746193,Early,0.6,True
user_0668,1.10695,Mature,0.8,True
user_0669,1.1005224608785804,Early,0.6,True
user_0670,1.0933,Mature,0.8,True
user_0671,1.1508500000000002,Early,0.6,True
user_0672,1.04935,Growth,0.7,True
user_0673,1.1409567283069757,Growth,0.7,True
user_0674,1.11315,Early,0.6,True
user_0675,1.12135,Growth,0.7,True
user_0676,1.0615499999999998,Mature,0.8,True
user_0677,1.1080999999999999,Growth,0.7,True
user_0678,1.1280000000000001,Early,0.6,True
user_0679,0.9498,Early,0.6,True
user_0680,1.0907005912493883,Early,0.6,True
user_0681,1.1423500000000002,Early,0.6,True
user_0682,1.1606268842953966,Growth,0.7,True
user_0683,1.090900109941881,Early,0.6,True
user_0684,1.16255,Early,0.6,True
user_0685,1.167,Mature,0.8,True
user_0686,1.0586,Mature,0.8,True
user_0687,1.12995,Mature,0.8,True
user_0688,0.8618155173284934,Early,0.6,True
user_0689,0.9750657727382235,Mature,0.8,True
user_0690,1.1030000000000002,Growth,0.7,True
user_0691,1.09945,Growth,0.7,True
user_0692,0.9511362545869717,Mature,0.8,True
user_0693,1.1983500000000002,Growth,0.7,True
user_0694,1.1624999999999999,Early,0.6,True
user_0695,1.0306,Early,0.6,True
user_0696,1.1208,Early,0.6,True
user_0697,1.0245,Mature,0.8,True
user_0698,1.05675,Mature,0.8,True
user_0699,1.05535,Growth,0.7,True
user_0700,1.135,Mature,0.8,True
user_0701,1.1513000000000002,Growth,0.7,True
user_0702,1.0990018675453566,Early,0.6,True
user_0703,0.9318884114402235,Early,0.6,True
user_0704,0.9083910661224132,Early,0.6,True
user_0705,1.0579,Early,0.6,True
user_0706,1.0647000000000002,Mature,0.8,True
user_0707,0.9929542997699687,Early,0.6,True
user_0708,1.0526,Early,0.6,True
user_0709,0.9702500000000002,Growth,0.7,True
user_0710,1.1165500000000002,Mature,0.8,True
user_0711,1.1016065418724863,Growth,0.7,True
user_0712,1.13775,Mature,0.8,True
user_0713,1.0694809963438323,Mature,0.8,True
user_0714,1.128,Early,0.6,True
user_0715,0.9806081992961497,Mature,0.8,True
user_0716,1.0819500000000002,Mature,0.8,True
user_0717,1.0827,Mature,0.8,True
user_0718,1.1086,Growth,0.7,True
user_0719,1.0949636795764262,Growth,0.7,True
user_0720,1.0868000000000002,Growth,0.7,True
user_0721,1.1024,Growth,0.7,True
user_0722,1.14935,Growth,0.7,True
user_0723,1.14405,Growth,0.7,True
user_0724,1.0473000000000001,Mature,0.8,True
user_0725,1.1571500000000001,Growth,0.7,True
user_0726,1.1669,Growth,0.7,True
user_0727,1.1183999999999998,Early,0.6,True
user_0728,0.9816589967275507,Early,0.6,True
user_0729,1.0401,Growth,0.7,True
user_0730,1.1486,Early,0.6,True
user_0731,1.10565,Mature,0.8,True
user_0732,1.0196,Mature,0.8,True
user_0733,1.0932000000000002,Growth,0.7,True
user_0734,1.0401000000000002,Mature,0.8,True
user_0735,0.9516327755694408,Growth,0.7,True
user_0736,1.0497999999999998,Mature,0.8,True
user_0737,0.9454645362586243,Mature,0.8,True
user_0738,1.0775,Growth,0.7,True
user_0739,1.1333499999999999,Early,0.6,True
user_0740,1.1802000000000001,Mature,0.8,True
user_0741,1.0302000000000002,Growth,0.7,True
user_0742,1.0263311273019704,Mature,0.8,True
user_0743,1.1267,Growth,0.7,True
user_0744,1.05095,Growth,0.7,True
user_0745,1.0995000000000001,Mature,0.8,True
user_0746,0.9479500000000001,Mature,0.8,True
user_0747,1.03305,Mature,0.8,True
user_0748,1.1079,Growth,0.7,True
user_0749,1.1186,Early,0.6,True
user_0750,1.05405,Mature,0.8,True
user_0751,0.9697997082396952,Mature,0.8,True
user_0752,1.0988500000000003,Growth,0.7,True
user_0753,1.0788,Growth,0.7,True
user_0754,1.1909000000000003,Growth,0.7,True
user_0755,1.0517,Early,0.6,True
user_0756,1.1789,Early,0.6,True
user_0757,0.9159494735415927,Early,0.6,True
user_0758,1.0812,Mature,0.8,True
user_0759,1.09305,Growth,0.7,True
user_0760,1.0151000000000001,Mature,0.8,True
user_0761,1.0985500000000001,Early,0.6,True
user_0762,1.0703255319705287,Mature,0.8,True
user_0763,1.1802426005821074,Growth,0.7,True
user_0764,0.9662000000000002,Early,0.6,True
user_0765,1.0525620646092155,Mature,0.8,True
user_0766,1.018394319662343,Growth,0.7,True
user_0767,0.9886971345320266,Growth,0.7,True
user_0768,1.1360000000000001,Growth,0.7,True
user_0769,1.1694499999999999,Growth,0.7,True
user_0770,1.1383390906111222,Growth,0.7,True
user_0771,0.8674075457678196,Early,0.6,True
user_0772,1.09375,Growth,0.7,True
user_0773,1.142398980171937,Mature,0.8,True
user_0774,1.0906802875934043,Mature,0.8,True
user_0775,1.2173,Early,0.6,True
user_0776,1.1111,Early,0.6,True
user_0777,1.15365,Early,0.6,True
user_0778,1.0624000000000002,Early,0.6,True
user_0779,1.1413000000000002,Growth,0.7,True
user_0780,1.0669,Mature,0.8,True
user_0781,0.9393,Growth,0.7,True
user_0782,0.99555,Early,0.6,True
user_0783,1.197,Growth,0.7,True
user_0784,0.8112482316500386,Mature,0.8,True
user_0785,1.06485,Mature,0.8,True
user_0786,1.1557424489390362,Mature,0.8,True
user_0787,1.0261,Mature,0.8,True
user_0788,1.0342006926191858,Mature,0.8,True
user_0789,1.0356,Early,0.6,True
user_0790,0.960323770672944,Growth,0.7,True
user_0791,1.0871000000000002,Early,0.6,True
user_0792,1.1715000000000002,Mature,0.8,True
user_0793,1.16745,Early,0.6,True
user_0794,1.1000999999999999,Early,0.6,True
user_0795,1.15895,Growth,0.7,True
user_0796,1.1298000000000001,Early,0.6,True
user_0797,0.7845940818315533,Growth,0.7,True
user_0798,1.15805,Growth,0.7,True
user_0799,1.0162939006999072,Early,0.6,True
user_0800,1.0707499999999999,Mature,0.8,True
user_0801,1.0896073389656997,Growth,0.7,True
user_0802,0.997366392679985,Mature,0.8,True
user_0803,1.1328,Growth,0.7,True
user_0804,0.9666000000000001,Mature,0.8,True
user_0805,1.0450000000000002,Early,0.6,True
user_0806,1.0496500000000002,Mature,0.8,True
user_0807,1.1346073480696266,Growth,0.7,True
user_0808,1.1463445563898167,Growth,0.7,True
user_0809,1.1321920649995891,Growth,0.7,True
user_0810,1.1872,Growth,0.7,True
user_0811,1.1228,Mature,0.8,True
user_0812,1.1408,Mature,0.8,True
user_0813,1.0358,Early,0.6,True
user_0814,1.1308000000000002,Early,0.6,True
user_0815,0.8665500000000002,Mature,0.8,True
user_0816,1.127342374849304,Early,0.6,True
user_0817,1.0449000000000002,Growth,0.7,True
user_0818,0.9534,Growth,0.7,True
user_0819,1.17905,Growth,0.7,True
user_0820,1.1205,Growth,0.7,True
user_0821,1.1384,Early,0.6,True
user_0822,0.9127500000000002,Early,0.6,True
user_0823,0.9900000000000001,Early,0.6,True
user_0824,1.0144931664798666,Growth,0.7,True
user_0825,1.11215,Growth,0.7,True
user_0826,1.1794,Early,0.6,True
user_0827,1.0335,Early,0.6,True
user_0828,1.1291964273043489,Growth,0.7,True
user_0829,1.1393000000000002,Growth,0.7,True
user_0830,0.873,Mature,0.8,True
user_0831,1.13575,Mature,0.8,True
user_0832,0.95135,Early,0.6,True
user_0833,0.8710584185570585,Growth,0.7,True
user_0834,1.2079000000000002,Mature,0.8,True
user_0835,0.9409511528538603,Early,0.6,True
user_0836,1.13925,Growth,0.7,True
user_0837,1.0911,Early,0.6,True
user_0838,0.7884000000000001,Growth,0.7,True
user_0839,0.97143504290792,Mature,0.8,True
user_0840,1.0777500000000002,Growth,0.7,True
user_0841,0.9902000000000001,Early,0.6,True
user_0842,1.18395,Growth,0.7,True
user_0843,1.1977,Mature,0.8,True
user_0844,1.116032434120161,Mature,0.8,True
user_0845,1.0450000000000002,Growth,0.7,True
user_0846,1.1789,Mature,0.8,True
user_0847,1.0108000000000001,Early,0.6,True
user_0848,1.1003500000000002,Mature,0.8,True
user_0849,1.068879380220198,Early,0.6,True
user_0850,0.8013281344747122,Growth,0.7,True
user_0851,0.9726000000000001,Growth,0.7,True
user_0852,1.0914000000000001,Mature,0.8,True
user_0853,1.01135,Growth,0.7,True
user_0854,1.1333,Mature,0.8,True
user_0855,1.0644746452491465,Growth,0.7,True
user_0856,1.04965,Growth,0.7,True
user_0857,1.1467,Growth,0.7,True
user_0858,0.9558500000000001,Mature,0.8,True
user_0859,1.04725,Mature,0.8,True
user_0860,1.0967000000000002,Mature,0.8,True
user_0861,1.0820500000000002,Mature,0.8,True
user_0862,0.9044000000000001,Early,0.6,True
user_0863,1.054147375137636,Mature,0.8,True
user_0864,1.1055000000000001,Growth,0.7,True
user_0865,1.0843000000000003,Early,0.6,True
user_0866,1.0797999999999999,Early,0.6,True
user_0867,1.07915,Growth,0.7,True
user_0868,1.05765,Early,0.6,True
user_0869,1.03895,Mature,0.8,True
user_0870,0.97,Early,0.6,True
user_0871,1.1452,Early,0.6,True
user_0872,0.9771620864118401,Early,0.6,True
user_0873,1.1404380874721085,Mature,0.8,True
user_0874,1.0525,Growth,0.7,True
user_0875,1.11495,Mature,0.8,True
user_0876,1.08415,Early,0.6,True
user_0877,0.9720500000000001,Growth,0.7,True
user_0878,0.9614745914191767,Growth,0.7,True
user_0879,1.1950518727394754,Growth,0.7,True
user_0880,1.1360000000000001,Early,0.6,True
user_0881,0.9714999999999998,Early,0.6,True
user_0882,1.0522,Growth,0.7,True
user_0883,1.10795,Mature,0.8,True
user_0884,0.9075311540372863,Mature,0.8,True
user_0885,1.06905,Early,0.6,True
user_0886,1.1138539458521128,Early,0.6,True
user_0887,1.0876000000000001,Growth,0.7,True
user_0888,1.1114,Mature,0.8,True
user_0889,1.0238890356082213,Mature,0.8,True
user_0890,1.0001,Early,0.6,True
user_0891,1.0643937427836245,Mature,0.8,True
user_0892,0.8635624834206632,Growth,0.7,True
user_0893,1.0376,Mature,0.8,True
user_0894,1.026132753049245,Early,0.6,True
user_0895,0.97895,Growth,0.7,True
user_0896,1.0351,Growth,0.7,True
user_0897,0.9833500000000001,Growth,0.7,True
user_0898,1.05275,Early,0.6,True
user_0899,1.10705,Early,0.6,True
user_0900,1.1794,Mature,0.8,True
user_0901,1.1859,Mature,0.8,True
user_0902,0.9304244374077022,Mature,0.8,True
user_0903,1.0683808192086692,Mature,0.8,True
user_0904,1.0718040948366996,Mature,0.8,True
user_0905,1.1084,Growth,0.7,True
user_0906,1.1344833113080797,Early,0.6,True
user_0907,1.046077630107523,Early,0.6,True
user_0908,1.09315,Mature,0.8,True
user_0909,1.078,Growth,0.7,True
user_0910,1.1173000000000002,Mature,0.8,True
user_0911,1.0653578069783214,Early,0.6,True
user_0912,1.0517,Early,0.6,True
user_0913,1.0471867520902547,Growth,0.7,True
user_0914,1.0985051498304905,Early,0.6,True
user_0915,1.19005,Early,0.6,True
user_0916,1.176665696559578,Early,0.6,True
user_0917,1.10785,Early,0.6,True
user_0918,1.11145,Early,0.6,True
user_0919,1.2084000000000001,Early,0.6,True
user_0920,1.0874667784505327,Mature,0.8,True
user_0921,1.0998,Growth,0.7,True
user_0922,1.193,Mature,0.8,True
user_0923,1.1486,Mature,0.8,True
user_0924,1.0426,Growth,0.7,True
user_0925,1.1424,Growth,0.7,True
user_0926,1.1865798795693483,Growth,0.7,True
user_0927,1.0698,Growth,0.7,True
user_0928,1.0034,Mature,0.8,True
user_0929,1.0421000000000002,Growth,0.7,True
user_0930,0.9156063186427309,Early,0.6,True
user_0931,1.1918000000000002,Growth,0.7,True
user_0932,1.1543500000000002,Mature,0.8,True
user_0933,1.1919,Growth,0.7,True
user_0934,0.9067264106864362,Early,0.6,True
user_0935,0.9063000000000001,Growth,0.7,True
user_0936,1.14635,Mature,0.8,True
user_0937,1.0044000000000002,Early,0.6,True
user_0938,1.0802,Growth,0.7,True
user_0939,1.0666000000000002,Mature,0.8,True
user_0940,1.0898500000000002,Mature,0.8,True
user_0941,1.0389,Mature,0.8,True
user_0942,1.17935,Mature,0.8,True
user_0943,1.1346652516202438,Mature,0.8,True
user_0944,0.9752760891077441,Mature,0.8,True
user_0945,0.8618562716810048,Mature,0.8,True
user_0946,1.04985,Growth,0.7,True
user_0947,1.0965913939877887,Mature,0.8,True
user_0948,1.0608,Mature,0.8,True
user_0949,0.9728003486201345,Growth,0.7,True
user_0950,1.021454260085813,Growth,0.7,True
user_0951,0.9509500000000001,Mature,0.8,True
user_0952,1.0671000000000002,Mature,0.8,True
user_0953,1.05245,Growth,0.7,True
user_0954,0.9600500000000001,Growth,0.7,True
user_0955,0.9020188335119629,Early,0.6,True
user_0956,1.0330239884532224,Early,0.6,True
user_0957,1.01685,Early,0.6,True
user_0958,0.9033318794537218,Mature,0.8,True
user_0959,0.8846830998828772,Early,0.6,True
user_0960,1.0517,Mature,0.8,True
user_0961,0.9692000000000002,Early,0.6,True
user_0962,1.0793,Growth,0.7,True
user_0963,1.108569519783616,Early,0.6,True
user_0964,1.1722000000000001,Mature,0.8,True
user_0965,1.0603060077208921,Growth,0.7,True
user_0966,0.9618000000000001,Growth,0.7,True
user_0967,0.9077363074337229,Mature,0.8,True
user_0968,0.9569416326728671,Early,0.6,True
user_0969,1.01495,Early,0.6,True
user_0970,1.1537,Growth,0.7,True
user_0971,0.9288,Mature,0.8,True
user_0972,1.1668,Mature,0.8,True
user_0973,1.030282464519895,Early,0.6,True
user_0974,1.1457770979200599,Growth,0.7,True
user_0975,1.0025426586557804,Early,0.6,True
user_0976,1.0740163916454861,Mature,0.8,True
user_0977,1.04945,Growth,0.7,True
user_0978,1.1742000000000001,Mature,0.8,True
user_0979,1.0589000000000002,Mature,0.8,True
user_0980,1.1349,Early,0.6,True
user_0981,1.0027000000000001,Mature,0.8,True
user_0982,1.03355,Growth,0.7,True
user_0983,1.24875,Growth,0.7,True
user_0984,1.14995,Early,0.6,True
user_0985,1.09035,Early,0.6,True
user_0986,0.9924499999999999,Early,0.6,True
user_0987,1.0677486828682448,Growth,0.7,True
user_0988,1.1178000000000001,Early,0.6,True
user_0989,1.1893500000000001,Mature,0.8,True
user_0990,0.9837240157266683,Early,0.6,True
user_0991,0.9337777346180693,Mature,0.8,True
user_0992,1.1176,Early,0.6,True
user_0993,1.02485,Mature,0.8,True
user_0994,1.0743500000000001,Mature,0.8,True
user_0995,1.1663000000000001,Mature,0.8,True
user_0996,1.20745,Early,0.6,True
user_0997,1.0889499999999999,Mature,0.8,True
user_0998,1.0619000000000003,Early,0.6,True
user_0999,0.7752472713422824,Mature,0.8,False
