work_id,ai_id,initial_quality,improved_quality,quality_improvement
work_0368,ai_0023,0.7862633828844705,0.8287383053298684,0.042474922445397856
work_0369,ai_0043,0.7822887976242932,0.8399596504094662,0.05767085278517303
work_0370,ai_0148,0.8369276711076543,0.8680617799622152,0.031134108854560916
work_0371,ai_0168,0.9193867140977555,0.9351472348678704,0.015760520770114916
work_0372,ai_0154,0.8382398396065185,0.8810701111580039,0.042830271551485444
work_0373,ai_0144,0.8163594549360335,0.8521532048181344,0.035793749882100934
work_0374,ai_0007,0.942827445406725,0.952653189461971,0.009825744055245944
work_0375,ai_0164,0.9394578637910487,0.9566879559178936,0.017230092126844898
work_0376,ai_0067,0.8117360338852767,0.851367354217949,0.03963132033267225
work_0377,ai_0196,0.6749632777601522,0.7323387884933502,0.05737551073319802
work_0378,ai_0158,0.8605135539682416,0.8850652697429539,0.02455171577471227
work_0379,ai_0127,0.6477894927992545,0.7427674662907472,0.09497797349149273
work_0380,ai_0139,0.9418475309775546,0.9600154950441168,0.01816796406656218
work_0381,ai_0077,0.7318409196031739,0.7852020238790386,0.05336110427586471
work_0382,ai_0175,0.7789661145017787,0.8287510345392755,0.049784920037496794
work_0383,ai_0116,0.7775942070194944,0.8193461160090947,0.04175190898960024
work_0384,ai_0015,0.7658544594582898,0.8154218612436738,0.04956740178538399
work_0385,ai_0106,0.8034963678494088,0.8509656004270465,0.04746923257763769
work_0386,ai_0052,0.8334905536601191,0.8669081402737561,0.03341758661363692
work_0387,ai_0036,0.8033477828830573,0.8525718964331513,0.04922411355009404
work_0388,ai_0183,0.9501303558681171,0.9612690328811359,0.011138677013018738
work_0389,ai_0088,0.951545442015591,0.9686265549371901,0.017081112921599084
work_0390,ai_0033,0.6103623928115997,0.7028278096264309,0.09246541681483122
work_0391,ai_0131,0.6047282083748963,0.6996317187016581,0.09490351032676181
work_0392,ai_0081,0.7237685534586975,0.7907551779274137,0.06698662446871617
work_0393,ai_0031,0.8385187500388348,0.8915958018178487,0.053077051779013895
work_0394,ai_0063,0.8492506950997646,0.8847016509685464,0.035450955868781775
work_0395,ai_0012,0.9646672103017957,0.980473238345278,0.0158060280434823
work_0396,ai_0098,0.8057709340260558,0.8838669081282484,0.0780959741021926
work_0397,ai_0107,0.7194560685166905,0.7703997399903133,0.050943671473622776
work_0398,ai_0040,0.8429230148638033,0.8769069231252418,0.03398390826143849
work_0399,ai_0147,0.8074337563433792,0.8591520006226893,0.051718244279310044
work_0400,ai_0048,0.7886911097443132,0.8310454779613404,0.042354368217027205
work_0401,ai_0127,0.6477894927992545,0.7427674662907472,0.09497797349149273
work_0402,ai_0119,0.744077474951039,0.7919735607103416,0.0478960857593026
work_0403,ai_0078,0.6794711329140003,0.733107928312032,0.05363679539803168
work_0404,ai_0023,0.7862633828844705,0.8287383053298684,0.042474922445397856
work_0405,ai_0129,0.9168782040782666,0.9353141708278929,0.01843596674962633
work_0406,ai_0061,0.7822306993655772,0.8210114952762011,0.03878079591062389
work_0407,ai_0090,0.8017875393221099,0.8426817436960713,0.04089420437396141
work_0408,ai_0072,0.9206440195935297,0.9412616606069164,0.0206176410133867
work_0409,ai_0167,0.8057600461463287,0.8565503948640778,0.05079034871774912
work_0410,ai_0073,0.7445462469284502,0.7973345823225731,0.052788335394122976
work_0411,ai_0027,0.6638706790796757,0.7217312805139204,0.05786060143424476
work_0412,ai_0067,0.8117360338852767,0.851367354217949,0.03963132033267225
work_0413,ai_0195,0.7629574738596308,0.8225011330657197,0.05954365920608895
work_0414,ai_0011,0.7912823089111498,0.8457305844687166,0.054448275557566816
work_0415,ai_0145,0.7452787961093671,0.8035544642100605,0.0582756681006934
work_0416,ai_0092,0.8148706668376245,0.8776930898398237,0.0628224230021992
work_0417,ai_0018,0.6434019033753235,0.7066065256480543,0.06320462227273071
work_0418,ai_0115,0.9602969068452623,0.9715002613975252,0.011203354552262956
work_0419,ai_0071,0.6174755336395134,0.6925333242054875,0.07505779056597417
work_0420,ai_0159,0.9453361961740027,0.9616447246796679,0.01630852850566522
work_0421,ai_0030,0.7669992951061791,0.8235560671139586,0.05655677200777942
work_0422,ai_0024,0.753874574813559,0.7986732567993461,0.04479868198578707
work_0423,ai_0086,0.6415712060227046,0.7070522110684881,0.06548100504578358
work_0424,ai_0093,0.6014427705257397,0.669789561090678,0.06834679056493831
work_0425,ai_0050,0.727841168860799,0.7882479410714174,0.06040677221061841
work_0426,ai_0102,0.8423864389088456,0.8820346925181856,0.03964825360933999
work_0427,ai_0011,0.7912823089111498,0.8457305844687166,0.054448275557566816
work_0428,ai_0182,0.864499615053062,0.8898842742008678,0.025384659147805744
work_0429,ai_0121,0.7635172175806036,0.816253522587115,0.052736305006511386
work_0430,ai_0038,0.7539707408493861,0.8028242822721985,0.0488535414228124
work_0431,ai_0131,0.6047282083748963,0.6996317187016581,0.09490351032676181
work_0432,ai_0156,0.8884780149980854,0.9131705987763716,0.024692583778286203
work_0433,ai_0100,0.5974225658122554,0.6735571812593288,0.07613461544707345
work_0434,ai_0189,0.6805814086355266,0.728834466416883,0.04825305778135636
work_0435,ai_0151,0.8908626224564097,0.9231603443229143,0.03229772186650459
work_0436,ai_0130,0.6944438991120421,0.7496499839039011,0.05520608479185907
work_0437,ai_0181,0.8484477452466412,0.8850239178397127,0.03657617259307144
work_0438,ai_0121,0.7635172175806036,0.816253522587115,0.052736305006511386
work_0439,ai_0094,0.9423230035377103,0.9624411197440677,0.020118116206357395
work_0440,ai_0028,0.8345949550827588,0.8683475116563775,0.03375255657361864
work_0441,ai_0149,0.8672147710934384,0.8983403039096329,0.031125532816194568
work_0442,ai_0185,0.7494998328115778,0.8011569193127643,0.0516570865011865
work_0443,ai_0161,0.863506069721543,0.8993466437285581,0.035840574007015125
work_0444,ai_0121,0.7635172175806036,0.816253522587115,0.052736305006511386
work_0445,ai_0167,0.8057600461463287,0.8565503948640778,0.05079034871774912
work_0446,ai_0198,0.7808379532210671,0.8387980808958299,0.057960127674762774
work_0447,ai_0058,0.7322181131719099,0.7842557561399166,0.052037642968006725
work_0448,ai_0149,0.8672147710934384,0.8983403039096329,0.031125532816194568
work_0449,ai_0134,0.8759676836016088,0.9122968936132536,0.0363292100116448
work_0450,ai_0158,0.8605135539682416,0.8850652697429539,0.02455171577471227
work_0451,ai_0097,0.9369873554613891,0.9586293641957263,0.021642008734337193
work_0452,ai_0174,0.7325159684454385,0.784374949216798,0.05185898077135942
work_0453,ai_0146,0.8666977540860369,0.8986305721043514,0.03193281801831449
work_0454,ai_0028,0.8345949550827588,0.8683475116563775,0.03375255657361864
work_0455,ai_0112,0.9094349716295078,0.9363336122829711,0.026898640653463257
work_0456,ai_0038,0.7539707408493861,0.8028242822721985,0.0488535414228124
work_0457,ai_0052,0.8334905536601191,0.8669081402737561,0.03341758661363692
work_0458,ai_0198,0.7808379532210671,0.8387980808958299,0.057960127674762774
work_0459,ai_0120,0.8104801802654517,0.8474394958590912,0.03695931559363952
work_0460,ai_0188,0.9008456564144198,0.9202922181179144,0.01944656170349457
work_0461,ai_0180,0.8020036979390724,0.8497273729910663,0.04772367505199382
work_0462,ai_0053,0.7497538484236296,0.7971055272293509,0.04735167880572133
work_0463,ai_0169,0.8889153662850423,0.9129949946478232,0.02407962836278088
work_0464,ai_0096,0.7100628985679647,0.7646213203444989,0.05455842177653425
work_0465,ai_0044,0.7579896481473627,0.8038911205669931,0.045901472419630385
work_0466,ai_0136,0.46467035409835056,0.5622984014424903,0.09762804734413977
work_0467,ai_0090,0.8017875393221099,0.8426817436960713,0.04089420437396141
work_0468,ai_0184,0.957730915713385,0.9644020113582578,0.006671095644872782
work_0469,ai_0177,0.8789066182134635,0.9148674817888462,0.03596086357538275
work_0470,ai_0123,0.8290980676960634,0.8646997767497095,0.035601709053646124
work_0471,ai_0063,0.8492506950997646,0.8847016509685464,0.035450955868781775
work_0472,ai_0076,0.8908053080923193,0.9224410935237285,0.031635785431409214
work_0473,ai_0076,0.8908053080923193,0.9224410935237285,0.031635785431409214
work_0474,ai_0180,0.8020036979390724,0.8497273729910663,0.04772367505199382
work_0475,ai_0180,0.8020036979390724,0.8497273729910663,0.04772367505199382
work_0476,ai_0122,0.9523984745696575,0.9662934563050147,0.013894981735357192
work_0477,ai_0184,0.957730915713385,0.9644020113582578,0.006671095644872782
work_0478,ai_0031,0.8385187500388348,0.8915958018178487,0.053077051779013895
work_0479,ai_0139,0.9418475309775546,0.9600154950441168,0.01816796406656218
work_0480,ai_0101,0.7417410925411903,0.813924421770542,0.07218332922935178
work_0481,ai_0197,0.7861371964504754,0.8253859601445129,0.039248763694037514
work_0482,ai_0074,0.9290211923152168,0.9431437719182646,0.014122579603047747
work_0483,ai_0182,0.864499615053062,0.8898842742008678,0.025384659147805744
work_0484,ai_0113,0.8520557789149217,0.8845414532412919,0.03248567432637017
work_0485,ai_0191,0.7988620753417228,0.8443790586463644,0.0455169833046416
work_0486,ai_0051,0.6563177296911056,0.719705498113541,0.06338776842243543
work_0487,ai_0069,0.8313188884976679,0.8687921471807762,0.03747325868310836
work_0488,ai_0178,0.7521781961924217,0.7999106316704783,0.04773243547805661
work_0489,ai_0027,0.6638706790796757,0.7217312805139204,0.05786060143424476
work_0490,ai_0150,0.8411710832304469,0.8867177293031059,0.045546646072659014
work_0491,ai_0012,0.9646672103017957,0.980473238345278,0.0158060280434823
work_0492,ai_0135,0.776510659669795,0.8235824667074887,0.04707180703769365
work_0493,ai_0059,0.6320157395196724,0.7001099401507419,0.06809420063106952
work_0494,ai_0105,0.5597660108482021,0.6216251109202631,0.06185910007206097
work_0495,ai_0120,0.8104801802654517,0.8474394958590912,0.03695931559363952
work_0496,ai_0197,0.7861371964504754,0.8253859601445129,0.039248763694037514
work_0497,ai_0140,0.7028334677990049,0.7524439406168124,0.049610472817807505
work_0498,ai_0040,0.8429230148638033,0.8769069231252418,0.03398390826143849
work_0499,ai_0121,0.7635172175806036,0.816253522587115,0.052736305006511386
