conversation_id,insight_count,avg_relevance,avg_novelty,avg_mutual_benefit,extraction_quality
conv_0339,4,0.8192500481608709,0.7300537577877757,0.7629969869594503,0.7707669309693657
conv_0340,4,0.7829130263208973,0.7206790496660735,0.79928359893913,0.767625224975367
conv_0341,9,0.8383041640995733,0.6808245180741702,0.7617442170332681,0.7602909664023372
conv_0342,6,0.8765246004068322,0.7135975669425999,0.7485671609159809,0.7795631094218044
conv_0343,2,0.8664683689608377,0.7422660915040565,0.897822031091877,0.8355188305189237
conv_0344,5,0.8305015637365976,0.7457303242148882,0.7428518098634871,0.7730278992716576
conv_0345,3,0.7952048031525916,0.801322808501386,0.6683446531061786,0.7549574215867189
conv_0346,1,0.9685519880329986,0.9692184335914352,0.9891494072358873,0.9756399429534404
conv_0347,5,0.7180951934689687,0.8057077753910139,0.7174388191484711,0.7470805960028178
conv_0348,5,0.8665958368733502,0.7658264731111866,0.7349902257088735,0.7891375118978035
conv_0349,1,0.6000068608976507,0.8770993386344268,0.5027347800388486,0.6599469931903087
conv_0350,4,0.7263884001764979,0.7658129313139231,0.6520596732122742,0.7147536682342318
conv_0351,6,0.8698741310223936,0.7619625862851023,0.8656762862456616,0.8325043345177191
conv_0352,4,0.9282019753110338,0.8158025503048734,0.8667806475650264,0.8702617243936445
conv_0353,6,0.7830077978267881,0.7245536410388791,0.728647476931302,0.7454029719323231
conv_0354,1,0.8458843302455629,0.9843068913600479,0.9916027783254617,0.9405979999770242
conv_0355,3,0.7284772789963773,0.6823546966271666,0.8333289592645059,0.7480536449626832
conv_0356,5,0.7780412210432399,0.8017443816270763,0.7356365012696412,0.7718073679799858
conv_0357,5,0.8306262953273034,0.9037173215361678,0.814475651132575,0.8496064226653487
conv_0358,1,0.7244503728697548,0.7561421399634465,0.7597479330477952,0.7467801486269989
conv_0359,8,0.7979333348427552,0.8074911350376801,0.6824537432336328,0.7626260710380226
conv_0360,2,0.8068750443600935,0.7373355665380255,0.5884986360662302,0.7109030823214497
conv_0361,1,0.958199454875525,0.6276426318085364,0.5521729676789077,0.7126716847876563
conv_0362,2,0.8899967504578266,0.6664270217112189,0.8966371795169261,0.8176869838953239
conv_0363,2,0.830275055116549,0.7591000860720876,0.606121264452231,0.7318321352136224
conv_0364,4,0.8951994153054401,0.8490985952558172,0.7362427400500515,0.8268469168704362
conv_0365,3,0.8415610345946222,0.7627146367877288,0.7582081953127372,0.7874946222316961
conv_0366,2,0.7560157736039776,0.7613798233654355,0.8937688411766262,0.8037214793820131
conv_0367,4,0.7054265062849735,0.7681852873299753,0.6930309179921385,0.7222142372023624
conv_0368,1,0.8386933963635385,0.6180413100109756,0.8270103437399137,0.7612483500381426
conv_0369,7,0.8601362101467623,0.8052765919988596,0.7485516917293321,0.8046548312916513
conv_0370,2,0.7562687423925447,0.7420761847408093,0.7585692352910185,0.7523047208081243
conv_0371,1,0.6810746215794017,0.7059876787123083,0.8437348464466972,0.7435990489128024
conv_0372,3,0.8440716685771723,0.5995160355611808,0.6567953934878931,0.7001276992087487
conv_0373,5,0.8159295324253492,0.8545459444025209,0.8087265762937876,0.8264006843738859
conv_0374,3,0.800861788677774,0.648109732656264,0.7947061056836949,0.7478925423392443
conv_0375,4,0.8243080155529533,0.8666617755242944,0.8224537351555796,0.8378078420776092
conv_0376,2,0.9892097068442863,0.7875495784485933,0.8115988172137949,0.8627860341688915
conv_0377,2,0.8076425642197259,0.7035962407856654,0.7645713053420167,0.7586033701158027
conv_0378,2,0.9639272547836268,0.7788569590507738,0.7751625978506427,0.8393156038950145
conv_0379,5,0.8239694241021134,0.7247918753055582,0.7270383101538105,0.7585998698538274
conv_0380,2,0.7240968325556278,0.7583230339625232,0.6786931264765049,0.7203709976648853
conv_0381,3,0.733549874954004,0.8045939740812692,0.8647188060545873,0.8009542183632868
conv_0382,3,0.7658134826345214,0.7248847454369937,0.799294452156129,0.7633308934092148
conv_0383,2,0.8282869864099913,0.8775479814313228,0.830020267508208,0.8452850784498406
conv_0384,1,0.9579996364241955,0.6098062495230396,0.8790934037990028,0.8156330965820793
conv_0385,1,0.6682528557059427,0.909410542922914,0.6063033584005625,0.7279889190098064
conv_0386,4,0.7356916097248773,0.7630843870794459,0.8279488769404302,0.7755749579149178
conv_0387,4,0.8014189286068059,0.9106353088150094,0.7027645706680998,0.8049396026966384
conv_0388,4,0.8859899529065329,0.730548707439601,0.8043534752220782,0.806964045189404
conv_0389,4,0.7887325762262238,0.730109725758914,0.7266917214748589,0.7485113411533323
conv_0390,9,0.7959654553307235,0.7699697847380562,0.7811652067540571,0.7823668156076122
conv_0391,9,0.9167822471265763,0.7230197274208477,0.6541559214395738,0.7646526319956659
conv_0392,1,0.8958439863543265,0.8785130400323451,0.7066598712877608,0.8270056325581442
conv_0393,1,0.9202522968442379,0.8332689376688709,0.947811962996464,0.9004443991698575
conv_0394,5,0.8127885268761329,0.773562820663785,0.7666817460928294,0.784344364544249
conv_0395,4,0.8156553522606313,0.7420707744226824,0.7340427580201734,0.763922961567829
conv_0396,5,0.7655703138546889,0.6184625773447171,0.8682971071285472,0.7507766661093177
conv_0397,4,0.861623135212491,0.7632069045416427,0.7939926297883058,0.8062742231808132
conv_0398,4,0.7082404853591315,0.8333956607220008,0.716619796603936,0.7527519808950228
conv_0399,2,0.9389724179858308,0.8008509966993839,0.9494945418950391,0.8964393188600845
conv_0400,1,0.716873146936214,0.5686168898624855,0.722336030579595,0.6692753557927649
conv_0401,5,0.8339314508955613,0.76722310298502,0.664718440389118,0.7552909980898997
conv_0402,5,0.7821149986829389,0.7964100518344163,0.7809759446462408,0.7865003317211986
conv_0403,8,0.7310151586765578,0.8005617706191175,0.6801182363899124,0.7372317218951959
conv_0404,3,0.795472100665989,0.6302794842968656,0.7707566613365318,0.7321694154331287
conv_0405,5,0.7790053607722471,0.6525271811272695,0.7357723461488213,0.7224349626827792
conv_0406,5,0.7732615902906421,0.8463651824313381,0.7435358084453151,0.7877208603890984
conv_0407,5,0.8876277227686652,0.6557547352551694,0.770148504992678,0.7711769876721709
conv_0408,4,0.7802190130699467,0.8179745690906539,0.677006852986342,0.7584001450489808
conv_0409,6,0.7608128595093402,0.7611629274462244,0.7534984029588757,0.7584913966381467
conv_0410,3,0.7479241819815025,0.8020434123102934,0.7311686378784978,0.7603787440567645
conv_0411,1,0.7352771855555562,0.6090685472401094,0.9829224171639415,0.7757560499865357
conv_0412,4,0.7793249381840925,0.6767750272610998,0.7650042811170169,0.7403680821874031
conv_0413,3,0.8387325059355303,0.6081527047314744,0.7061454386887468,0.7176768831185839
conv_0414,9,0.7686308629056231,0.7175528330765123,0.7893050102997075,0.758496235427281
conv_0415,5,0.8743571500760833,0.650828439000904,0.6805056046047744,0.7352303978939205
conv_0416,3,0.7826140406139294,0.6516461660446667,0.5434639229846633,0.6592413765477532
conv_0417,2,0.7563092492607849,0.7173252890327493,0.5815257135318612,0.6850534172751318
conv_0418,4,0.729019970861237,0.8195019661744981,0.6790147417233225,0.7425122262530192
conv_0419,4,0.7281446395151745,0.757741480501102,0.6815848134004738,0.7224903111389168
conv_0420,2,0.9281435624377494,0.7194931792468691,0.7786704726559346,0.808769071446851
conv_0421,2,0.7401855601978626,0.67071666219117,0.820908851475198,0.7439370246214102
conv_0422,3,0.9523794980233199,0.8365127049609592,0.737394632618658,0.8420956118676456
conv_0423,3,0.7486174643969603,0.8558271361836205,0.678149131627024,0.7608645774025349
conv_0424,4,0.844840452248723,0.7961842368410974,0.8803198711177307,0.8404481867358503
conv_0425,3,0.7838597178897833,0.7244974265220057,0.767743657273534,0.758700267228441
conv_0426,4,0.8258706588239861,0.6090079147687962,0.6683844837920132,0.7010876857949319
conv_0427,4,0.8145424513135378,0.8414358987021455,0.7327207939397549,0.796233047985146
conv_0428,4,0.8049557412891564,0.7990389711887556,0.774735959568841,0.7929102240155843
conv_0429,3,0.8407425174180189,0.7040720851684563,0.6301431526724167,0.7249859184196307
conv_0430,2,0.6594036259938878,0.7054687679692462,0.9493394896816676,0.7714039612149338
conv_0431,8,0.7817026555150439,0.7606663957967403,0.7534074726801722,0.7652588413306521
conv_0432,2,0.7822565296608118,0.7143436325551953,0.9235171655944019,0.8067057759368031
conv_0433,3,0.8282511343285845,0.8297332670144678,0.8070409496827918,0.8216751170086147
conv_0434,1,0.696142430246606,0.9274557060416067,0.9372960597703025,0.8536313986861717
conv_0435,4,0.8398702474915352,0.8080443963854121,0.7013771295100242,0.7830972577956571
conv_0436,3,0.8148753137792094,0.8189405892270204,0.8092836222413107,0.8143665084158469
conv_0437,3,0.9019602187603238,0.7454859334372808,0.7709095090308394,0.8061185537428147
conv_0438,2,0.8715195905229826,0.7776713383256868,0.8763783171747483,0.8418564153411392
conv_0439,3,0.7956130343684832,0.8389583569992393,0.8045217433873542,0.8130310449183589
conv_0440,2,0.8294158506364437,0.7685267356143866,0.6984230056366572,0.7654551972958291
conv_0441,6,0.6654215663294949,0.6938712060073325,0.7910066736652897,0.7167664820007057
conv_0442,3,0.8158522318308643,0.8503491213840283,0.7493777036067083,0.8051930189405336
conv_0443,1,0.6249621643710588,0.511694415750171,0.8445173645262727,0.6603913148825008
conv_0444,3,0.7618581560499535,0.9013170742098492,0.7201397117314162,0.7944383139970729
conv_0445,6,0.7987341986087625,0.7405870380994498,0.7779587318026017,0.7724266561702713
conv_0446,2,0.7317050458414235,0.5429958930221537,0.830655294155008,0.7017854110061951
conv_0447,6,0.7294045517229483,0.7956538269283108,0.8535863451981532,0.7928815746164708
conv_0448,6,0.8000954613709776,0.6710666538258524,0.7471754485644212,0.7394458545870837
conv_0449,2,0.8045756291882085,0.6959343312156376,0.7060893433164231,0.7355331012400897
conv_0450,8,0.7675554194015566,0.734539582583709,0.7531508730669255,0.751748625017397
conv_0451,3,0.8782945671198376,0.5505114365001699,0.8150425956957935,0.7479495331052669
conv_0452,1,0.6367466164741895,0.7401859634040621,0.6031006789240805,0.6600110862674441
conv_0453,6,0.8460407099119184,0.6810567280372762,0.7522192588953542,0.7597722322815162
conv_0454,5,0.7473759240642583,0.7032458980891377,0.8680650247288397,0.7728956156274119
conv_0455,6,0.7666286804947346,0.6972161390959651,0.756619549779853,0.7401547897901842
conv_0456,4,0.8524193166982611,0.776608257759223,0.6661919766672231,0.7650731837082357
conv_0457,2,0.65383094860257,0.644158478917192,0.893371495925676,0.7304536411484793
conv_0458,6,0.8108388387067511,0.8408972324627619,0.7404217523690119,0.7973859411795083
conv_0459,6,0.8172351255494674,0.8272951201478316,0.852649520532846,0.8323932554100484
conv_0460,4,0.7863133180226142,0.7332791283002842,0.7637223403307913,0.7611049288845632
conv_0461,1,0.6461017579373909,0.8246367756378815,0.9054248963262268,0.7920544766338331
conv_0462,5,0.7333539574832597,0.7349485856130185,0.750447309879724,0.739583284325334
conv_0463,4,0.6406625640510035,0.8006174608322995,0.8322838111266707,0.7578546120033245
conv_0464,3,0.8736438640287562,0.8250068236804857,0.7637770718871622,0.8208092531988013
conv_0465,3,0.8432907606838245,0.6874021564066938,0.6619121987310889,0.7308683719405358
conv_0466,8,0.7950936672617117,0.7442257806176118,0.7005233239668014,0.7466142572820417
conv_0467,7,0.8045287557806889,0.6537333671412711,0.763335757777242,0.740532626899734
conv_0468,5,0.7793538035204539,0.8178038706576132,0.6772081141275221,0.7581219294351964
conv_0469,3,0.876820922862907,0.7234579947132023,0.7904017347152889,0.7968935507637993
conv_0470,3,0.8631802266215493,0.8368350285218381,0.7467207265687433,0.8155786605707102
conv_0471,9,0.8178404412961714,0.6990186970243226,0.7719157162293293,0.7629249515166077
conv_0472,1,0.9020200349210816,0.8813873766315208,0.6641681212693564,0.8158585109406529
conv_0473,4,0.8555885718598008,0.6746052124440924,0.864155220105838,0.7981163348032437
conv_0474,4,0.8175929271344264,0.6585503359568929,0.7517866516659046,0.7426433049190747
conv_0475,6,0.808890558244994,0.6824570220174416,0.7231493682699796,0.7381656495108051
conv_0476,5,0.7772665223390972,0.6073835636536455,0.6872942120941616,0.6906480993623015
conv_0477,7,0.811169589043539,0.654786561626154,0.7821019502457711,0.7493527003051547
conv_0478,2,0.7234362109527271,0.8884102435071286,0.6257223981615694,0.7458562842071418
conv_0479,2,0.9003840893084893,0.6728920020159384,0.9391511358039415,0.8374757423761231
conv_0480,8,0.8884090713864023,0.7617188092615104,0.7631644545563216,0.8044307784014114
conv_0481,3,0.7967436615789643,0.8031325065145088,0.8534843182656192,0.817786828786364
conv_0482,2,0.8701729431509058,0.8025565947558653,0.7696480612248637,0.8141258663772115
conv_0483,3,0.7499451800012059,0.8307841408223905,0.6806178223298124,0.7537823810511363
conv_0484,4,0.7106243028392651,0.7975249286105935,0.7488121251937325,0.7523204522145305
conv_0485,2,0.8803488581808284,0.629185304517068,0.7046617640921555,0.7380653089300173
conv_0486,5,0.7928454353071739,0.6419744023123496,0.7162928055141624,0.7170375477112287
conv_0487,1,0.989421997300364,0.8800883988644932,0.5182373521739996,0.7959159161129522
conv_0488,6,0.8408199016220945,0.8178657556025236,0.6729683384387005,0.7772179985544395
conv_0489,3,0.7688305209762399,0.6563296130623509,0.7835414063452432,0.7362338467946113
conv_0490,2,0.7846938863593151,0.6873256527161237,0.808797289606838,0.7602722762274258
conv_0491,2,0.7278723753400174,0.701187154427064,0.7802112983526905,0.7364236093732573
conv_0492,2,0.7875461013718923,0.7990640710937637,0.8849432711978669,0.823851147887841
conv_0493,2,0.7430508992882547,0.6249249329449139,0.699053209695341,0.6890096806428364
conv_0494,3,0.7262526713944144,0.7915412189521599,0.8472488812098465,0.788347590518807
conv_0495,2,0.8652847489258428,0.8558027601151033,0.5693545437864734,0.7634806842758065
conv_0496,2,0.711798384741285,0.5850037687133772,0.6345281872659317,0.643776780240198
conv_0497,4,0.7468752156315258,0.7330773455445413,0.739176565717391,0.7397097089644861
conv_0498,1,0.989142911455964,0.6131800206529522,0.6459441459317697,0.7494223593468954
conv_0499,6,0.7953335855178166,0.7232137990842539,0.7874456295082944,0.7686643380367882
conv_0500,4,0.7600458809729383,0.7900135547537017,0.8790475777393094,0.8097023378219831
conv_0502,4,0.8733754340825202,0.8484330716517342,0.7010785683155036,0.8076290246832526
conv_0503,2,0.680286447128639,0.6051135085471412,0.9326350338337756,0.7393449965031853
conv_0504,2,0.8660806888702348,0.6533307756727096,0.7100304444141606,0.7431473029857018
conv_0505,5,0.7022106019190641,0.7807527194731648,0.7495157187999115,0.744159680064047
conv_0506,6,0.7740878161093043,0.743766926117615,0.6634704466265422,0.7271083962844872
conv_0507,3,0.7879605353646624,0.706879444084222,0.7318240176284251,0.7422213323591031
conv_0508,4,0.7666915697915695,0.7546865081784948,0.8948473308188263,0.8054084695962969
conv_0509,1,0.8668992746321498,0.7114543092806183,0.7541314762068807,0.777495020039883
conv_0510,4,0.7569871036948748,0.7307836713600114,0.8104862923335627,0.766085689129483
conv_0511,3,0.8846341865563047,0.7658635469943759,0.8048543224169927,0.8184506853225577
conv_0512,6,0.7485747137085513,0.771839955798664,0.7322198081710383,0.7508781592260846
conv_0513,2,0.7744849950832808,0.5252450322929265,0.6844667698637819,0.6613989324133297
conv_0514,2,0.8101752787798182,0.9074566781821563,0.939075477888518,0.8855691449501641
conv_0515,1,0.7805896551272027,0.8303445044949426,0.6361494000325039,0.7490278532182163
conv_0516,3,0.8681443922261879,0.6013853912171209,0.7350810226708724,0.7348702687047272
conv_0517,4,0.8383099217897437,0.6549390295124173,0.6811862687278105,0.7248117400099905
conv_0518,1,0.6847466296956293,0.8188534920218984,0.8735227442936426,0.7923742886703901
conv_0519,6,0.7798948692152011,0.7153986743102249,0.8287135928199513,0.774669045448459
conv_0520,2,0.8471869846917022,0.7453750750804427,0.7719801511728803,0.788180736981675
conv_0521,3,0.8177797997344318,0.7150674368603034,0.5969722455480407,0.7099398273809253
conv_0522,1,0.96061215480544,0.5874415850785359,0.5497010118402915,0.6992515839080892
conv_0523,6,0.7662451839061414,0.844382456039682,0.7198036493899428,0.7768104297785888
conv_0524,7,0.7989641368973829,0.7218517221645173,0.6680178743777349,0.7296112444798784
conv_0525,5,0.728848086858236,0.7606003767032904,0.6899199675029342,0.7264561436881536
conv_0526,6,0.7771138225280599,0.7956003086658222,0.7338759737507162,0.7688633683148661
conv_0527,3,0.6729863302533959,0.660533447861647,0.7287785658821507,0.6874327813323978
conv_0528,7,0.7799949797023308,0.6149205025817164,0.7427202639476201,0.712545248743889
conv_0529,6,0.785397084329158,0.6763322627920694,0.7379402918047467,0.7332232129753247
conv_0530,5,0.8735174737747687,0.7366796309087061,0.6532648730554592,0.7544873259129781
conv_0531,2,0.6620394348717822,0.8623641165550168,0.7486421511987886,0.7576819008751959
conv_0532,2,0.8364415923215014,0.5795283729702136,0.9352182372628509,0.783729400851522
conv_0533,5,0.8126523261595452,0.6530567549815526,0.8435150401594088,0.7697413737668355
conv_0534,2,0.6725221934115525,0.8928054701473562,0.6255251818197678,0.7302842817928922
conv_0535,7,0.8121980818059539,0.6553491178597105,0.7325171356447976,0.7333547784368206
conv_0536,4,0.8021480572736466,0.838294714614112,0.6622494205659529,0.7675640641512372
conv_0537,1,0.6778580248354324,0.8003878577390404,0.9595451742505604,0.8125970189416778
conv_0538,3,0.8301228356339904,0.8205377908554127,0.7340902215452557,0.7949169493448863
conv_0539,7,0.8446012843183005,0.640689744303945,0.7142848137335196,0.7331919474519216
conv_0540,4,0.7933298873363405,0.7396796983014793,0.7882098407648264,0.7737398088008821
conv_0542,2,0.9627358845545422,0.7962885759371977,0.7471301302809673,0.8353848635909024
conv_0543,6,0.8041716274400494,0.6923815281028353,0.7109564052512879,0.7358365202647242
conv_0544,4,0.7529616455690796,0.6658146154493608,0.7420248035917314,0.7202670215367238
conv_0545,5,0.8540977770877666,0.7707405482958959,0.7002679122453179,0.7750354125429935
conv_0546,3,0.8187233025533284,0.8046532587416048,0.7497847757696862,0.7910537790215398
conv_0547,4,0.8145068517719316,0.6584204608193782,0.8482332487948262,0.773720187128712
conv_0548,3,0.8882437933337043,0.6664650595697286,0.6681511665759277,0.7409533398264535
conv_0550,4,0.7943675763983145,0.8831438482613219,0.7647951073870922,0.8141021773489096
conv_0551,2,0.7587946915113886,0.622831771272877,0.8088736726521776,0.7301667118121477
conv_0552,5,0.7761362816089006,0.7087332872850712,0.6290987847648658,0.7046561178862792
conv_0553,1,0.9747945042830501,0.8071994439196155,0.5341143479550512,0.772036098719239
conv_0554,4,0.9028672761985489,0.5580238306041714,0.7556615310271974,0.7388508792766392
conv_0555,7,0.7592828781061037,0.7153592140502142,0.7686943598375453,0.7477788173312877
conv_0556,5,0.796981284709005,0.8097113769321755,0.7372341541297215,0.7813089385903007
conv_0557,4,0.7900268361938603,0.8222336567598194,0.8361626108305782,0.8161410345947525
conv_0558,1,0.9735363780108415,0.5771087192642061,0.9941265721397773,0.8482572231382749
conv_0559,3,0.8079553156799059,0.775173222116574,0.8659951872480081,0.8163745750148292
conv_0560,5,0.8024686438152715,0.7702009337920936,0.6133838902599742,0.7286844892891131
conv_0561,5,0.7375977573717062,0.7807172724295741,0.8521155196496919,0.7901435164836575
conv_0562,3,0.8399380171789854,0.621756770529892,0.6968403602234603,0.7195117159774459
conv_0563,3,0.8568286706372823,0.7464171028465727,0.750102872820401,0.7844495487680853
conv_0564,5,0.8410353545252581,0.7167674211876421,0.7027601841633312,0.7535209866254106
conv_0565,2,0.8126189724561962,0.7942567884983117,0.7233844061357642,0.7767533890300907
conv_0566,2,0.7494625789854134,0.8703343027472863,0.9065699410940359,0.8421222742755785
conv_0567,5,0.8258474222830916,0.7794853802368947,0.697663301795517,0.7676653681051677
conv_0568,2,0.9757229701825713,0.7401921274314492,0.7130540447669412,0.8096563807936539
conv_0570,3,0.721658008383023,0.6723693961056032,0.7002818885348163,0.6981030976744808
conv_0572,1,0.6582087603022875,0.5697458615302067,0.712050602816994,0.6466684082164961
conv_0573,4,0.8211775206904108,0.7898210989005141,0.6090487955081658,0.7400158050330302
conv_0574,1,0.6280116305405806,0.6176887500066686,0.6666469986079471,0.6374491263850653
conv_0575,3,0.8422201629528697,0.8379641458857074,0.6078703645596413,0.7626848911327394
conv_0576,5,0.719819009661425,0.650913396318435,0.7198704717369123,0.6968676259055907
conv_0577,2,0.7180731273953378,0.9007234007705176,0.7490272314443978,0.7892745865367511
conv_0578,1,0.7854444215394366,0.5929679618270081,0.5615636052805677,0.6466586628823375
conv_0579,4,0.7198082183298892,0.7746938335319137,0.7248202908121562,0.739774114224653
conv_0580,5,0.7726651740133704,0.7390524034905184,0.6905210326790262,0.7340795367276383
conv_0581,5,0.7483359322816789,0.6957037754791852,0.721600571794579,0.7218800931851478
conv_0582,5,0.9031003278100723,0.7862079589662955,0.8001212549343684,0.8298098472369121
conv_0583,2,0.6607763663435726,0.8159205021880614,0.7683116265801404,0.7483361650372582
conv_0584,4,0.78808927712599,0.7408254741601981,0.7081244216811002,0.7456797243224295
conv_0585,5,0.8181237197028997,0.8928808325816571,0.7963628203429127,0.8357891242091565
conv_0586,4,0.725991960344853,0.7901117477656099,0.8064458538281778,0.7741831873128803
conv_0587,2,0.9380230420192038,0.6581703787620886,0.9426983767995541,0.8462972658602822
conv_0588,3,0.6503967532656428,0.8231137661156304,0.8385115934835953,0.7706740376216228
conv_0589,5,0.8827988487733138,0.7962925757714627,0.7821473468339024,0.820412923792893
conv_0590,3,0.790506901938436,0.745289099374793,0.8088912773614735,0.7815624262249008
conv_0591,5,0.7502936113681588,0.7757550464333057,0.7419720647468253,0.7560069075160966
conv_0592,7,0.7647994721820901,0.7849042465090109,0.7583078069431926,0.7693371752114312
conv_0593,4,0.7796556622858333,0.7347260617780169,0.6931968481108166,0.7358595240582222
conv_0594,6,0.7696117498022778,0.636776326042346,0.8058237593146714,0.7374039450530984
conv_0595,2,0.7046581760215769,0.622848240927873,0.8114384955149145,0.7129816374881215
conv_0596,3,0.7889320148515039,0.7524600301390877,0.8810431434947525,0.8074783961617813
conv_0597,2,0.8655790633908156,0.5977945800088661,0.7092352577249221,0.7242029670415345
conv_0598,2,0.8924715636885383,0.6824176945588099,0.7421691556452761,0.7723528046308749
conv_0599,4,0.7647031797157366,0.7337682098723792,0.7592110540364752,0.7525608145415305
conv_0600,1,0.7112165759555795,0.7543881870877394,0.9446995467826382,0.8034347699419856
conv_0601,4,0.7847087552837025,0.7841977922975276,0.8758925875128154,0.8149330450313487
conv_0602,1,0.9592173311870736,0.9121206403826803,0.531741990024932,0.8010266538648954
conv_0604,6,0.7064319617563094,0.6993905919944328,0.6915160969040657,0.6991128835516026
conv_0605,4,0.8960732472018971,0.8716643641384685,0.7277803083769165,0.8318393065724274
conv_0606,6,0.8078868725454397,0.6832748366166962,0.7713122657870098,0.7541579916497153
conv_0608,2,0.9190998043959708,0.8071958611316394,0.8024402694955772,0.8429119783410625
conv_0609,4,0.7652665700094875,0.8014540647310856,0.8040634254868164,0.79026135340913
conv_0610,4,0.8245828973733436,0.7384623415854662,0.707885721427735,0.756976986795515
conv_0611,2,0.8579960193987632,0.6768686179544067,0.747476729756898,0.7607804557033561
conv_0612,6,0.8160698063129507,0.806274023656523,0.735896340341673,0.7860800567703823
conv_0613,3,0.8822862703902995,0.7117306172085806,0.7457834362143982,0.7799334412710928
conv_0614,1,0.6593863231980849,0.7039753633577315,0.6361048326792016,0.6664888397450061
conv_0615,7,0.7696235001988835,0.8482911331513829,0.7454571868760179,0.7877906067420947
conv_0616,7,0.7841764442441586,0.7921518611747613,0.6992355633106202,0.7585212895765133
conv_0617,5,0.746778121329916,0.6992289639399019,0.721689375989706,0.7225654870865079
conv_0618,4,0.7839914906209655,0.6281241097610305,0.6907112213827566,0.7009422739215841
conv_0619,5,0.7531862302779879,0.71057752707721,0.7186980266897494,0.7274872613483158
conv_0620,2,0.7550838400672987,0.7641615288852747,0.6871844013758472,0.7354765901094735
conv_0621,2,0.8082200069969855,0.8599079019460465,0.5483371129050445,0.7388216739493588
conv_0622,4,0.8526578213738775,0.7072634579469814,0.8230364457586345,0.7943192416931645
conv_0623,7,0.794730163735486,0.7143445452779034,0.7481128309888482,0.7523958466674125
conv_0624,6,0.7336661158675786,0.7082391395047174,0.771966357652761,0.7379572043416857
conv_0625,4,0.7847814410856234,0.6288033886443154,0.653252000144552,0.6889456099581636
conv_0626,3,0.7763354909422976,0.6557810534642827,0.8245009159714112,0.7522058201259972
conv_0627,1,0.6603889542762398,0.9758558484812636,0.7803051944214687,0.8055166657263241
conv_0628,6,0.782022522609458,0.7478594719923942,0.6281911586882188,0.7193577177633571
conv_0629,2,0.7182177475743761,0.6444874371719054,0.7240592967746096,0.6955881605069637
conv_0630,4,0.7772854463521273,0.7396644089561846,0.7103331763919367,0.7424276772334162
conv_0631,6,0.8467931202163202,0.756546794734017,0.8097372237768775,0.804359046242405
conv_0632,7,0.7893432630283806,0.6931708128547325,0.7129809122085499,0.7318316626972211
conv_0633,2,0.7325139267873719,0.750713194117131,0.6122902081213395,0.6985057763419474
conv_0634,5,0.745710589090424,0.7077443532788147,0.7999954604516522,0.7511501342736303
conv_0635,7,0.7700873013687961,0.8037753365402102,0.7615162732965223,0.7784596370685094
conv_0636,7,0.7355068922581262,0.7543970774290238,0.8560809436989203,0.7819949711286901
conv_0637,6,0.7648024701952618,0.6752888627788246,0.7962196736844448,0.7454370022195104
conv_0638,3,0.7827719775348715,0.7608376968941518,0.7670137235097246,0.7702077993129159
conv_0639,6,0.8069672992005089,0.8183502378067106,0.7080417932230297,0.7777864434100831
conv_0640,4,0.8306067289096508,0.7386999635615703,0.6867006666138731,0.7520024530283648
conv_0641,3,0.6697366684324445,0.7165816023170392,0.7300366799740118,0.7054516502411651
conv_0642,2,0.8604146204449707,0.7964906135645782,0.7492542722068749,0.802053168738808
conv_0643,3,0.8695764209811968,0.8874982810439375,0.6637495871854531,0.8069414297368626
conv_0644,2,0.8540154791026902,0.7192450734176381,0.5709137419778796,0.7147247648327358
conv_0645,4,0.7329924983317704,0.6600385653971963,0.763817794047757,0.7189496192589079
conv_0646,3,0.637525871123406,0.581395978262614,0.7101503420167639,0.643024063800928
conv_0647,4,0.8287912185655507,0.6791737724998608,0.8070602698436535,0.7716750869696883
conv_0648,4,0.9055412596135362,0.7666572154217344,0.860036768327946,0.8440784144544056
conv_0649,3,0.9358244776266872,0.7133311919701603,0.6959533066007028,0.78170299206585
conv_0650,1,0.7399616003695126,0.9361949653391135,0.6839853437271152,0.7867139698119138
conv_0651,2,0.7610100010913163,0.7820086331963307,0.7831704918573488,0.7753963753816654
conv_0652,8,0.7882162130210715,0.6657658411349234,0.702716354170031,0.7188994694420087
conv_0653,8,0.7615618570442111,0.7386176574876908,0.7448576312465451,0.7483457152594823
conv_0654,2,0.6807593057438139,0.6560334910554724,0.6278599346808857,0.654884243826724
conv_0655,3,0.8112561894981752,0.7818129373346642,0.7921477339946343,0.7950722869424913
conv_0656,3,0.7712626119999039,0.6663343851384553,0.7581359620650995,0.7319109864011528
conv_0657,7,0.8312498489402843,0.7486571941400515,0.8603879531434463,0.8134316654079273
conv_0658,7,0.848095824041112,0.8062308429175926,0.7774287519005412,0.8105851396197487
conv_0659,3,0.8807906708577322,0.7835407831506501,0.8078589271701558,0.824063460392846
conv_0661,4,0.7661195184373323,0.5993305003291816,0.8150754615551725,0.7268418267738954
conv_0662,2,0.7755681353231143,0.7512134248183455,0.8587295724524155,0.7951703775312918
conv_0663,3,0.8200636353905429,0.7653949718091478,0.7668060358556602,0.7840882143517837
conv_0664,7,0.8931609559925067,0.6949704895605925,0.7547087487903001,0.7809467314477997
conv_0665,2,0.8089817278371787,0.8236810701748543,0.6294626910373438,0.7540418296831256
conv_0666,5,0.7254388738060694,0.6467838448924826,0.6910223329070605,0.6877483505352041
