event_id,category,event_date,impressions,conversions,tickets_sold,gross_revenue,marketing_cost,payment_processing_fee,platform_fee,total_costs,net_profit,cpa,roi,conversion_rate,attendance_rate,marketing_start_days_before,marketing_duration_days,marketing_start_date,marketing_end_date
event_0120,health,1776044848.2900727,132077,174,174,8700.0,2072.0,261.0,435.0,2768.0,5932.0,11.908045977011493,2.143063583815029,0.0013174133270743582,0.174,55.10914328156468,49.79461651530464,1771283418.3105454,1775585673.1774678
event_0121,health,1780141115.5807538,98805,250,250,12500.0,2072.0,375.0,625.0,3072.0,9428.0,8.288,3.0690104166666665,0.0025302363240726684,0.25,41.372763049499326,34.83145878842511,1776566508.853277,1779575946.892597
event_0122,health,1775431717.3106372,116824,105,105,5250.0,2072.0,157.5,262.5,2492.0,2758.0,19.733333333333334,1.1067415730337078,0.0008987879202903513,0.105,33.348142487331046,51.576500333163665,1772550437.7997317,1777006647.428517
event_0123,technology,1766958234.3225691,92189,252,252,12600.0,2072.0,378.0,630.0,3080.0,9520.0,8.222222222222221,3.090909090909091,0.002733514844504225,0.252,32.955412297001914,35.66889376294671,1764110886.700108,1767192679.1212265
event_0124,technology,1771006063.4087186,131754,138,138,6900.0,2072.0,207.0,345.0,2624.0,4276.0,15.014492753623188,1.6295731707317074,0.0010474065303520198,0.138,55.566884420368886,43.81165611255026,1766205084.5947988,1769990411.682923
event_0125,science,1776740539.4174364,65345,103,103,5150.0,2072.0,154.5,257.5,2484.0,2666.0,20.116504854368934,1.0732689210950082,0.0015762491391843293,0.103,57.197304885785954,43.060186455502404,1771798692.2753046,1775519092.38506
event_0126,technology,1780600067.8371542,57210,107,107,5350.0,2072.0,160.5,267.5,2500.0,2850.0,19.364485981308412,1.14,0.0018703023946862437,0.107,46.21335600750534,48.698984290191774,1776607233.8781056,1780814826.1207783
event_0127,science,1771790571.1553628,156091,310,310,15500.0,2072.0,465.0,775.0,3312.0,12188.0,6.683870967741935,3.679951690821256,0.001986020974944103,0.31,45.17516417500206,40.47734430807202,1767887436.9706426,1771384679.51886
event_0128,business,1777545667.0904303,75339,85,85,4250.0,2072.0,127.5,212.5,2412.0,1838.0,24.376470588235293,0.7620232172470979,0.0011282337169327972,0.085,46.05723374946248,31.126013104932337,1773566322.0944767,1776255609.6267428
event_0129,art,1777125028.1191301,97519,116,116,5800.0,2072.0,174.0,290.0,2536.0,3264.0,17.862068965517242,1.2870662460567823,0.0011895117874465488,0.116,37.05039418857101,54.26902440302467,1773923874.0612376,1778612717.7696588
event_0130,science,1777311205.6353314,83261,197,197,9850.0,2072.0,295.5,492.5,2860.0,6990.0,10.51776649746193,2.444055944055944,0.002366053734641669,0.197,33.7764339325144,33.70595549024037,1774392921.7435622,1777305116.297919
event_0131,technology,1770699532.6156137,95518,217,217,10850.0,2072.0,325.5,542.5,2940.0,7910.0,9.548387096774194,2.6904761904761907,0.002271823111874202,0.217,30.861789733102555,41.74082751344393,1768033073.9826736,1771639481.4798353
event_0132,technology,1781549890.175311,111929,161,161,8050.0,2072.0,241.5,402.5,2716.0,5334.0,12.869565217391305,1.9639175257731958,0.0014384118503694306,0.161,37.181029404310586,41.321419615546176,1778337449.2347786,1781907619.889562
event_0133,business,1774807003.6080647,78688,104,104,5200.0,2072.0,156.0,260.0,2488.0,2712.0,19.923076923076923,1.090032154340836,0.0013216754778365189,0.104,57.006261316777284,51.37365756326431,1769881662.630295,1774320346.6437612
event_0134,art,1777131157.8049927,123547,205,205,10250.0,2072.0,307.5,512.5,2892.0,7358.0,10.107317073170732,2.544260027662517,0.001659287558580945,0.205,32.64294456856884,33.9178577401502,1774310807.3942683,1777241310.3030171
event_0135,health,1775368358.5105553,157320,277,277,13850.0,2072.0,415.5,692.5,3180.0,10670.0,7.48014440433213,3.3553459119496853,0.001760742435799644,0.277,47.58388592554664,45.149670928800504,1771257110.766588,1775158042.3348362
event_0136,health,1781012772.2111912,66906,138,138,6900.0,2072.0,207.0,345.0,2624.0,4276.0,15.014492753623188,1.6295731707317074,0.002062595282934266,0.138,43.74987206006948,51.533288820652665,1777232783.265201,1781685259.4193056
event_0137,technology,1776024598.7464368,100766,104,104,5200.0,2072.0,156.0,260.0,2488.0,2712.0,19.923076923076923,1.090032154340836,0.0010320941587440209,0.104,54.319751849247254,39.115357241753145,1771331372.186662,1774710939.0523493
event_0138,technology,1780129572.524496,110893,113,113,5650.0,2072.0,169.5,282.5,2524.0,3126.0,18.336283185840706,1.2385103011093503,0.0010190002975841578,0.113,51.70861149493233,36.746449297746366,1775661948.491334,1778836841.7106593
event_0139,technology,1777024348.34205,68522,113,113,5650.0,2072.0,169.5,282.5,2524.0,3126.0,18.336283185840706,1.2385103011093503,0.001649105396806865,0.113,58.07057535938464,51.55564269855911,1772007050.6309993,1776461458.1601548
event_0140,technology,1779882577.7493749,76108,144,144,7200.0,2072.0,216.0,360.0,2648.0,4552.0,14.38888888888889,1.7190332326283988,0.0018920481421138382,0.144,39.713908912592856,46.80847876771257,1776451296.019327,1780495548.5848572
event_0141,technology,1769313333.3107588,59762,80,80,4000.0,2072.0,120.0,200.0,2392.0,1608.0,25.9,0.6722408026755853,0.0013386432850306215,0.08,59.345652902382646,32.92468589739203,1764185868.899993,1767030561.7615275
event_0142,health,1774434191.7831664,69873,158,158,7900.0,2072.0,237.0,395.0,2704.0,5196.0,13.113924050632912,1.9215976331360947,0.0022612454023728766,0.158,43.081575451124905,37.62199603744243,1770711943.664189,1773962484.121824
event_0143,art,1779127745.4618561,219265,262,262,13100.0,2072.0,393.0,655.0,3120.0,9980.0,7.908396946564886,3.198717948717949,0.0011949011470138873,0.262,30.084965022367687,35.1619104649599,1776528404.4839237,1779566393.5480962
event_0144,health,1769070110.1319923,87493,230,230,11500.0,2072.0,345.0,575.0,2992.0,8508.0,9.008695652173913,2.843582887700535,0.0026287817311099176,0.23,50.09653138909839,40.33108241987604,1764741769.8199742,1768226375.3410516
event_0145,art,1777111069.8716807,91818,195,195,9750.0,2072.0,292.5,487.5,2852.0,6898.0,10.625641025641025,2.418653576437588,0.0021237665817160035,0.195,33.83814086636572,32.211281094773476,1774187454.5008268,1776970509.1874154
event_0146,art,1771845112.9737246,81317,130,130,6500.0,2072.0,195.0,325.0,2592.0,3908.0,15.938461538461539,1.507716049382716,0.0015986817024730377,0.13,44.33415060991586,30.875854530045075,1768014642.361028,1770682316.1924238
event_0147,technology,1770601651.7222157,74645,77,77,3850.0,2072.0,115.5,192.5,2380.0,1470.0,26.90909090909091,0.6176470588235294,0.0010315493335119566,0.077,50.682022914056176,43.47904169822637,1766222724.9424412,1769979314.145168
event_0148,art,1779301693.7642386,91455,151,151,7550.0,2072.0,226.5,377.5,2676.0,4874.0,13.721854304635762,1.8213751868460388,0.0016510852331747853,0.151,52.670635124147395,55.52805125430983,1774750950.8895123,1779548574.5178847
event_0149,art,1769391885.3291488,100802,118,118,5900.0,2072.0,177.0,295.0,2544.0,3356.0,17.559322033898304,1.319182389937107,0.0011706116942124165,0.118,54.665042081496566,38.064808270166594,1764668825.6933074,1767957625.1278498
event_0150,business,1773640588.233874,81418,95,95,4750.0,2072.0,142.5,237.5,2452.0,2298.0,21.810526315789474,0.9371941272430668,0.00116681814832101,0.095,35.10048035987403,49.21355949284707,1770607906.730781,1774859958.270963
event_0151,art,1769737304.046917,93562,107,107,5350.0,2072.0,160.5,267.5,2500.0,2850.0,19.364485981308412,1.14,0.0011436266860477544,0.107,41.688671119031966,43.77679000658518,1766135402.8622327,1769917717.5188017
event_0152,science,1781330154.3529153,64682,105,105,5250.0,2072.0,157.5,262.5,2492.0,2758.0,19.733333333333334,1.1067415730337078,0.001623326427754244,0.105,44.294300589041924,51.22836207716566,1777503126.782022,1781929257.265489
event_0153,health,1771974066.8288496,69794,104,104,5200.0,2072.0,156.0,260.0,2488.0,2712.0,19.923076923076923,1.090032154340836,0.00149009943548156,0.104,53.403598594012095,52.08904239670325,1767359995.910327,1771860489.173402
event_0154,health,1780050984.833422,177361,134,134,6700.0,2072.0,201.0,335.0,2608.0,4092.0,15.462686567164178,1.5690184049079754,0.0007555212250720283,0.134,54.00992766535731,35.11418874171057,1775384527.0831351,1778418392.990419
event_0155,health,1776619974.0281756,98124,111,111,5550.0,2072.0,166.5,277.5,2516.0,3034.0,18.666666666666668,1.2058823529411764,0.0011312217194570137,0.111,42.6009665011893,54.29410528602172,1772939250.5224729,1777630261.219185
event_0156,science,1780859780.7323403,83533,143,143,7150.0,2072.0,214.5,357.5,2644.0,4506.0,14.48951048951049,1.7042360060514372,0.0017118982916931034,0.143,51.676497713601634,41.29904455123253,1776394931.3298852,1779963168.7791116
event_0157,science,1775932243.507537,112407,162,162,8100.0,2072.0,243.0,405.0,2720.0,5380.0,12.790123456790123,1.9779411764705883,0.0014411913848781659,0.162,34.31338861113056,41.26761277533919,1772967566.7315352,1776533088.4753244
event_0158,science,1780752561.5542722,87970,156,156,7800.0,2072.0,234.0,390.0,2696.0,5104.0,13.282051282051283,1.8931750741839763,0.001773331817665113,0.156,46.796896062698096,48.979431230615134,1776709309.734455,1780941132.5927804
event_0159,art,1779282613.5615394,155612,233,233,11650.0,2072.0,349.5,582.5,3004.0,8646.0,8.892703862660944,2.878162450066578,0.0014973138318381616,0.233,42.39649468059734,35.544448788141736,1775619556.421136,1778690596.7964313
event_0160,art,1778469492.9992654,121228,109,109,5450.0,2072.0,163.5,272.5,2508.0,2942.0,19.009174311926607,1.1730462519936204,0.0008991322136800079,0.109,59.43318308258193,54.69349286100992,1773334465.9809303,1778059983.7641215
event_0161,health,1780573658.686122,115683,93,93,4650.0,2072.0,139.5,232.5,2444.0,2206.0,22.27956989247312,0.9026186579378068,0.0008039210601384818,0.093,46.838301897794466,41.88976711580011,1776526829.4021525,1780146105.2809577
event_0162,health,1777137042.5201197,103767,371,371,18550.0,2072.0,556.5,927.5,3556.0,14994.0,5.584905660377358,4.216535433070866,0.0035753177792554472,0.371,38.35971271100094,30.72953195226902,1773822763.3418891,1776477794.9025652
event_0163,health,1775712570.1810734,118785,195,195,9750.0,2072.0,292.5,487.5,2852.0,6898.0,10.625641025641025,2.418653576437588,0.0016416214168455613,0.195,42.825996209251734,53.637678743515906,1772012404.1085942,1776646699.552034
event_0164,art,1778206453.1192327,88667,118,118,5900.0,2072.0,177.0,295.0,2544.0,3356.0,17.559322033898304,1.319182389937107,0.0013308220645787045,0.118,59.131644690866665,53.48437024786952,1773097479.0179417,1777718528.6073577
event_0165,art,1770875563.4983072,105276,151,151,7550.0,2072.0,226.5,377.5,2676.0,4874.0,13.721854304635762,1.8213751868460388,0.0014343250123484935,0.151,44.46560374813554,34.780373005288176,1767033735.3344684,1770038759.5621252
event_0166,art,1776197527.8695855,82448,68,68,3400.0,2072.0,102.0,170.0,2344.0,1056.0,30.470588235294116,0.45051194539249145,0.0008247622744032602,0.068,44.89729110068888,29.349486299382278,1772318401.9184859,1774854197.5347526
event_0167,art,1772765766.9177625,108664,233,233,11650.0,2072.0,349.5,582.5,3004.0,8646.0,8.892703862660944,2.878162450066578,0.00214422439814474,0.233,33.268805873001824,55.73606750609325,1769891342.0903351,1774706938.3228617
event_0168,art,1776357863.4170623,141125,295,295,14750.0,2072.0,442.5,737.5,3252.0,11498.0,7.023728813559322,3.535670356703567,0.0020903454384410985,0.295,54.55960541607716,30.70767384426717,1771643913.5091133,1774297056.529258
event_0169,technology,1773009802.4762003,85167,155,155,7750.0,2072.0,232.5,387.5,2692.0,5058.0,13.36774193548387,1.8789004457652303,0.001819953737950145,0.155,46.43106659649348,29.404369602736026,1768998158.3222632,1771538695.8559396
event_0170,art,1766906079.2594814,82962,178,178,8900.0,2072.0,267.0,445.0,2784.0,6116.0,11.640449438202246,2.19683908045977,0.0021455606181143175,0.178,42.039083629226035,53.08927805683631,1763273902.4339163,1767860816.058027
event_0171,business,1774224977.1996858,92113,112,112,5600.0,2072.0,168.0,280.0,2520.0,3080.0,18.5,1.2222222222222223,0.0012158978645793754,0.112,38.92790819701018,30.560308092661547,1770861605.9314642,1773502016.5506701
event_0172,art,1773556755.4820333,71968,103,103,5150.0,2072.0,154.5,257.5,2484.0,2666.0,20.116504854368934,1.0732689210950082,0.001431191640729213,0.103,49.08834944692711,30.458942329248842,1769315522.0898187,1771947174.7070658
event_0173,art,1770292299.1596794,53191,97,97,4850.0,2072.0,145.5,242.5,2460.0,2390.0,21.36082474226804,0.9715447154471545,0.001823616777274351,0.097,53.94844225504415,46.00041274583667,1765631153.7488437,1769605589.410084
event_0174,business,1774382644.7205513,61935,108,108,5400.0,2072.0,162.0,270.0,2504.0,2896.0,19.185185185185187,1.156549520766773,0.0017437636231533058,0.108,52.273669296553976,49.8742084785546,1769866199.693329,1774175331.3058763
event_0175,business,1770984117.0530913,89626,156,156,7800.0,2072.0,234.0,390.0,2696.0,5104.0,13.282051282051283,1.8931750741839763,0.0017405663535134893,0.156,40.113614113064635,28.732463166331744,1767518300.7937224,1770000785.6112936
event_0176,health,1776164155.6345346,98453,217,217,10850.0,2072.0,325.5,542.5,2940.0,7910.0,9.548387096774194,2.6904761904761907,0.0022040973865702414,0.217,35.74656216593735,55.006255204458675,1773075652.6633976,1777828193.1130629
event_0177,science,1777704035.7882724,81613,97,97,4850.0,2072.0,145.5,242.5,2460.0,2390.0,21.36082474226804,0.9715447154471545,0.0011885361400757232,0.097,45.08852722754643,51.75517015030728,1773808387.0358124,1778280033.736799
event_0178,art,1778655673.6975715,117974,112,112,5600.0,2072.0,168.0,280.0,2520.0,3080.0,18.5,1.2222222222222223,0.0009493617237696442,0.112,46.15257003690496,34.77462763497623,1774668091.6463828,1777672619.4740448
event_0179,science,1780905740.916658,95401,96,96,4800.0,2072.0,144.0,240.0,2456.0,2344.0,21.583333333333332,0.9543973941368078,0.001006278760180711,0.096,37.74621450830879,37.86290113830308,1777644467.98314,1780915822.6414893
event_0180,business,1777492048.7666857,58803,122,122,6100.0,2072.0,183.0,305.0,2560.0,3540.0,16.983606557377048,1.3828125,0.0020747240787034674,0.122,51.11065683487989,41.556242957524844,1773076088.0161521,1776666547.4076822
event_0181,technology,1781019611.2974672,73629,81,81,4050.0,2072.0,121.5,202.5,2396.0,1654.0,25.580246913580247,0.6903171953255426,0.0011001100110011,0.081,30.34472231205657,30.323153127268682,1778397827.2897055,1781017747.7199016
event_0182,health,1769772668.1217494,78319,108,108,5400.0,2072.0,162.0,270.0,2504.0,2896.0,19.185185185185187,1.156549520766773,0.0013789757274735377,0.108,49.48947874390167,44.626774660424374,1765496777.1582763,1769352530.488937
event_0183,health,1776476828.822796,156572,381,381,19050.0,2072.0,571.5,952.5,3596.0,15454.0,5.438320209973753,4.297552836484983,0.0024333852796157678,0.381,38.790036754555764,46.71155246371353,1773125369.6472025,1777161247.7800674
event_0184,business,1769070166.2640672,75306,110,110,5500.0,2072.0,165.0,275.0,2512.0,2988.0,18.836363636363636,1.1894904458598725,0.001460706982179375,0.11,36.96373154520289,43.36866660869896,1765876499.8585618,1769623552.6535532
event_0185,business,1781613942.207862,81597,188,188,9400.0,2072.0,282.0,470.0,2824.0,6576.0,11.02127659574468,2.328611898016997,0.002304006274740493,0.188,48.211341689133185,39.49216194738071,1777448482.2859209,1780860605.0781746
event_0186,business,1779457087.338332,74084,75,75,3750.0,2072.0,112.5,187.5,2372.0,1378.0,27.626666666666665,0.5809443507588533,0.0010123643431780142,0.075,43.15957142692206,52.263555359303595,1775728100.3670459,1780243671.5500896
event_0187,health,1767299439.6718087,118511,176,176,8800.0,2072.0,264.0,440.0,2776.0,6024.0,11.772727272727273,2.170028818443804,0.001485094210663989,0.176,37.685395417747635,49.72425442528158,1764043421.5077152,1768339597.0900595
event_0188,health,1777025121.0498106,121671,244,244,12200.0,2072.0,366.0,610.0,3048.0,9152.0,8.491803278688524,3.0026246719160103,0.0020054080265634374,0.244,51.17747366214235,46.51691339552858,1772603387.3254015,1776622448.6427753
event_0189,science,1768116604.135064,112858,106,106,5300.0,2072.0,159.0,265.0,2496.0,2804.0,19.547169811320753,1.123397435897436,0.0009392333729110918,0.106,45.72925696506199,38.45738696008163,1764165596.3332825,1767488314.5666335
event_0190,technology,1773572778.1284473,88458,75,75,3750.0,2072.0,112.5,187.5,2372.0,1378.0,27.626666666666665,0.5809443507588533,0.000847860001356576,0.075,30.91243255432882,49.11821329098676,1770901943.9557533,1775145757.5840945
event_0191,technology,1769076054.952709,109083,147,147,7350.0,2072.0,220.5,367.5,2660.0,4690.0,14.095238095238095,1.763157894736842,0.0013475977008333105,0.147,46.887768370009326,49.09009290637348,1765024951.7655401,1769266335.7926507
event_0192,science,1777329803.984426,71362,133,133,6650.0,2072.0,199.5,332.5,2604.0,4046.0,15.578947368421053,1.553763440860215,0.0018637370028866903,0.133,49.49812203060813,43.38242288301877,1773053166.2409816,1776801407.5780745
event_0193,health,1770030307.4404213,191183,189,189,9450.0,2072.0,283.5,472.5,2828.0,6622.0,10.962962962962964,2.3415841584158414,0.000988581620750799,0.189,48.20021256859961,54.11753293302105,1765865809.0744944,1770541563.9199073
event_0194,business,1772677744.2609982,114875,97,97,4850.0,2072.0,145.5,242.5,2460.0,2390.0,21.36082474226804,0.9715447154471545,0.0008443960826985855,0.097,47.04819811891885,39.77013024749971,1768612779.9435236,1772048919.1969075
event_0195,technology,1772677115.949177,87487,103,103,5150.0,2072.0,154.5,257.5,2484.0,2666.0,20.116504854368934,1.0732689210950082,0.0011773177729262633,0.103,40.47113355254865,43.248761715753616,1769180410.0102367,1772917103.0224779
event_0196,art,1767641527.2237115,107276,168,168,8400.0,2072.0,252.0,420.0,2744.0,5656.0,12.333333333333334,2.061224489795918,0.0015660539169991424,0.168,55.33809247927476,51.19677536491823,1762860316.033502,1767283717.425031
event_0197,art,1773557150.9500782,64023,85,85,4250.0,2072.0,127.5,212.5,2412.0,1838.0,24.376470588235293,0.7620232172470979,0.0013276478765443668,0.085,57.89241242656047,45.55221308979152,1768555246.5164235,1772490957.7273815
event_0198,business,1771016922.4288888,103988,93,93,4650.0,2072.0,139.5,232.5,2444.0,2206.0,22.27956989247312,0.9026186579378068,0.0008943339616109551,0.093,35.14421918518446,47.812027035338275,1767980461.8912888,1772111421.027142
event_0199,art,1776143811.001993,76127,82,82,4100.0,2072.0,123.0,205.0,2400.0,1700.0,25.26829268292683,0.7083333333333334,0.001077147398426314,0.082,56.74308832990758,51.87534444306364,1771241208.170289,1775723237.9301698
event_0200,art,1769091444.574483,92044,141,141,7050.0,2072.0,211.5,352.5,2636.0,4414.0,14.695035460992909,1.6745068285280729,0.0015318760592759983,0.141,49.98753221624929,37.65152736751757,1764772521.790999,1768025613.7555525
event_0201,health,1779085756.4322772,117611,148,148,7400.0,2072.0,222.0,370.0,2664.0,4736.0,14.0,1.7777777777777777,0.0012583856952155836,0.148,56.69340004807495,29.870497590272326,1774187446.6681235,1776768257.659923
event_0202,art,1777690324.425557,69078,73,73,3650.0,2072.0,109.5,182.5,2364.0,1286.0,28.383561643835616,0.5439932318104906,0.0010567763976953588,0.073,37.731098972729505,51.7782837203021,1774430357.474313,1778904001.1877472
event_0203,health,1780724252.5854669,121103,258,258,12900.0,2072.0,387.0,645.0,3104.0,9796.0,8.031007751937985,3.1559278350515463,0.0021304179087223273,0.258,46.98382928356651,44.482082252811544,1776664849.7353668,1780508101.6420097
event_0204,business,1771994476.216821,73310,77,77,3850.0,2072.0,115.5,192.5,2380.0,1470.0,26.90909090909091,0.6176470588235294,0.0010503341972445779,0.077,39.71467707457744,53.00699941758984,1768563128.1175776,1773142932.8672574
event_0205,business,1775939686.3192255,84349,118,118,5900.0,2072.0,177.0,295.0,2544.0,3356.0,17.559322033898304,1.319182389937107,0.0013989496022478037,0.118,51.715503223649634,44.33823383182451,1771471466.8407023,1775302290.243772
event_0206,health,1766454961.662061,78488,89,89,4450.0,2072.0,133.5,222.5,2428.0,2022.0,23.280898876404493,0.8327841845140033,0.0011339313016002447,0.089,39.01205952768095,34.52086565226393,1763084319.7188694,1766066922.511225
event_0207,technology,1769871782.5213115,97998,75,75,3750.0,2072.0,112.5,187.5,2372.0,1378.0,27.626666666666665,0.5809443507588533,0.0007653217412600257,0.075,42.95278249586454,52.12173420777914,1766160662.113669,1770663979.9492211
event_0208,technology,1777536482.3788173,56712,101,101,5050.0,2072.0,151.5,252.5,2476.0,2574.0,20.514851485148515,1.0395799676898223,0.0017809281986175766,0.101,44.13844996664802,33.37937432679783,1773722920.301699,1776606898.2435343
event_0209,science,1774935638.210494,56808,115,115,5750.0,2072.0,172.5,287.5,2532.0,3218.0,18.017391304347825,1.2709320695102686,0.0020243627658076326,0.115,59.50780359721065,38.831907116747026,1769794163.979695,1773149240.754582
event_0210,science,1779032984.862228,139490,154,154,7700.0,2072.0,231.0,385.0,2688.0,5012.0,13.454545454545455,1.8645833333333333,0.0011040217936769661,0.154,59.249352014613535,48.71829319318227,1773913840.8481653,1778123101.3800561
event_0211,art,1767631586.9470086,118033,192,192,9600.0,2072.0,288.0,480.0,2840.0,6760.0,10.791666666666666,2.380281690140845,0.0016266637296349325,0.192,49.8146134677563,30.76450527722337,1763327604.3433945,1765985657.5993466
event_0212,technology,1779329195.5008738,75832,131,131,6550.0,2072.0,196.5,327.5,2596.0,3954.0,15.816793893129772,1.5231124807395995,0.0017275029011499102,0.131,43.481886458538355,48.14084803724184,1775572360.5108562,1779731729.7812738
event_0213,art,1781589590.235969,69173,95,95,4750.0,2072.0,142.5,237.5,2452.0,2298.0,21.810526315789474,0.9371941272430668,0.0013733682217050005,0.095,43.61825426480756,40.72702549141313,1777820973.0674896,1781339788.0699477
event_0214,art,1771624997.4046848,95593,85,85,4250.0,2072.0,127.5,212.5,2412.0,1838.0,24.376470588235293,0.7620232172470979,0.0008891864467063488,0.085,46.10414313096885,53.12031977270367,1767641599.438169,1772231195.0665307
event_0215,science,1771148586.751663,112968,179,179,8950.0,2072.0,268.5,447.5,2788.0,6162.0,11.575418994413408,2.210186513629842,0.0015845195099497202,0.179,31.873193556789364,28.94855313999993,1768394742.8283563,1770895897.8196523
event_0216,business,1767791038.9877496,122296,119,119,5950.0,2072.0,178.5,297.5,2548.0,3402.0,17.41176470588235,1.335164835164835,0.0009730489958788513,0.119,44.515690753226316,43.929583749432126,1763944883.306671,1767740399.3426218
event_0217,art,1778639482.8949776,79913,121,121,6050.0,2072.0,181.5,302.5,2556.0,3494.0,17.123966942148762,1.3669796557120502,0.0015141466344649806,0.121,34.82612553079834,46.07797229425396,1775630505.6491165,1779611642.4553401
event_0218,health,1777846672.6747425,78452,89,89,4450.0,2072.0,133.5,222.5,2428.0,2022.0,23.280898876404493,0.8327841845140033,0.0011344516392188854,0.089,58.78466322437101,50.42196910040883,1772767677.7721567,1777124135.902432
event_0219,science,1773764783.784437,88227,149,149,7450.0,2072.0,223.5,372.5,2668.0,4782.0,13.906040268456376,1.7923538230884557,0.0016888254162557947,0.149,59.07683297200485,34.963409499610556,1768660545.4156556,1771681383.996422
event_0220,science,1768977784.0087209,105976,91,91,4550.0,2072.0,136.5,227.5,2436.0,2114.0,22.76923076923077,0.867816091954023,0.0008586849852796859,0.091,31.93179881729398,37.80282131449208,1766218876.5909066,1769485040.3524787
event_0221,art,1771985049.3137197,114651,128,128,6400.0,2072.0,192.0,320.0,2584.0,3816.0,16.1875,1.4767801857585139,0.0011164316054809815,0.128,44.87275193477755,50.65961519426562,1768108043.546555,1772485034.2993395
event_0222,health,1767797403.1717753,89078,129,129,6450.0,2072.0,193.5,322.5,2588.0,3862.0,16.06201550387597,1.492272024729521,0.0014481690204090796,0.129,41.06357991353257,32.66899125002525,1764249509.8672462,1767072110.7112484
event_0223,business,1778990387.808362,98203,237,237,11850.0,2072.0,355.5,592.5,3020.0,8830.0,8.742616033755274,2.923841059602649,0.002413368227039907,0.237,37.29206550731776,32.98277614310503,1775768353.3485298,1778618065.207294
event_0224,art,1771868894.4701169,73275,119,119,5950.0,2072.0,178.5,297.5,2548.0,3402.0,17.41176470588235,1.335164835164835,0.0016240191061071307,0.119,54.791815799343496,35.17936397680484,1767134881.5850537,1770174378.6326497
event_0225,science,1767318683.5049665,76641,101,101,5050.0,2072.0,151.5,252.5,2476.0,2574.0,20.514851485148515,1.0395799676898223,0.001317832491747237,0.101,50.20350188989884,54.856501782790474,1762981100.9416792,1767720702.6957123
event_0226,art,1770241459.8507528,102509,105,105,5250.0,2072.0,157.5,262.5,2492.0,2758.0,19.733333333333334,1.1067415730337078,0.0010243003053390435,0.105,36.669344525112635,51.71135729211703,1767073228.483783,1771541089.7538218
event_0227,technology,1772203243.6603007,73005,70,70,3500.0,2072.0,105.0,175.0,2352.0,1148.0,29.6,0.4880952380952381,0.0009588384357235805,0.07,41.26286289243404,39.696369648759266,1768638132.3063943,1772067898.644047
event_0228,health,1773945379.71547,92349,119,119,5950.0,2072.0,178.5,297.5,2548.0,3402.0,17.41176470588235,1.335164835164835,0.001288590022631539,0.119,59.02897804456069,55.63930003559584,1768845276.01242,1773652511.5354955
event_0229,health,1780830700.101767,73423,81,81,4050.0,2072.0,121.5,202.5,2396.0,1654.0,25.580246913580247,0.6903171953255426,0.0011031965460414311,0.081,53.2672942975346,34.76425301629377,1776228405.87446,1779232037.3350677
event_0230,art,1781852797.0652401,123953,327,327,16350.0,2072.0,490.5,817.5,3380.0,12970.0,6.336391437308868,3.837278106508876,0.002638096697941962,0.327,46.355143829656924,51.16118973265691,1777847712.6383579,1782268039.4312594
event_0231,technology,1779079519.863062,70701,90,90,4500.0,2072.0,135.0,225.0,2432.0,2068.0,23.022222222222222,0.850328947368421,0.001272966436118301,0.09,47.575409655705876,31.437413925509443,1774969004.468809,1777685197.031973
event_0232,health,1771581438.283565,149520,150,150,7500.0,2072.0,225.0,375.0,2672.0,4828.0,13.813333333333333,1.8068862275449102,0.0010032102728731941,0.15,36.619349073350136,33.80731979196762,1768417526.5236275,1771338478.9536536
event_0233,health,1773228394.88492,66788,84,84,4200.0,2072.0,126.0,210.0,2408.0,1792.0,24.666666666666668,0.7441860465116279,0.0012577109660418038,0.084,59.289638564558224,39.510172460060595,1768105770.112942,1771519449.0134912
event_0234,science,1775472716.1837077,87842,82,82,4100.0,2072.0,123.0,205.0,2400.0,1700.0,25.26829268292683,0.7083333333333334,0.000933494228273491,0.082,39.336921590490675,33.86414391591031,1772074006.1582894,1774999868.192624
event_0235,health,1774189487.3019753,98761,109,109,5450.0,2072.0,163.5,272.5,2508.0,2942.0,19.009174311926607,1.1730462519936204,0.0011036745273944168,0.109,45.3833198791779,32.781658207606824,1770268368.4644144,1773100703.7335515
event_0236,health,1776878974.4984999,66555,93,93,4650.0,2072.0,139.5,232.5,2444.0,2206.0,22.27956989247312,0.9026186579378068,0.0013973405454135678,0.093,33.48536545678612,39.729052205944456,1773985838.9230335,1777418429.033627
event_0237,science,1769743581.5654826,53429,122,122,6100.0,2072.0,183.0,305.0,2560.0,3540.0,16.983606557377048,1.3828125,0.0022834041438170283,0.122,51.02507637712414,32.44574797440559,1765335014.966499,1768138327.5914876
event_0238,health,1777278098.5972292,83962,120,120,6000.0,2072.0,180.0,300.0,2552.0,3448.0,17.266666666666666,1.3510971786833856,0.0014292179795621829,0.12,38.09743664233028,51.398912365657075,1773986480.071332,1778427346.0997248
event_0239,art,1770370427.0891752,69909,127,127,6350.0,2072.0,190.5,317.5,2580.0,3770.0,16.31496062992126,1.4612403100775193,0.0018166473558483172,0.127,50.64035775018572,48.474831771112186,1765995100.1795592,1770183325.6445832
event_0240,science,1769758161.2609196,84473,106,106,5300.0,2072.0,159.0,265.0,2496.0,2804.0,19.547169811320753,1.123397435897436,0.0012548388242396979,0.106,57.540180692132836,44.857773204594636,1764786689.6491194,1768662401.2539964
