visit_id,geofence_triggered,bluetooth_triggered,visit_recorded,ground_truth,verification_correct,within_geofence,bluetooth_detected
visit_0694,False,False,False,False,True,False,False
visit_0695,True,True,True,False,False,True,True
visit_0696,False,False,False,False,True,False,False
visit_0697,False,False,False,False,True,False,False
visit_0698,False,False,False,False,True,False,False
visit_0699,False,False,False,False,True,False,False
visit_0700,False,False,False,False,True,False,False
visit_0701,False,False,False,False,True,False,False
visit_0702,False,False,False,False,True,False,False
visit_0703,True,True,True,True,True,True,True
visit_0704,True,True,True,True,True,True,True
visit_0705,False,False,False,False,True,False,False
visit_0706,False,False,False,False,True,False,False
visit_0707,False,False,False,False,True,False,False
visit_0708,False,False,False,False,True,False,False
visit_0709,False,False,False,False,True,False,False
visit_0710,False,False,False,False,True,False,False
visit_0711,False,True,False,False,True,False,True
visit_0712,True,True,True,True,True,True,True
visit_0713,True,True,True,True,True,True,True
visit_0714,False,False,False,False,True,False,False
visit_0715,False,False,False,False,True,False,False
visit_0716,False,True,False,False,True,False,True
visit_0717,False,False,False,False,True,False,False
visit_0718,False,False,False,False,True,False,False
visit_0719,False,False,False,False,True,False,False
visit_0720,False,False,False,False,True,False,False
visit_0721,True,True,True,True,True,True,True
visit_0722,False,False,False,False,True,False,False
visit_0723,False,False,False,False,True,False,False
visit_0724,True,True,True,True,True,True,True
visit_0725,False,False,False,False,True,False,False
visit_0726,False,False,False,False,True,False,False
visit_0727,False,False,False,False,True,False,False
visit_0728,False,False,False,False,True,False,False
visit_0729,False,False,False,False,True,False,False
visit_0730,True,True,True,True,True,True,True
visit_0731,True,True,True,True,True,True,True
visit_0732,True,True,True,True,True,True,True
visit_0733,False,False,False,False,True,False,False
visit_0734,False,False,False,False,True,False,False
visit_0735,True,True,True,True,True,True,True
visit_0736,False,False,False,False,True,False,False
visit_0737,False,False,False,False,True,False,False
visit_0738,False,False,False,False,True,False,False
visit_0739,False,False,False,False,True,False,False
visit_0740,False,False,False,False,True,False,False
visit_0741,False,False,False,False,True,False,False
visit_0742,False,True,False,False,True,True,True
visit_0743,True,True,True,True,True,True,True
visit_0744,False,False,False,False,True,False,False
visit_0745,False,False,False,False,True,False,False
visit_0746,False,False,False,False,True,False,False
visit_0747,False,False,False,False,True,False,False
visit_0748,False,False,False,False,True,False,False
visit_0749,False,False,False,False,True,False,False
visit_0750,False,False,False,False,True,False,False
visit_0751,False,False,False,False,True,False,False
visit_0752,False,False,False,False,True,False,False
visit_0753,False,True,False,False,True,True,True
visit_0754,True,True,True,True,True,True,True
visit_0755,False,False,False,False,True,False,False
visit_0756,False,False,False,False,True,False,False
visit_0757,False,False,False,False,True,False,False
visit_0758,False,False,False,False,True,False,False
visit_0759,False,False,False,False,True,False,False
visit_0760,False,False,False,False,True,False,False
visit_0761,False,False,False,False,True,False,False
visit_0762,True,True,True,True,True,True,True
visit_0763,True,True,True,True,True,True,True
visit_0764,False,False,False,False,True,False,False
visit_0765,False,False,False,False,True,False,False
visit_0766,False,False,False,False,True,False,False
visit_0767,False,False,False,False,True,False,False
visit_0768,False,False,False,False,True,False,False
visit_0769,False,True,False,False,True,True,True
visit_0770,False,False,False,False,True,False,False
visit_0771,True,True,True,True,True,True,True
visit_0772,True,False,False,False,True,True,False
visit_0773,False,False,False,False,True,False,False
visit_0774,False,False,False,False,True,False,False
visit_0775,False,False,False,False,True,False,False
visit_0776,False,False,False,False,True,False,False
visit_0777,False,True,False,False,True,True,True
visit_0778,False,True,False,False,True,False,True
visit_0779,True,True,True,True,True,True,True
visit_0780,False,False,False,False,True,False,False
visit_0781,False,False,False,False,True,False,False
visit_0782,False,False,False,False,True,False,False
visit_0783,False,False,False,False,True,False,False
visit_0784,False,True,False,False,True,False,True
visit_0785,False,False,False,False,True,False,False
visit_0786,True,True,True,True,True,True,True
visit_0787,False,False,False,False,True,False,False
visit_0788,False,False,False,False,True,False,False
visit_0789,False,False,False,False,True,False,False
visit_0790,False,False,False,False,True,False,False
visit_0791,False,False,False,False,True,False,False
visit_0792,False,False,False,False,True,False,False
visit_0793,False,False,False,False,True,False,False
visit_0794,False,False,False,False,True,False,False
visit_0795,False,False,False,False,True,False,False
visit_0796,False,False,False,False,True,False,False
visit_0797,False,False,False,False,True,False,False
visit_0798,True,True,True,True,True,True,True
visit_0799,True,False,False,False,True,True,False
visit_0800,False,False,False,False,True,False,False
visit_0801,False,False,False,False,True,False,False
visit_0802,True,True,True,True,True,True,True
visit_0803,False,False,False,False,True,False,False
visit_0804,False,False,False,False,True,False,False
visit_0805,False,False,False,False,True,False,False
visit_0806,True,False,False,False,True,True,False
visit_0807,False,False,False,False,True,False,False
visit_0808,False,False,False,False,True,False,False
visit_0809,True,True,True,True,True,True,True
visit_0810,False,False,False,False,True,False,False
visit_0811,False,True,False,False,True,False,True
visit_0812,False,False,False,False,True,False,False
visit_0813,False,False,False,False,True,False,False
visit_0814,False,False,False,False,True,False,False
visit_0815,False,False,False,False,True,False,False
visit_0816,False,False,False,False,True,False,False
visit_0817,False,False,False,False,True,False,False
visit_0818,False,True,False,False,True,False,True
visit_0819,False,False,False,False,True,False,False
visit_0820,False,False,False,False,True,False,False
visit_0821,True,True,True,True,True,True,True
visit_0822,False,False,False,False,True,False,False
visit_0823,True,False,False,False,True,True,False
visit_0824,False,False,False,False,True,False,False
visit_0825,False,False,False,False,True,False,False
visit_0826,False,False,False,False,True,False,False
visit_0827,True,False,False,False,True,True,False
visit_0828,False,False,False,False,True,False,False
visit_0829,True,True,True,True,True,True,True
visit_0830,False,False,False,False,True,False,False
visit_0831,False,False,False,False,True,False,False
visit_0832,True,False,False,False,True,True,False
visit_0833,True,True,True,True,True,True,True
visit_0834,False,False,False,False,True,False,False
visit_0835,False,False,False,False,True,False,False
visit_0836,False,True,False,False,True,False,True
visit_0837,False,False,False,False,True,False,False
visit_0838,False,False,False,False,True,False,False
visit_0839,False,False,False,False,True,False,False
visit_0840,False,False,False,False,True,False,False
visit_0841,False,False,False,False,True,False,False
visit_0842,False,False,False,False,True,False,False
visit_0843,False,False,False,False,True,False,False
visit_0844,False,False,False,False,True,False,False
visit_0845,False,False,False,False,True,False,False
visit_0846,False,False,False,False,True,False,False
visit_0847,False,False,False,False,True,False,False
visit_0848,False,True,False,False,True,True,True
visit_0849,False,False,False,False,True,False,False
visit_0850,False,False,False,False,True,False,False
visit_0851,True,False,False,False,True,True,False
visit_0852,False,True,False,False,True,True,True
visit_0853,False,False,False,False,True,False,False
visit_0854,False,False,False,False,True,False,False
visit_0855,False,False,False,False,True,False,False
visit_0856,False,True,False,False,True,True,True
visit_0857,False,False,False,False,True,False,False
visit_0858,False,False,False,False,True,False,False
visit_0859,False,False,False,False,True,False,False
visit_0860,True,True,True,True,True,True,True
visit_0861,True,True,True,True,True,True,True
visit_0862,False,False,False,False,True,False,False
visit_0863,True,True,True,True,True,True,True
visit_0864,True,True,True,True,True,True,True
visit_0865,False,False,False,False,True,False,False
visit_0866,True,True,True,True,True,True,True
visit_0867,False,False,False,False,True,False,False
visit_0868,False,False,False,False,True,False,False
visit_0869,False,True,False,False,True,True,True
visit_0870,False,True,False,False,True,False,True
visit_0871,False,False,False,False,True,False,False
visit_0872,False,False,False,False,True,False,False
visit_0873,False,False,False,False,True,False,False
visit_0874,False,True,False,False,True,False,True
visit_0875,True,True,True,True,True,True,True
visit_0876,False,False,False,False,True,False,False
visit_0877,False,True,False,False,True,True,True
visit_0878,False,False,False,False,True,False,False
visit_0879,False,False,False,False,True,False,False
visit_0880,False,False,False,False,True,False,False
visit_0881,True,True,True,True,True,True,True
visit_0882,True,True,True,True,True,True,True
visit_0883,False,False,False,False,True,False,False
visit_0884,False,False,False,False,True,False,False
visit_0885,False,False,False,False,True,False,False
visit_0886,False,False,False,False,True,False,False
visit_0887,False,False,False,False,True,False,False
visit_0888,False,True,False,False,True,False,True
visit_0889,False,False,False,False,True,False,False
visit_0890,False,False,False,False,True,False,False
visit_0891,False,False,False,False,True,False,False
visit_0892,False,False,False,False,True,False,False
visit_0893,False,False,False,False,True,False,False
visit_0894,False,False,False,False,True,False,False
visit_0895,False,False,False,False,True,False,False
visit_0896,True,True,True,True,True,True,True
visit_0897,False,False,False,False,True,False,False
visit_0898,False,True,False,False,True,False,True
visit_0899,True,True,True,True,True,True,True
visit_0900,False,False,False,False,True,False,False
visit_0901,True,False,False,False,True,True,False
visit_0902,False,False,False,False,True,False,False
visit_0903,False,False,False,False,True,False,False
visit_0904,False,False,False,False,True,False,False
visit_0905,False,False,False,False,True,False,False
visit_0906,True,True,True,True,True,True,True
visit_0907,False,False,False,False,True,False,False
visit_0908,True,True,True,True,True,True,True
visit_0909,False,False,False,False,True,False,False
visit_0910,False,True,False,False,True,False,True
visit_0911,False,False,False,False,True,False,False
visit_0912,True,True,True,True,True,True,True
visit_0913,False,False,False,False,True,False,False
visit_0914,False,False,False,False,True,False,False
visit_0915,False,False,False,False,True,False,False
visit_0916,False,False,False,False,True,False,False
visit_0917,True,False,False,False,True,True,False
visit_0918,True,False,False,False,True,True,False
visit_0919,False,False,False,False,True,False,False
visit_0920,False,False,False,False,True,False,False
visit_0921,True,True,True,True,True,True,True
visit_0922,True,True,True,True,True,True,True
visit_0923,False,False,False,False,True,False,False
visit_0924,False,False,False,False,True,False,False
visit_0925,False,False,False,False,True,False,False
visit_0926,False,False,False,False,True,False,False
visit_0927,True,False,False,False,True,True,False
visit_0928,False,True,False,False,True,True,True
visit_0929,False,False,False,False,True,False,False
visit_0930,False,False,False,False,True,False,False
visit_0931,False,False,False,False,True,False,False
visit_0932,False,True,False,False,True,False,True
visit_0933,True,True,True,True,True,True,True
visit_0934,False,False,False,False,True,False,False
visit_0935,True,True,True,True,True,True,True
visit_0936,False,False,False,False,True,False,False
visit_0937,False,False,False,False,True,False,False
visit_0938,False,False,False,False,True,False,False
visit_0939,True,True,True,True,True,True,True
visit_0940,False,False,False,False,True,False,False
visit_0941,False,False,False,False,True,False,False
visit_0942,False,False,False,False,True,False,False
visit_0943,False,False,False,False,True,False,False
visit_0944,False,False,False,False,True,False,False
visit_0945,False,True,False,False,True,False,True
visit_0946,False,False,False,False,True,False,False
visit_0947,True,True,True,True,True,True,True
visit_0948,False,False,False,False,True,False,False
visit_0949,False,False,False,False,True,False,False
visit_0950,False,False,False,False,True,False,False
visit_0951,False,True,False,False,True,True,True
visit_0952,False,True,False,False,True,False,True
visit_0953,False,False,False,False,True,False,False
visit_0954,False,False,False,False,True,False,False
visit_0955,False,False,False,False,True,False,False
visit_0956,True,True,True,True,True,True,True
visit_0957,False,False,False,False,True,False,False
visit_0958,False,True,False,False,True,True,True
visit_0959,True,True,True,True,True,True,True
visit_0960,True,True,True,True,True,True,True
visit_0961,False,False,False,False,True,False,False
visit_0962,False,False,False,False,True,False,False
visit_0963,False,False,False,False,True,False,False
visit_0964,False,False,False,False,True,False,False
visit_0965,True,True,True,True,True,True,True
visit_0966,False,False,False,False,True,False,False
visit_0967,False,False,False,False,True,False,False
visit_0968,False,True,False,False,True,False,True
visit_0969,False,False,False,False,True,False,False
visit_0970,False,True,False,False,True,False,True
visit_0971,False,False,False,False,True,False,False
visit_0972,True,True,True,True,True,True,True
visit_0973,True,True,True,True,True,True,True
visit_0974,True,True,True,True,True,True,True
visit_0975,True,True,True,True,True,True,True
visit_0976,False,False,False,False,True,False,False
visit_0977,False,False,False,False,True,False,False
visit_0978,True,False,False,False,True,True,False
visit_0979,False,False,False,False,True,False,False
visit_0980,False,False,False,False,True,False,False
visit_0981,True,True,True,True,True,True,True
visit_0982,False,False,False,False,True,False,False
visit_0983,False,False,False,False,True,False,False
visit_0984,False,False,False,False,True,False,False
visit_0985,False,False,False,False,True,False,False
visit_0986,False,False,False,False,True,False,False
visit_0987,False,False,False,False,True,False,False
visit_0988,False,False,False,False,True,False,False
visit_0989,False,False,False,False,True,False,False
visit_0990,False,False,False,False,True,False,False
visit_0991,False,False,False,False,True,False,False
visit_0992,False,False,False,False,True,False,False
visit_0993,False,False,False,False,True,False,False
visit_0994,False,True,False,False,True,False,True
visit_0995,False,False,False,False,True,False,False
visit_0996,False,False,False,False,True,False,False
visit_0997,True,False,False,False,True,True,False
visit_0998,False,False,False,False,True,False,False
visit_0999,True,True,True,True,True,True,True
