event_id,category,event_date,matched_users,conversions,tickets_sold,gross_revenue,marketing_cost,payment_processing_fee,platform_fee,total_costs,net_profit,cpa,roi,conversion_rate,attendance_rate,marketing_start_days_before,marketing_duration_days,marketing_start_date,marketing_end_date
event_0111,art,1767404325.1647298,256,327,327,16350.0,2506.837495576783,490.5,1635.0,4632.337495576783,11717.662504423217,7.6661697112439855,2.529535578012591,1.278617657042795,0.327,40.00671253007887,43.173473457568825,1763947745.202131,1767677933.308865
event_0112,health,1767444444.0566626,254,288,288,14400.0,1113.231015499946,432.0,1440.0,2985.231015499946,11414.768984500053,3.8653854704859234,3.823747282951362,1.1356386762525952,0.288,31.77059958758619,42.73617054400954,1764699464.252295,1768391869.3872974
event_0113,science,1777032486.096841,255,333,333,16650.0,1518.3018248332148,499.5,1665.0,3682.8018248332146,12967.198175166784,4.559464939439083,3.521014377621049,1.3069487107616444,0.333,38.29313559019471,39.51725821607985,1773723959.1818483,1777138250.2917175
event_0114,technology,1780186427.7937179,253,384,384,19200.0,2047.6638517971373,576.0,1920.0,4543.663851797137,14656.336148202863,5.332457947388378,3.225664711619435,1.5213728025969753,0.384,37.35220043679986,36.93149096043943,1776959197.6759784,1780150078.4949603
event_0115,technology,1769476422.1063223,253,389,389,19450.0,1869.696940217821,583.5,1945.0,4398.196940217821,15051.803059782178,4.806418869454553,3.4222667298378724,1.5390064798516554,0.389,49.64189409610948,31.704445387438565,1765187362.4564185,1767926626.5378933
event_0116,technology,1779916566.5753155,256,230,230,11500.0,639.4670720967928,345.0,1150.0,2134.467072096793,9365.532927903207,2.7802916178121424,4.3877617276629985,0.8992040982811474,0.23,39.535975746252234,47.664278931369125,1776500658.2708392,1780618851.9705095
event_0117,business,1772753482.3592894,264,172,172,8600.0,399.0294157929576,258.0,860.0,1517.0294157929575,7082.9705842070425,2.319938463912544,4.6689737921164465,0.6546258253088966,0.172,41.47553245306205,45.85266248863985,1769169996.3553448,1773131666.3943632
event_0118,health,1781222610.6054766,252,183,183,9150.0,1271.9314886142909,274.5,915.0,2461.431488614291,6688.568511385709,6.950445292974267,2.7173490476272257,0.7298427805595441,0.183,42.057227336499565,40.727452954289845,1777588866.163603,1781107718.0988538
event_0119,technology,1774812099.7602954,262,392,392,19600.0,1189.3686929359017,588.0,1960.0,3737.368692935902,15862.631307064097,3.034103808509953,4.244331402745057,1.4989063960239146,0.392,31.101765381998167,53.22172914048902,1772124907.2312908,1776723264.629029
event_0120,health,1776044848.2900727,254,444,444,22200.0,1747.8426971769452,666.0,2220.0,4633.842697176945,17566.157302823056,3.936582651299426,3.7908402271671426,1.7513846198966858,0.444,56.57377987265897,50.4146199614579,1771156873.709075,1775512696.873745
event_0121,health,1780141115.5807538,264,196,196,9800.0,952.2555228937963,294.0,980.0,2226.2555228937963,7573.744477106204,4.858446545376512,3.402010415795164,0.7436509174009339,0.196,57.68067544351187,40.86766100253233,1775157505.2224343,1778688471.133053
event_0122,health,1775431717.3106372,255,385,385,19250.0,2794.1486312488278,577.5,1925.0,5296.648631248828,13953.351368751173,7.257528912334617,2.634373608706095,1.5099282840217982,0.385,35.7078640374757,35.69384929531249,1772346557.8577993,1775430506.4369142
event_0123,technology,1766958234.3225691,257,267,267,13350.0,1925.3425866260113,400.5,1335.0,3660.8425866260113,9689.157413373989,7.211020923692926,2.6467014585032813,1.0394229268463497,0.267,42.606188702418905,47.950410930250875,1763277059.6186802,1767419975.123054
event_0124,technology,1771006063.4087186,259,325,325,16250.0,693.0746693987761,487.5,1625.0,2805.574669398776,13444.425330601223,2.1325374443039267,4.792039747593783,1.2570463314542566,0.325,34.26419281765048,40.17494178003336,1768045637.1492736,1771516752.1190686
event_0125,science,1776740539.4174364,254,394,394,19700.0,2275.6008260549443,591.0,1970.0,4836.600826054944,14863.399173945056,5.77563661435265,3.0731085132921008,1.5531721035090325,0.394,56.92686957931659,33.66190006867367,1771822057.8857834,1774730446.0517168
event_0126,technology,1780600067.8371542,252,394,394,19700.0,1786.2233216335687,591.0,1970.0,4347.223321633569,15352.77667836643,4.533561730034438,3.531628246923664,1.5651118018476688,0.394,49.7884657304068,41.45286133586393,1776298344.398047,1779879871.6174655
event_0127,science,1771790571.1553628,258,310,310,15500.0,762.4827679666556,465.0,1550.0,2777.4827679666555,12722.517232033344,2.459621832150502,4.580592678653149,1.2047993674537567,0.31,52.465664653524996,51.089363535968275,1767257537.7292984,1771671658.738806
event_0128,business,1777545667.0904303,260,305,305,15250.0,1871.6085676059647,457.5,1525.0,3854.1085676059647,11395.891432394035,6.13642153313431,2.9568164031956052,1.1762825088268363,0.305,49.23879339626632,53.01231883470261,1773291435.340993,1777871699.6883113
event_0129,art,1777125028.1191301,255,283,283,14150.0,1958.9839864058804,424.5,1415.0,3798.4839864058804,10351.516013594119,6.922204898960708,2.725170370769078,1.112737234677033,0.283,34.639941321529435,47.676905727484325,1774132137.18895,1778251421.8438046
event_0130,science,1777311205.6353314,279,178,178,8900.0,684.2792956642683,267.0,890.0,1841.2792956642684,7058.720704335732,3.8442657059790353,3.833595870521748,0.638400455941038,0.178,48.99412521401288,28.919655912102975,1773078113.2168407,1775576771.4876463
event_0131,technology,1770699532.6156137,266,157,157,7850.0,841.2954995459843,235.5,785.0,1861.7954995459843,5988.204500454016,5.358570060802448,3.2163599610775155,0.5910750819632682,0.157,38.14076502791737,52.25225563433775,1767404170.5172017,1771918765.4040084
event_0132,technology,1781549890.175311,262,153,153,7650.0,1194.5697624010245,229.5,765.0,2189.0697624010245,5460.9302375989755,7.807645505889049,2.4946350871930623,0.5870122353028137,0.153,50.23345949262343,44.89499854405297,1777209719.2751484,1781088647.1493545
event_0133,business,1774807003.6080647,254,536,536,26800.0,2142.177507014129,804.0,2680.0,5626.177507014128,21173.82249298587,3.996599826518897,3.763447290205218,2.1114303888217973,0.536,31.77544693303503,55.65450031306731,1772061604.9930503,1776870153.8200994
event_0134,art,1777131157.8049927,261,198,198,9900.0,1356.1799500984314,297.0,990.0,2643.1799500984316,7256.820049901568,6.849393687365815,2.74548845969845,0.761543666646532,0.198,57.954359813500105,40.54129093453899,1772123901.1171062,1775626668.6538503
event_0135,health,1775368358.5105553,254,229,229,11450.0,802.7484984929235,343.5,1145.0,2291.2484984929233,9158.751501507077,3.5054519584843824,3.9972755061405505,0.9023821663910928,0.229,42.24123447840978,53.136037556464196,1771718715.8516207,1776309669.496499
event_0136,health,1781012772.2111912,255,350,350,17500.0,2784.9794074273095,525.0,1750.0,5059.9794074273095,12440.020592572691,7.957084021220885,2.4585120987473905,1.3759103882822528,0.35,39.00420371191658,31.79171090371182,1777642809.0104816,1780389612.8325622
event_0137,technology,1776024598.7464368,251,494,494,24700.0,1257.6686739405918,741.0,2470.0,4468.668673940592,20231.331326059408,2.5458880039283236,4.527373319046918,1.9687642197201825,0.494,48.7765914059502,42.48500031977636,1771810301.2489626,1775481005.2765913
event_0138,technology,1780129572.524496,258,350,350,17500.0,1906.125027348263,525.0,1750.0,4181.125027348263,13318.874972651738,5.446071506709323,3.185476369526023,1.3569143468983738,0.35,58.455076624149825,38.190388673710686,1775079053.9041696,1778378703.485578
event_0139,technology,1777024348.34205,256,325,325,16250.0,1745.553095563118,487.5,1625.0,3858.053095563118,12391.946904436882,5.370932601732671,3.211968989926035,1.2725930173086222,0.325,56.30061322701202,51.55758460735774,1772159975.3592362,1776614550.669312
event_0140,technology,1779882577.7493749,266,203,203,10150.0,1541.6460198199045,304.5,1015.0,2861.1460198199047,7288.853980180095,7.594315368570958,2.5475295317639515,0.7657289895195489,0.203,56.34866708208426,47.15555918992257,1775014052.913483,1779088293.2274923
event_0141,technology,1769313333.3107588,262,124,124,6200.0,745.5703176304783,186.0,620.0,1551.5703176304783,4648.429682369522,6.0126638518586955,2.9959516688025425,0.4757955000046439,0.124,46.66603234754994,36.08192709489343,1765281388.1159306,1768398866.6169293
event_0142,health,1774434191.7831664,252,331,331,16550.0,1710.9307409811393,496.5,1655.0,3862.430740981139,12687.569259018861,5.168975048281387,3.2848664765432014,1.3155481278129846,0.331,45.695256207854555,29.88357229160041,1770486121.6468077,1773068062.2928019
event_0143,art,1779127745.4618561,253,158,158,7900.0,517.5738711308016,237.0,790.0,1544.5738711308018,6355.426128869198,3.275783994498745,4.11467929611959,0.6257975076615894,0.158,35.21675697837755,38.743981364830525,1776085017.6589243,1779432497.6488457
event_0144,health,1769070110.1319923,265,287,287,14350.0,2286.234382596725,430.5,1435.0,4151.7343825967255,10198.265617403275,7.965973458525174,2.456386819964314,1.0846495753605374,0.287,42.812334520669474,48.85207807196882,1765371124.4294064,1769591943.9748244
event_0145,art,1777111069.8716807,272,194,194,9700.0,1466.9731878882994,291.0,970.0,2727.9731878882994,6972.026812111701,7.56171746334175,2.5557534227485155,0.714594106549983,0.194,53.89742001380335,31.649682472154236,1772454332.782488,1775188865.3480823
event_0146,art,1771845112.9737246,264,240,240,12000.0,1220.1807153333903,360.0,1200.0,2780.1807153333903,9219.81928466661,5.084086313889126,3.3162661814812995,0.91031948218717,0.24,54.64722630822888,41.35866069992687,1767123592.6206937,1770696980.9051673
event_0147,technology,1770601651.7222157,255,317,317,15850.0,1343.3126913023602,475.5,1585.0,3403.8126913023602,12446.18730869764,4.237579467830789,3.65654295270152,1.2462209261464707,0.317,57.66088368960621,41.88472968295764,1765619751.3714337,1769238592.0160413
event_0148,art,1779301693.7642386,256,326,326,16300.0,2441.873558689237,489.0,1630.0,4560.873558689237,11739.126441310764,7.4904096892307885,2.5738767563388683,1.2770030177536107,0.326,51.59990691743649,50.693143314519276,1774843461.8065722,1779223349.3889468
event_0149,art,1769391885.3291488,260,305,305,15250.0,1396.7110334197953,457.5,1525.0,3379.211033419795,11870.788966580205,4.579380437441952,3.5128877270996743,1.1759589181743344,0.305,34.63842256769929,51.945090327173475,1766399125.6192997,1770887181.4235675
event_0150,business,1773640588.233874,259,99,99,4950.0,424.247148193846,148.5,495.0,1067.747148193846,3882.252851806154,4.2853247292307675,3.63592902905262,0.38348018487870456,0.099,56.3778511874428,33.877502312509094,1768769541.891279,1771696558.0910797
event_0151,art,1769737304.046917,259,271,271,13550.0,1728.2676738428318,406.5,1355.0,3489.7676738428318,10060.23232615717,6.377371490194951,2.882779963136953,1.049517012431107,0.271,34.733749618671574,42.30335600850457,1766736308.0798638,1770391318.0389986
event_0152,science,1781330154.3529153,262,277,277,13850.0,2143.3481342859504,415.5,1385.0,3943.8481342859504,9906.15186571405,7.737718896339171,2.5117985095812005,1.059562303997207,0.277,39.61411739180629,43.99071218237505,1777907494.610263,1781708292.1428204
event_0153,health,1771974066.8288496,258,96,96,4800.0,274.0041026121524,144.0,480.0,898.0041026121523,3901.9958973878474,2.854209402209921,4.345187161214026,0.3755183586867354,0.096,59.89910133361667,39.45065142876521,1766798784.4736252,1770207320.7570705
event_0154,health,1780050984.833422,262,254,254,12700.0,996.7181213377128,381.0,1270.0,2647.7181213377125,10052.281878662288,3.924087091880759,3.7965831021255205,0.971740386634393,0.254,45.167786305138826,40.061529165911296,1776148488.096658,1779609804.2165928
event_0155,health,1776619974.0281756,255,499,499,24950.0,3968.707199274935,748.5,2495.0,7212.207199274935,17737.792800725067,7.953321040631133,2.459412536360339,1.9593187315433567,0.499,37.95688798171819,47.67112815021032,1773340498.9065552,1777459284.3787334
event_0156,science,1780859780.7323403,257,347,347,17350.0,1252.3132263983464,520.5,1735.0,3507.813226398346,13842.186773601654,3.6089718340009984,3.9461014256492057,1.352818906894068,0.347,42.4240772408073,40.950393261218295,1777194340.4587345,1780732454.436504
event_0157,science,1775932243.507537,265,134,134,6700.0,845.8876143570078,201.0,670.0,1716.8876143570078,4983.112385642992,6.312594136992596,2.9024103522985802,0.5066287848580721,0.134,54.46488006097198,28.99848443817314,1771226477.8702688,1773731946.925727
event_0158,science,1780752561.5542722,255,298,298,14900.0,1559.7156508230908,447.0,1490.0,3496.715650823091,11403.284349176909,5.233945136990237,3.2611414504043794,1.1717133950116125,0.298,44.26177463005452,42.67899848829215,1776928344.2262354,1780615809.6956239
event_0159,art,1779282613.5615394,256,318,318,15900.0,1984.6749103820102,477.0,1590.0,4051.6749103820102,11848.325089617989,6.24111607038368,2.924302998559397,1.2441983242283807,0.318,31.155745392715943,41.80813979656204,1776590757.1596088,1780202980.438032
event_0160,art,1778469492.9992654,262,239,239,11950.0,708.1419078571872,358.5,1195.0,2261.641907857187,9688.358092142813,2.962936852958942,4.28377191742177,0.9141669496444425,0.239,52.32660055207542,53.47220962523441,1773948474.7115662,1778568473.6231863
event_0161,health,1780573658.686122,270,198,198,9900.0,559.0641273614492,297.0,990.0,1846.0641273614492,8053.935872638551,2.823556198795198,4.362760617720207,0.7360710048798318,0.198,41.10461561435063,47.29313841129255,1777022219.897042,1781108347.0557778
event_0162,health,1777137042.5201197,258,357,357,17850.0,1754.7067555133815,535.5,1785.0,4075.2067555133817,13774.793244486618,4.915144973426839,3.3801458602929983,1.3864021927824854,0.357,32.75618178806368,55.028248018872944,1774306908.413631,1779061349.0424616
event_0163,health,1775712570.1810734,254,165,165,8250.0,952.4466360278907,247.5,825.0,2024.9466360278907,6225.053363972109,5.772403854714489,3.0741814392615767,0.6499208116131877,0.165,52.00192176054041,50.55704844608853,1771219604.1409628,1775587733.126705
event_0164,art,1778206453.1192327,252,349,349,17450.0,2124.0074300723936,523.5,1745.0,4392.507430072394,13057.492569927606,6.085981174992532,2.972673985826907,1.3862904567760248,0.349,47.24677179260368,40.50623480869734,1774124332.0363517,1777624070.723823
event_0165,art,1770875563.4983072,253,187,187,9350.0,758.5462853509034,280.5,935.0,1974.0462853509034,7375.953714649097,4.056397247865793,3.7364644230405966,0.7408534078069043,0.187,48.46016695109681,45.89810721533872,1766688605.0737324,1770654201.5371377
event_0166,art,1776197527.8695855,260,108,108,5400.0,485.5214616555824,162.0,540.0,1187.5214616555825,4212.478538344418,4.495569089403541,3.5472862380706727,0.4164122612119494,0.108,43.4211879380663,50.43656076167538,1772445937.2317367,1776803656.0815454
event_0167,art,1772765766.9177625,250,471,471,23550.0,1104.4928838728415,706.5,2355.0,4165.992883872841,19384.00711612716,2.3449955071610225,4.652914120704681,1.8867484387367452,0.471,30.132695470757646,43.87017680583493,1770162302.029089,1773952685.305113
event_0168,art,1776357863.4170623,256,230,230,11500.0,1475.845743465928,345.0,1150.0,2970.845743465928,8529.154256534071,6.416720623764904,2.8709515717176077,0.9014761347345255,0.23,58.264626757866154,52.62962015232713,1771323799.6651826,1775870998.8463438
event_0169,technology,1773009802.4762003,266,314,314,15700.0,1930.2097121014533,471.0,1570.0,3971.209712101453,11728.790287898548,6.1471646882211886,2.9534552789185238,1.1831065056257313,0.314,43.95934975840062,43.05781981438602,1769211714.6570745,1772931910.2890375
event_0170,art,1766906079.2594814,256,294,294,14700.0,908.0965791915739,441.0,1470.0,2819.096579191574,11880.903420808427,3.088763874801272,4.214436464683124,1.1519688127636711,0.294,44.227943313609856,52.0068835304684,1763084784.9571855,1767578179.694218
event_0171,business,1774224977.1996858,264,276,276,13800.0,616.0775767352249,414.0,1380.0,2410.0775767352247,11389.922423264776,2.2321651330986407,4.725956763057379,1.047536489153962,0.276,35.403053437876814,47.9466040978627,1771166153.3826532,1775308739.9767087
event_0172,art,1773556755.4820333,258,383,383,19150.0,2270.4431263876795,574.5,1915.0,4759.9431263876795,14390.05687361232,5.928049938349033,3.023157313338097,1.487624087279832,0.383,52.889744578430154,53.914085680501074,1768987081.550457,1773645258.5532522
event_0173,art,1770292299.1596794,254,191,191,9550.0,672.5321030791151,286.5,955.0,1914.0321030791151,7635.967896920885,3.52111048732521,3.989466992030519,0.753669819074253,0.191,50.092187564157236,35.21155345719441,1765964334.1541362,1769006612.3728378
event_0174,business,1774382644.7205513,251,296,296,14800.0,1373.0134301090206,444.0,1480.0,3297.0134301090206,11502.98656989098,4.638558885503448,3.4889110444147073,1.181153999924977,0.296,34.984297302263094,38.200352082567235,1771360001.4336357,1774660511.8535695
event_0175,business,1770984117.0530913,260,417,417,20850.0,1683.5766945450246,625.5,2085.0,4394.076694545025,16455.923305454977,4.03735418356121,3.7450241425881323,1.6053452638436778,0.417,35.72755291610334,52.195907481939074,1767897256.48114,1772406982.8875794
event_0176,health,1776164155.6345346,255,356,356,17800.0,2123.74446240529,534.0,1780.0,4437.74446240529,13362.25553759471,5.96557433259913,3.0110466365952653,1.3971602245083197,0.356,52.90379344578966,52.462639969110235,1771593267.8808184,1776126039.9741495
event_0177,science,1777704035.7882724,254,224,224,11200.0,1258.021006521482,336.0,1120.0,2714.021006521482,8485.978993478519,5.616165207685187,3.1267182431851785,0.8845394856545962,0.224,30.560786370911398,43.22241951093753,1775063583.8458257,1778798000.8915706
event_0178,art,1778655673.6975715,255,308,308,15400.0,1715.568644629572,462.0,1540.0,3717.568644629572,11682.431355370427,5.5700280669791296,3.142492438504654,1.2113469488857411,0.308,56.75596542919011,50.98560059513645,1773751958.2844894,1778157114.1759093
event_0179,science,1780905740.916658,257,292,292,14600.0,2203.390415499173,438.0,1460.0,4101.390415499172,10498.609584500828,7.545857587325934,2.5597684006932226,1.1374681238296782,0.292,47.592536157609274,31.583983872496255,1776793745.7926404,1779522601.9992242
event_0180,business,1777492048.7666857,253,293,293,14650.0,849.5155708668691,439.5,1465.0,2754.015570866869,11895.984429133132,2.8993705490336827,4.319505145495124,1.1600918702481722,0.293,39.137841218947145,33.64610289230983,1774110539.2853687,1777017562.5752642
event_0181,technology,1781019611.2974672,293,75,75,3750.0,240.66650737147427,112.5,375.0,728.1665073714743,3021.8334926285256,3.2088867649529904,4.149921016742036,0.25679751379417026,0.075,55.99852280743106,44.00217705245938,1776181338.9269052,1779983127.0242376
event_0182,health,1769772668.1217494,265,174,174,8700.0,1006.1833676907161,261.0,870.0,2137.1833676907163,6562.816632309284,5.782663032705265,3.070778451453411,0.6567834595714184,0.174,46.38425815642879,50.64242856810915,1765765068.2170339,1770140574.0453186
event_0183,health,1776476828.822796,275,142,142,7100.0,1064.7176703546352,213.0,710.0,1987.7176703546352,5112.282329645364,7.498011763060811,2.5719358467710687,0.5186171396814295,0.142,36.15179753792709,31.522798433054223,1773353313.5155191,1776076883.3001351
event_0184,business,1769070166.2640672,256,370,370,18500.0,1263.1699750872478,555.0,1850.0,3668.1699750872476,14831.830024912753,3.4139729056412103,4.043386791136902,1.448727566026741,0.37,51.55172573087823,49.61722944768462,1764616097.1609192,1768903025.7851992
event_0185,business,1781613942.207862,260,172,172,8600.0,1270.5558154710093,258.0,860.0,2388.5558154710093,6211.444184528991,7.386952415529124,2.6005020038872866,0.6625594467297492,0.172,36.47514707445729,40.551125177855894,1778462489.5006287,1781966106.7159956
event_0186,business,1779457087.338332,264,187,187,9350.0,1463.608318063855,280.5,935.0,2679.108318063855,6670.891681936145,7.826782449539332,2.4899671420366767,0.7108344155816053,0.187,41.29315533015419,47.562019346518824,1775889358.7178066,1779998717.1893458
event_0187,health,1767299439.6718087,258,443,443,22150.0,1015.695410679277,664.5,2215.0,3895.195410679277,18254.804589320724,2.292766164061573,4.686492631222652,1.718346505779354,0.443,30.42036010483326,28.685513417642458,1764671120.558751,1767149548.9180355
event_0188,health,1777025121.0498106,250,335,335,16750.0,1101.4865735478102,502.5,1675.0,3278.98657354781,13471.01342645219,3.2880196225307765,4.1082856316416,1.3423201327052083,0.335,57.95004520623539,32.66768002752567,1772018237.143992,1774840724.6983702
event_0189,science,1768116604.135064,267,227,227,11350.0,803.3222022524754,340.5,1135.0,2278.8222022524756,9071.177797747525,3.538864327103416,3.980643065870266,0.8522930852712409,0.227,55.46367725508072,53.78813316073001,1763324542.420225,1767971837.125312
event_0190,technology,1773572778.1284473,255,446,446,22300.0,1534.2398996900283,669.0,2230.0,4433.239899690028,17866.76010030997,3.4399997750897495,4.030181200335947,1.751706234411849,0.446,52.210758308569666,33.38158906332708,1769061768.610587,1771945937.9056582
event_0191,technology,1769076054.952709,262,317,317,15850.0,1548.2458764978785,475.5,1585.0,3608.7458764978783,12241.254123502122,4.884056392737787,3.392107547174171,1.2102734184648383,0.317,42.22695314558763,50.8232203566381,1765427646.20093,1769818772.4397438
event_0192,science,1777329803.984426,251,158,158,7900.0,337.12497561022053,237.0,790.0,1364.1249756102206,6535.875024389779,2.1337023772798767,4.791258236046924,0.630231677307912,0.158,31.472968891595773,48.97352827369763,1774610539.472192,1778841852.3150396
event_0193,health,1770030307.4404213,257,199,199,9950.0,1524.3749394351921,298.5,995.0,2817.874939435192,7132.125060564807,7.660175575051217,2.5310296637913794,0.7754079569724384,0.199,55.485608654100034,31.557411525656626,1765236350.8527071,1767962911.208524
event_0194,business,1772677744.2609982,255,282,282,14100.0,2100.127131196025,423.0,1410.0,3933.127131196025,10166.872868803976,7.447259330482358,2.584933700251975,1.1086896767753853,0.282,57.860763093817354,48.678277664781405,1767678574.3296924,1771884377.5199294
event_0195,technology,1772677115.949177,266,148,148,7400.0,724.2395475248977,222.0,740.0,1686.2395475248977,5713.760452475102,4.893510456249309,3.38846308097915,0.5569597907537344,0.148,56.501050244594495,30.761409329518695,1767795425.208044,1770453210.9741144
event_0196,art,1767641527.2237115,267,134,134,6700.0,1058.9593444092975,201.0,670.0,1929.9593444092975,4770.040655590703,7.90268167469625,2.471575719669198,0.5031434763569932,0.134,38.529518196685764,30.315832480965728,1764312576.851518,1766931864.7778733
event_0197,art,1773557150.9500782,268,148,148,7400.0,1146.3926362131363,222.0,740.0,2108.392636213136,5291.607363786864,7.745896190629299,2.509782700290146,0.5529974252107069,0.148,37.54410452468715,38.97152398255479,1770313340.3191452,1773680479.9912379
event_0198,business,1771016922.4288888,273,149,149,7450.0,1074.9186124255648,223.5,745.0,2043.4186124255648,5406.581387574435,7.214218875339361,2.645851102020037,0.5492744889654704,0.149,38.385706247920766,36.56007107666572,1767700397.4090683,1770859187.5500922
event_0199,art,1776143811.001993,259,221,221,11050.0,717.1651067798163,331.5,1105.0,2153.665106779816,8896.334893220184,3.245090980904146,4.1307884244464,0.8546922452803958,0.221,34.17285776406075,51.71248089890854,1773191276.0911782,1777659234.4408438
event_0200,art,1769091444.574483,260,177,177,8850.0,1081.4872493895762,265.5,885.0,2231.9872493895764,6618.012750610424,6.110097454178397,2.9650764144913357,0.6830627963268329,0.177,54.195909713453915,53.68406351521355,1764408917.9752405,1769047221.062955
event_0201,health,1779085756.4322772,262,296,296,14800.0,1786.339371700395,444.0,1480.0,3710.339371700395,11089.660628299605,6.034930309798632,2.988853449062632,1.130565834086428,0.296,40.74180177739683,52.24162771253446,1775565664.7587101,1780079341.393073
event_0202,art,1777690324.425557,263,233,233,11650.0,1089.5347636725671,349.5,1165.0,2604.0347636725674,9045.965236327433,4.676114865547499,3.473826602671606,0.8896153935931761,0.233,42.67723898396398,48.887106980346246,1774003010.9773424,1778226857.0204444
event_0203,health,1780724252.5854669,262,156,156,7800.0,598.7318517194941,234.0,780.0,1612.731851719494,6187.268148280506,3.8380246905095774,3.8365138889541015,0.5973906627660356,0.156,36.5645502806056,42.95511433854202,1777565075.4412224,1781276397.3200724
event_0204,business,1771994476.216821,260,285,285,14250.0,2040.0569220689538,427.5,1425.0,3892.556922068954,10357.443077931046,7.158094463399838,2.66083278556808,1.0990366998390872,0.285,48.09363976743259,46.995414680406455,1767839185.7409148,1771899589.5693018
event_0205,business,1775939686.3192255,258,223,223,11150.0,1553.1680483875195,334.5,1115.0,3002.66804838752,8147.33195161248,6.964879140751209,2.7133641882217803,0.8676089876174338,0.223,59.47270732157311,38.69706017508432,1770801244.4066417,1774144670.405769
event_0206,health,1766454961.662061,258,304,304,15200.0,1161.7793457352034,456.0,1520.0,3137.7793457352036,12062.220654264796,3.821642584655274,3.8441902139038184,1.1783100607928474,0.304,40.17068099734033,36.543848101967995,1762984214.8238907,1766141603.2999008
event_0207,technology,1769871782.5213115,258,264,264,13200.0,918.1576175834671,396.0,1320.0,2634.157617583467,10565.842382416533,3.477869763573739,4.0110896598926615,1.0239610821934684,0.264,34.991935220482446,29.60799714794616,1766848479.3182619,1769406610.2718444
event_0208,technology,1777536482.3788173,254,190,190,9500.0,781.5124863625092,285.0,950.0,2016.5124863625092,7483.48751363749,4.113223612434259,3.711103979889853,0.751742448385265,0.19,48.93466996260911,55.62536197265134,1773308526.894048,1778114558.1684852
event_0209,science,1774935638.210494,263,285,285,14250.0,1180.212377445786,427.5,1425.0,3032.712377445786,11217.287622554213,4.141096061213284,3.698764085238327,1.0870138689198063,0.285,42.437719601750786,42.43118397122068,1771269019.2369027,1774935073.5320163
event_0210,science,1779032984.862228,252,501,501,25050.0,2365.4526592401317,751.5,2505.0,5621.952659240132,19428.04734075987,4.721462393692877,3.455747232027703,1.9907004566935884,0.501,44.706720187266264,42.029389809823236,1775170324.238048,1778801663.5176167
event_0211,art,1767631586.9470086,260,218,218,10900.0,1744.019452619726,327.0,1090.0,3161.019452619726,7738.9805473802735,8.000089232200578,2.4482546417000113,0.8394997697733901,0.218,36.794568098638536,43.69915628206848,1764452536.2632864,1768228143.3660572
event_0212,technology,1779329195.5008738,259,270,270,13500.0,987.234750849661,405.0,1350.0,2742.234750849661,10757.76524915034,3.656425003146893,3.9229920946108376,1.043232911062494,0.27,39.60123954516121,38.30068905041303,1775907648.404172,1779216827.9381275
event_0213,art,1781589590.235969,254,215,215,10750.0,805.7555275569864,322.5,1075.0,2203.2555275569866,8546.744472443013,3.74770012817203,3.8791435516877213,0.8490989615725438,0.215,57.57517875650265,55.610425587171946,1776615094.7914073,1781419835.562139
event_0214,art,1771624997.4046848,262,164,164,8200.0,866.3457830243991,246.0,820.0,1932.3457830243992,6267.654216975601,5.282596237953653,3.2435469221071918,0.6282921853428652,0.164,45.41385169196505,41.85152179461331,1767701240.618499,1771317212.1015537
event_0215,science,1771148586.751663,268,265,265,13250.0,1498.2353263455395,397.5,1325.0,3220.7353263455398,10029.26467365446,5.653718212624677,3.1139673575830056,0.9908176493637753,0.265,49.991004266001625,53.030541420700246,1766829363.9830804,1771411202.761829
event_0216,business,1767791038.9877496,257,267,267,13350.0,2145.887086283075,400.5,1335.0,3881.387086283075,9468.612913716925,8.0370302857044,2.4394920432386797,1.0426948054695562,0.267,33.02938735469305,35.37273432511131,1764937299.920304,1767993504.1659937
event_0217,art,1778639482.8949776,268,181,181,9050.0,961.8708043286078,271.5,905.0,2138.370804328608,6911.629195671392,5.314203338832088,3.23219395891512,0.6785715076681056,0.181,39.493349356684,44.30616797924176,1775227257.51056,1779055310.4239664
event_0218,health,1777846672.6747425,262,195,195,9750.0,1410.4695082691542,292.5,975.0,2677.969508269154,7072.030491730846,7.2331769654828415,2.6408181534156805,0.7453481770505082,0.195,43.827169379610524,37.63573509914625,1774060005.240344,1777311732.7529104
event_0219,science,1773764783.784437,252,294,294,14700.0,2198.95664615396,441.0,1470.0,4109.95664615396,10590.04335384604,7.479444374673332,2.5766800639505663,1.1679592836634949,0.294,53.74054718342124,33.77355502802298,1769121600.5077894,1772039635.6622105
event_0220,science,1768977784.0087209,263,219,219,10950.0,1021.6369435195547,328.5,1095.0,2445.1369435195547,8504.863056480444,4.665008874518515,3.47827678078368,0.8343998964662966,0.219,42.97629724372942,53.5144897372237,1765264631.9268627,1769888283.840159
event_0221,art,1771985049.3137197,268,285,285,14250.0,732.759695753383,427.5,1425.0,2585.259695753383,11664.740304246618,2.571086651766256,4.512018782255196,1.0641173915000344,0.285,42.602213292439146,35.98938385703404,1768304218.085253,1771413700.8505008
event_0222,health,1767797403.1717753,259,270,270,13500.0,1716.4582535253087,405.0,1350.0,3471.4582535253085,10028.541746474692,6.357252790834477,2.888855637624501,1.0424881292162742,0.27,50.27013614309133,43.22363279909236,1763454063.4090123,1767188585.2828538
